population_row_index,experiment_name,manual_has_keyhole,h_SI,log_h_SI_reference,delta_T_liquidus_minus_ST_K,h_over_deltaT,log_h_over_deltaT
96,P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,0,779401184.5322293,20.47403647066787,1580.463539399,493147.2097284894,13.10856300830771
97,P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,0,599672699.6858879,20.21189456381736,1621.755709943,369767.58953847905,12.82062995087761
98,P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,0,638337319.6533026,20.274377415779092,1563.976160717,408150.28750864003,12.919390737298315
99,P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,0,677831867.1832861,20.334409831646198,1612.938734738,420246.5057009066,12.94859673642584
100,P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,0,602707566.7034096,20.21694267305077,1582.897334031,380762.26028415683,12.849930470591337
101,P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,0,628491380.0462011,20.258832870779123,1540.903898582,407871.8865106146,12.918708400426375
102,P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,1,1236957399.7661636,20.935920491417882,1533.182289478,806790.8221059013,13.6008197093231
103,P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,0,863399996.0893444,20.576388636556285,1624.715542226,531416.0994031067,13.183300608053496
104,P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,0,727479586.8638024,20.40509649732251,1605.083651121,453234.687398209,13.02416534403804
105,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,0,983677701.2102137,20.706808861943262,1565.279044762,628435.999639784,13.350989471500862
106,P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,1,1067262684.3422633,20.788362968602943,1632.781616929,653646.9257594981,13.390322615788397
107,P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,1,1345249855.1529741,21.019845598660854,1625.186844394,827750.8889475359,13.626467529341307
108,P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,1,950864598.6230102,20.672882232479186,1572.117464931,604830.5039755687,13.312703539043126
109,P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,1,1117722986.1932325,20.834559404764153,1604.690472552,696534.9426021551,13.453873239790898
110,P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,0,967534985.261247,20.69026214269118,1578.868263827,612802.8584956484,13.325798562044586
111,P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,0,571558502.2706466,20.16387740213794,1627.961342124,351088.49791539554,12.768793601481464
112,P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,0,581660121.0465691,20.181396850654306,1618.989344516,359273.59436726716,12.791839478520258
113,P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,1,1486385958.9996188,21.119613479665734,1535.653465507,967917.5623837013,13.7829021998054
114,P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,1,1522901324.7409685,21.14388311870201,1614.857325655,943056.2691495154,13.756881230195427
115,P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,1,1419063375.9986162,21.07326289656434,1615.746178894,878271.2251066465,13.685710737335784
116,P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,1,1950610569.9632347,21.39140827331414,1631.906691769,1195295.4049405588,13.993903913585747
117,P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,1,3064316713.2604065,21.84309044942947,1595.646649327,1920423.1178330437,14.468056093596587
118,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,1,2110483880.9120286,21.470183085589326,1541.06413604,1369497.7590843427,14.129954631381882
119,P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,0,1343660346.3735664,21.018663328636627,1539.070186001,873033.834710832,13.679729590898699
120,P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,1,1533176605.6528196,21.15060763284449,1568.610415403,977410.7009603932,13.792662212152358
121,P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,1,1325222309.2053754,21.004846062843377,1544.242578589,858169.7769376707,13.66255723411411
122,P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,1,1560647611.4255035,21.168366707592114,1537.486173437,1015064.4853844291,13.83046270083838
123,P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,1,1496779918.4982193,21.126581916544882,1570.050367711,953332.421226968,13.767718937372539
124,P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,1,2370530793.803158,21.586379730647366,1583.701726188,1496829.07747349,14.218859480178693
125,P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,1,1463592690.5927632,21.104159996967834,1608.514125074,909903.5362996457,13.72109386880788
126,P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,1,826474037.0349796,20.53267906158613,1602.710024616,515672.84433314623,13.153227820776186
127,P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,1,1495805207.9243834,21.125930499414125,1561.88892711,957689.8727953128,13.772279280947496
128,P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,1,1514019343.896983,21.138033768562334,1619.809417988,934689.8018271673,13.747969990473695
129,P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,1,1499254239.658041,21.128233647861514,1565.977137137,957392.1637189767,13.771968370946714
130,P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,1,2662357167.23159,21.70247772043275,1583.462677021,1681351.3863429578,14.335108424658575
131,P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,1,1847549953.5436308,21.337126248875027,1540.2474190570001,1199515.045884494,13.99742790464674
132,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,1,1900721444.6600666,21.3654993587639,1598.0102169890001,1189430.0952852732,13.98898483884798
133,P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,1,1730596128.6837382,21.271731769155178,1631.828980468,1060525.4284596737,13.874275030502027
134,P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,1,1545677935.6679819,21.158728444367096,1567.737606708,985928.9775625528,13.801339600120803
135,P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,1,2032997934.9335837,21.43277735581915,1569.173545358,1295585.144771074,14.07447300030672
136,P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,1,2710309618.1644564,21.720328715557145,1537.563745589,1762729.9199398125,14.382374256190246
137,P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,1,1439320766.9436533,21.087437149631313,1609.418720548,894310.9388298721,13.703808799982458
138,P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,1,1668503843.2829037,21.235193159589013,1534.408407759,1087392.2710836483,13.899292975965597
139,P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,1,1482434399.1622798,21.1169514377136,1546.411022485,958628.9657843274,13.773259382009265
140,P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,1,1877102377.528846,21.352995136232696,1591.484855309,1179466.0635739388,13.980572405541373
141,P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,1,1664108061.9436154,21.23255511830873,1537.4505628,1082381.5101494694,13.894674273421442
142,P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,1,1855921915.0169744,21.341647398775045,1564.814972662,1186032.8201357604,13.986124531121304
143,P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,1,2027181388.8970726,21.42991218679498,1562.445378886,1297441.4442202277,14.075904763308413
144,P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,1,1028138153.1129352,20.751015385137514,1614.971377776,636629.3342788519,13.363942872377123
145,P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,1,1996438462.281179,21.414630661193208,1549.620077611,1288340.6011098053,14.06886559254329
146,P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,1,3213673810.522705,21.89068060891919,1590.374380756,2020702.70334401,14.518955881826203
147,P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,1,2309442467.025606,21.56027197608303,1629.641619037,1417147.4513459709,14.164156572077685
148,P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,1,1596030128.2832022,21.19078521316628,1590.41808615,1003528.6583962257,13.819033005252425
149,P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,1,2049350437.1429994,21.44078871995577,1598.150013076,1282326.7029848858,14.064186722518684
150,P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,1,1481711615.0964422,21.116463753182078,1553.076994794,954049.0394637365,13.76847035315932
151,P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,1,1904367713.1792934,21.36741588133883,1597.170026385,1192338.7502391327,13.99142727267634
152,P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,1,1426619184.2288785,21.078573275235584,1595.5229081759999,894138.9540183964,13.703616471628509
153,P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,1,2438986931.9937563,21.614848598229703,1536.189794053,1587685.9366178089,14.277788128318877
154,P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,1,2094704334.1630437,21.462678251083055,1602.2793889710001,1307327.7660447743,14.083495738553939
155,P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,1,3379638472.4728007,21.94103457991376,1592.0142251070001,2122869.5191122764,14.568279278180633
156,P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,1,2298701231.883175,21.555610118598786,1546.634358968,1486260.2906461975,14.211773650863039
157,P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,0,1699054924.7171504,21.253338006787104,1605.504492094,1058268.558626788,13.872144695320621
158,P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,1,2082882205.8621879,21.457018447392034,1591.278242378,1308936.520585826,14.084725549129296
159,P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,1,1855433807.2074168,21.341384363998053,1539.884027886,1204917.8857674191,14.001921977993591
160,P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,1,2481677834.4941087,21.632200714536093,1571.932429202,1578743.3278884294,14.27213972643897
161,P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,1,1208967677.6446924,20.913032673436486,1604.092161437,753677.193062061,13.532719429405644
162,P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,1,1606819128.1267316,21.19752236486369,1551.183259639,1035866.7282811443,13.85074905287138
163,P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,1,2069498233.5346315,21.450572015581606,1620.733354239,1276890.0128586204,14.059938001985538
164,P-101p127472137_VX-0p52394730996_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p56864695376e-06_H-b0e5aed98c,0,462814091.1091429,19.95283600033355,1633.0,283413.4054556907,12.554661907363087
165,P-104p101541641_VX-0p916529700054_LS-8p82882842693e-05_ST-394p968412652_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2634634783e-06_H-6014a1f9c3,0,131077839.3337391,18.691301898089755,1538.031587348,85224.41308227893,11.353043210297486
166,P-105p276295276_VX-0p639039009111_LS-7p6636834293e-05_ST-367p44858305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p00822530836e-05_H-bf889bf790,0,196295603.94316548,19.09513226441195,1565.55141695,125384.32262134684,11.739138880396908
167,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,0,231087454.813329,19.258306789103592,1539.1403560630001,150140.59887587675,11.91932745990202
168,P-109p759946449_VX-0p241926176876_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p72873359867e-06_H-fb250c7cf9,0,739236980.7965949,20.421129105174305,1633.0,452686.4548662553,13.02295501220384
169,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,0,162864740.19829547,18.90843059954982,1584.019319796,102817.3950676752,11.54070983040892
170,P-110p642328299_VX-0p274154737479_LS-7p4676600105e-05_ST-358p612942181_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p7596342297e-05_H-b40dbd8ddd,0,327451227.7820569,19.6068496791466,1574.387057819,207986.4834735592,12.245228373271752
171,P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,0,267172133.99878895,19.40340370526161,1623.758507322,164539.32822770873,12.010904897985213
172,P-112p904894498_VX-0p537693260466_LS-4p63068354409e-05_ST-322p169166627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p19825809506e-05_H-bf889bf790,0,488627402.259348,20.00711079843133,1610.8308333730001,303338.7442902284,12.622605427985256
173,P-113p286681534_VX-0p56768277259_LS-5p80401726566e-05_ST-302p148970527_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p13495658689e-05_H-bf889bf790,0,340042307.2917071,19.644580601044215,1630.851029473,208506.05061186355,12.247723339521098
174,P-114p820217584_VX-0p948189613582_LS-6p03705790634e-05_ST-353p560035146_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08771719698e-06_H-d4c4d1b9c0,0,251381177.57245967,19.34248098088177,1579.439964854,159158.42524327716,11.977655370317986
175,P-115p281467344_VX-0p424433079834_LS-5p4086019252e-05_ST-352p652659088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13660334979e-05_H-d616b14147,0,444864095.3734612,19.913279389830176,1580.347340912,281497.6707061976,12.547879451949308
176,P-116p440418649_VX-0p621036488786_LS-7p33150072515e-05_ST-327p034160515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p76785372538e-06_H-3f4a2df486,0,235372584.73702136,19.276680283548618,1605.965839485,146561.3893832888,11.895199659825419
177,P-116p693370328_VX-0p231004403842_LS-8p2871053211e-05_ST-317p198938228_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p08832408507e-05_H-d147d48e9f,0,321833883.7216741,19.58954608132901,1615.8010617720001,199179.15103281874,12.201959955165163
178,P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,0,487216402.29983735,20.004218940254336,1547.587825672,314823.1035536069,12.659766184044603
179,P-119p65849417_VX-0p305673131798_LS-5p10692886867e-05_ST-393p327897391_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p57819582462e-05_H-cb2618ba4f,0,593027982.8102604,20.20075214439884,1539.672102609,385165.1152250954,12.861427392045696
180,P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,0,461444146.8949482,19.94987157943667,1633.0,282574.4928934159,12.551697486466207
181,P-122p399838052_VX-0p958262341264_LS-8p77032416896e-05_ST-376p830559352_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03423790676e-06_H-79d0c72bd8,0,152235228.53159785,18.840937438708494,1556.169440648,97826.89760840312,11.490954844880795
182,P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,0,483866448.7464105,19.997319494262445,1552.2540269209999,311718.5978291144,12.649856129773104
183,P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,0,397888951.09013385,19.801683506954653,1537.095705829,258857.6297372068,12.46403349741123
184,P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,0,931108579.796035,20.651886455504343,1633.0,570182.8412713013,13.253712362533879
185,P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,0,258995467.58763093,19.372321119849033,1596.529375113,162224.05401673215,11.996733708168513
186,P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,0,180139365.88339946,19.009241364181552,1613.814342901,111623.35164253165,11.622885551149558
187,P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,0,513491793.7507057,20.056744606193906,1633.0,314446.90370526985,12.65857051322344
188,P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,0,444755865.9531225,19.913036073750103,1570.617178434,283172.6738125779,12.553812145371372
189,P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,0,551652331.3770316,20.128428571350423,1633.0,337815.2672241467,12.730254478379958
190,P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,0,495965371.9775024,20.022016667690565,1633.0,303714.25105787045,12.623842574720099
191,P-135p171981101_VX-0p652238458987_LS-5p89001447273e-05_ST-362p997098414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p39625291417e-06_H-01d46950f6,0,370261822.4530016,19.729720941603077,1570.002901586,235835.11984529908,12.370888195118484
