population_row_index,experiment_name,manual_has_keyhole,h_SI,log_h_SI_reference,delta_T_liquidus_minus_ST_K,h_over_deltaT,log_h_over_deltaT
386,P-226p648480029_VX-0p577602942666_LS-6p93800013331e-05_ST-342p653362063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p35196680396e-06_H-b4093437b1,0,516043909.27299726,20.061702415315725,1590.346637937,324485.17635275424,12.689995132581322
387,P-227p690023792_VX-0p392329282459_LS-7p92871102354e-05_ST-391p94840599_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p22961013075e-05_H-12074f4927,0,514890354.5681315,20.05946453220959,1541.05159401,334116.23372603994,12.719244216586869
388,P-228p907235932_VX-0p414638318501_LS-7p95917332413e-05_ST-340p25610662_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16345267376e-05_H-02b1b704be,0,500636904.52234256,20.03139165482471,1592.74389338,314323.543542163,12.65817812784582
389,P-234p345987256_VX-0p872091919433_LS-7p00578367301e-05_ST-333p182550298_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p53166529298e-06_H-b41981edcb,0,427948300.3450342,19.87451295266357,1599.817449702,267498.2076390957,12.496868144881155
390,P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,0,497647056.0953264,20.025401661026123,1583.418172571,314286.5635344425,12.658060471424625
391,P-236p206080041_VX-0p584146530445_LS-8p43378292301e-05_ST-319p849522294_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p25840838144e-06_H-b41981edcb,0,399021726.8435249,19.80452642661353,1613.150477706,247355.55198232873,12.418582062259333
392,P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,1,1182296044.3345745,20.890724185090264,1534.486993861,770482.9360330646,13.554772786881966
393,P-243p325077963_VX-0p998321353283_LS-5p70160449472e-05_ST-337p156153016_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83223221376e-06_H-d7a336064e,0,565660767.902193,20.153505106489323,1595.843846984,354458.720363675,12.778347173501826
394,P-246p298220115_VX-0p718479932945_LS-4p8795144948e-05_ST-311p768373355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p71434285331e-06_H-0b12abf205,0,852489489.7611376,20.563671438320007,1621.231626645,525828.3120995435,13.172730035586262
395,P-246p882256304_VX-0p912145169038_LS-8p52944569156e-05_ST-321p903093968_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p288764077e-06_H-0b12abf205,0,328153230.63174456,19.60899122382029,1611.0969060319999,203683.11142745544,12.22432068973237
396,P-76p6986127633_VX-0p686212461643_LS-6p4052091323e-05_ST-393p159111444_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0300684885e-06_H-b41981edcb,0,180616839.03055707,19.011888433972494,1539.840888556,117295.78060492482,11.672454063022087
397,P-78p6311637963_VX-0p75889512334_LS-7p24228839444e-05_ST-395p823418581_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p3567684844e-06_H-9aaaba6a78,0,146450244.24254268,18.802196298990417,1537.176581419,95272.23222939773,11.464493674985773
398,P-80p5741190929_VX-0p403249617425_LS-8p97039861056e-05_ST-397p637850573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19631126592e-05_H-6464f5e6a2,0,149345097.68985885,18.821770277781397,1535.362149427,97270.27447276509,11.485248717621252
399,P-91p4898167395_VX-0p477122889388_LS-7p769973149e-05_ST-351p010780102_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01108555266e-05_H-b41981edcb,0,193387480.24836263,19.08020640387443,1581.989219898,122243.23517250732,11.713768069793815
400,P-92p2921456709_VX-0p425581954559_LS-4p53091383738e-05_ST-356p588229582_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13353504568e-05_H-765072ed36,0,463868023.08742446,19.955110636730552,1576.411770418,294255.6201318045,12.592204124793325
401,P-92p9578294978_VX-0p909619863772_LS-6p47386544357e-05_ST-309p507384821_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p30344685197e-06_H-765072ed36,0,187115818.65552604,19.047238334199196,1623.492615179,115255.10920472858,11.654903291370674
402,P-93p7392388905_VX-0p76284290369_LS-5p63100861802e-05_ST-349p958485388_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p32387163816e-06_H-5cefbb31d2,0,253994656.2482554,19.352823786368806,1583.041514612,160447.24911115735,11.985720501555612
403,P-97p5646849269_VX-0p800614374072_LS-8p74302358335e-05_ST-345p052442693_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02552334713e-06_H-b41981edcb,0,133379314.20225139,18.70870761347169,1587.947557307,83994.785336897,11.338509996575795
404,P-97p9405338961_VX-0p913267755474_LS-7p48831340213e-05_ST-390p809181728_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p28226314145e-06_H-0b12abf205,0,158156624.19485244,18.8790963923579,1542.190818272,102553.21346813905,11.53813709863258
