simulation_id,population_row_index,P_W,VX_m_per_s,LS_m,ST_K,has_keyhole,partition,XI_m,XF_m,XL_m,TE_s,DT_s,material,folder_hash,domain_max_x_m,observation_duration_s,max_depth_um,first_keyhole_timestep,keyhole_frame_count,configuration_group,domain_mapping_expected_m,domain_mapping_absolute_error_m,t_90pct_domain_s,observation_completion_ratio,observation_ends_before_90pct_domain_from_TE,observation_ends_before_90pct_domain,TE_vs_time_dat_flag_mismatch
P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,219,155.56408626,0.882684317254,6.13538276829e-05,315.150952839,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.46528414374e-06,TI64,cda596b3bb,0.001212,0.0021,47.35435,,0,CFG_MAIN,0.001212,0.0,0.0012357758925562886,1.6993372444383936,False,False,False
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,220,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,False,old-data-local,0.0002,0.0014,0.0012,0.0021,9.08564467365e-06,TI64,fa25be35ef,0.001212,0.0021,58.79612,,0,CFG_MAIN,0.001212,0.0,0.0020543891883257987,1.0222016412145214,False,False,False
P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,221,158.77294915,0.755822601012,5.98686493415e-05,315.3922311,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.38260961839e-06,TI64,0d7d85a8f4,0.001212,0.0021,55.41603,,0,CFG_MAIN,0.001212,0.0,0.0014431957956000335,1.4551040173498349,False,False,False
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,222,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.03591710045e-05,TI64,312d3c9a86,0.001212,0.0021,70.89394,,0,CFG_MAIN,0.001212,0.0,0.0023423510027096002,0.8965351467695268,True,True,False
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,223,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.03987524677e-06,TI64,0590129dfb,0.001212,0.0021,47.2519,,0,CFG_MAIN,0.001212,0.0,0.0011395850915799383,1.8427759502263472,False,False,False
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,224,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.15136442488e-05,TI64,bf889bf790,0.001212,0.00125,63.07095,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.001949274363371295,0.6412642691499358,True,True,False
P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,225,163.117472792,0.458171151631,7.76324682791e-05,309.146066051,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.05290797682e-05,TI64,45d75eceb5,0.001212,0.0021,63.06286000000001,,0,CFG_MAIN,0.001212,0.0,0.002380769710438915,0.8820676736570405,True,True,False
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,226,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.12183133657e-06,TI64,b40dbd8ddd,0.001212,0.0021,50.6134,,0,CFG_MAIN,0.001212,0.0,0.0011581164903804516,1.8132890926284377,False,False,False
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,227,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.25202137351e-05,TI64,bf889bf790,0.001212,0.00125,67.02459,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.002119687835627386,0.5897094746642373,True,True,False
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,228,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.17740033261e-06,TI64,0744488b5e,0.001212,0.0021,51.051970000000004,,0,CFG_MAIN,0.001212,0.0,0.0011706814044579843,1.7938270754136412,False,False,False
P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,229,167.36850481,0.484912828283,7.82623244153e-05,326.173250025,False,old-data-local,0.0002,0.0014,0.0012,0.0021,9.94842850435e-06,TI64,31e40e99ef,0.001212,0.0021,63.38202,,0,CFG_MAIN,0.001212,0.0,0.0022494764757252377,0.9335505494997247,True,True,False
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,230,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.23511653864e-05,TI64,73ae961aa0,0.001212,0.0021,67.16396999999999,,0,CFG_MAIN,0.001212,0.0,0.0027927683223797368,0.7519420723773377,True,True,False
P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,231,171.239447318,0.969583751496,7.40725617215e-05,384.912438459,False,old-data-local,0.0002,0.0014,0.0012,0.0021,4.97545528746e-06,TI64,7931c20f4a,0.001212,0.0021,46.89012,,0,CFG_MAIN,0.001212,0.0,0.0011250188530046753,1.8666353851683166,False,False,False
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,232,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,False,old-data-local,0.0002,0.0014,0.0012,0.0021,2.06506761573e-05,TI64,ba17ade68b,0.001212,0.0021,66.92866,,0,CFG_MAIN,0.001212,0.0,0.0046694018259651375,0.4497364069895489,True,True,False
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,233,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.2613524697e-06,TI64,30d8d23b36,0.001212,0.0021,47.51574,,0,CFG_MAIN,0.001212,0.0,0.0011896641369947422,1.7652040897062706,False,False,False
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,234,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,False,old-data-local,0.0002,0.0014,0.0012,0.0021,2.09182665855e-05,TI64,eb41f0639c,0.001212,0.0021,67.05313000000001,,0,CFG_MAIN,0.001212,0.0,0.004729907701147122,0.4439832936889438,True,True,False
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,235,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,False,old-data-local,0.0002,0.0014,0.0012,0.0021,4.85117651146e-06,TI64,6705b84f8a,0.001212,0.0021,46.623479999999994,,0,CFG_MAIN,0.001212,0.0,0.001096917712918193,1.9144553645808577,False,False,False
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,236,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,False,old-data-local,0.0002,0.0014,0.0012,0.0021,8.34350095405e-06,TI64,568de84222,0.001212,0.0021,70.78679,,0,CFG_MAIN,0.001212,0.0,0.0018865802888496984,1.1131251674851483,False,False,False
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,237,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.222956054e-06,TI64,5731c00627,0.001212,0.0021,55.0918,,0,CFG_MAIN,0.001212,0.0,0.0014070959294545876,1.4924355589700218,False,False,False
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,238,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.14673987943e-06,TI64,fa25be35ef,0.001212,0.0021,59.014210000000006,,0,CFG_MAIN,0.001212,0.0,0.0013898624044115014,1.5109409343935643,False,False,False
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,239,179.651163568,0.66389382017,6.65035978508e-05,326.14019277,False,old-data-local,0.0002,0.0014,0.0012,0.0021,7.26640383816e-06,TI64,f77f7c89dc,0.001212,0.0021,63.034760000000006,,0,CFG_MAIN,0.001212,0.0,0.0016430338208611194,1.2781234161688668,False,False,False
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,240,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,False,old-data-local,0.0002,0.0014,0.0012,0.0021,7.49734895908e-06,TI64,6014a1f9c3,0.001212,0.0021,67.07716,,0,CFG_MAIN,0.001212,0.0,0.0016952536881955213,1.238752650781903,False,False,False
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,241,181.214517461,0.293157847988,6.39704529171e-05,391.855294349,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.64557102466e-05,TI64,e6df4d4a2d,0.001212,0.0021,71.00743,,0,CFG_MAIN,0.001212,0.0,0.0037208623527781198,0.5643852959064906,True,True,False
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,242,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.1268602978e-06,TI64,d9be003c20,0.001212,0.0021,59.14885,,0,CFG_MAIN,0.001212,0.0,0.0013853673576612526,1.5158434247687016,False,False,False
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,243,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.19988721113e-06,TI64,95ed9fb76f,0.001212,0.0021,55.367140000000006,,0,CFG_MAIN,0.001212,0.0,0.001175765996886545,1.786069681859186,False,False,False
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,244,184.554601264,0.855768445974,6.11854963854e-05,316.977306706,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.63717980689e-06,TI64,0011cc30ec,0.001212,0.0021,55.034699999999994,,0,CFG_MAIN,0.001212,0.0,0.00127464386555933,1.64751901040099,False,False,False
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,245,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,False,old-data-local,0.0002,0.0014,0.0012,0.0021,9.96971349398e-06,TI64,b40dbd8ddd,0.001212,0.0021,74.92757999999999,,0,CFG_MAIN,0.001212,0.0,0.0022542893045487352,0.9315574517266225,True,True,False
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,246,186.850960621,0.845582390035,8.39602076571e-05,354.289806443,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.70508641129e-06,TI64,f404b6f8f4,0.001212,0.0021,50.95279,,0,CFG_MAIN,0.001212,0.0,0.0012899984825308982,1.6279088917065454,False,False,False
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,247,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.37413851912e-06,TI64,cedd8dc36d,0.001212,0.0021,51.40892,,0,CFG_MAIN,0.001212,0.0,0.0012151666135783684,1.7281580785173267,False,False,False
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,248,190.553348142,0.571798591092,6.21059581714e-05,350.091118048,False,old-data-local,0.0002,0.0014,0.0012,0.0021,8.43674797065e-06,TI64,30d8d23b36,0.001212,0.0021,70.97575,,0,CFG_MAIN,0.001212,0.0,0.0019076647214482116,1.1008223700891089,False,False,False
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,249,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.16243181133e-06,TI64,4852b0403a,0.001212,0.0021,47.07,,0,CFG_MAIN,0.001212,0.0,0.0011672968159791915,1.7990282944774476,False,False,False
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,250,193.440626378,0.303697281962,7.07136561297e-05,354.067159473,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.58846354233e-05,TI64,5731c00627,0.001212,0.0021,74.88855000000001,,0,CFG_MAIN,0.001212,0.0,0.0035917344829463635,0.584675735350385,True,True,False
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,251,193.81397439,0.717380412454,5.49903358659e-05,340.433066031,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.72463384735e-06,TI64,ff88caf608,0.001212,0.0021,63.05216,,0,CFG_MAIN,0.001212,0.0,0.0015205321766015524,1.3810954035143013,False,False,False
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,252,194.036512211,0.298398024189,7.09068727373e-05,343.727832606,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.61667310503e-05,TI64,7931c20f4a,0.001212,0.0021,74.8278,,0,CFG_MAIN,0.001212,0.0,0.0036555201830328027,0.5744736439282178,True,True,False
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,253,194.089464462,0.388567055088,7.6021762795e-05,395.140888584,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.24151559939e-05,TI64,7f5e3f5579,0.001212,0.0021,78.90974,,0,CFG_MAIN,0.001212,0.0,0.002807237478619908,0.7480663876831682,True,True,False
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,254,195.080816167,0.844140965531,6.21634030137e-05,331.625980857,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.71482820998e-06,TI64,cca0c4e3bb,0.001212,0.0021,59.38228,,0,CFG_MAIN,0.001212,0.0,0.0012922012371640336,1.6251338720343782,False,False,False
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,255,196.954129245,0.972458485112,5.85340423111e-05,310.387913302,False,old-data-local,0.0002,0.0014,0.0012,0.0021,4.96074709293e-06,TI64,f575443233,0.001212,0.0021,54.6115,,0,CFG_MAIN,0.001212,0.0,0.0011216931279841426,1.872169800820682,False,False,False
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,256,197.742114875,0.874617254357,7.7301896977e-05,350.888533369,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.51569338357e-06,TI64,054022a1b4,0.001212,0.0021,54.67252,,0,CFG_MAIN,0.001212,0.0,0.001247174114809721,1.6838065952967545,False,False,False
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,257,198.603717725,0.869799932432,5.56307183941e-05,326.836247823,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.54624163919e-06,TI64,bf3689621a,0.001212,0.0021,58.90576,,0,CFG_MAIN,0.001212,0.0,0.001254081495442376,1.6745323231639162,False,False,False
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,258,202.397397496,0.555230188132,4.52196790327e-05,397.348654616,True,old-data-local,0.0002,0.0014,0.0012,0.0021,8.68850560746e-06,TI64,0011cc30ec,0.001212,0.0021,164.1025,35847.0,168,CFG_MAIN,0.001212,0.0,0.0019645905847984514,1.0689250046545653,False,False,False
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,259,202.894942483,0.693798608043,7.43333938026e-05,353.442501329,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.95320017522e-06,TI64,4852b0403a,0.001212,0.0021,63.035540000000005,,0,CFG_MAIN,0.001212,0.0,0.0015722141661206604,1.335695890071782,False,False,False
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,260,203.020934762,0.232834869492,7.55576098976e-05,395.193912826,False,old-data-local,0.0002,0.0014,0.0012,0.0021,2.07190641743e-05,TI64,b40dbd8ddd,0.001212,0.0021,70.85074,,0,CFG_MAIN,0.001212,0.0,0.0046848652969373175,0.4482519489669966,True,True,False
P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,261,203.421420958,0.245041839826,7.55920229368e-05,393.123734832,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.96869261447e-05,TI64,4852b0403a,0.001212,0.0021,70.80557,,0,CFG_MAIN,0.001212,0.0,0.004451484696550427,0.47175271693674364,True,True,False
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,262,206.272219756,0.781444456167,4.98713368602e-05,399.182507166,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.17333780404e-06,TI64,16cfaf1a76,0.001212,0.0021,70.78016,,0,CFG_MAIN,0.001212,0.0,0.0013958765608887865,1.5044310212235972,False,False,False
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,263,207.687789994,0.40901295179,7.09627718894e-05,395.011679,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.17945424024e-05,TI64,d9444347fb,0.001212,0.0021,82.92468,,0,CFG_MAIN,0.001212,0.0,0.0026669082121390884,0.7874286750632562,True,True,False
P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,264,208.39901443,0.201684842681,6.50424237325e-05,372.154003234,False,old-data-local,0.0002,0.0014,0.0012,0.00125,3.19456481434e-05,TI64,bf889bf790,0.001212,0.00125,54.372339999999994,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.005408438162729421,0.23112032760473966,True,True,False
P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,265,209.697266982,0.34452106985,7.55711119508e-05,302.470939697,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.4002396443e-05,TI64,b40dbd8ddd,0.001212,0.0021,78.80752,,0,CFG_MAIN,0.001212,0.0,0.0031661343687192202,0.6632693863998899,True,True,False
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,266,209.90265043,0.477857533217,8.77962223972e-05,386.665335025,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.00953114007e-05,TI64,0011cc30ec,0.001212,0.0021,74.98109,,0,CFG_MAIN,0.001212,0.0,0.0022826887182390756,0.9199677482175466,True,True,False
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,267,210.093044543,0.812610384047,5.18819698292e-05,390.525668596,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.93657267704e-06,TI64,d9be003c20,0.001212,0.0021,67.35419,,0,CFG_MAIN,0.001212,0.0,0.0013423407101537973,1.5644314324337183,False,False,False
P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,268,211.816522505,0.520710876808,4.80782604054e-05,318.660442183,True,old-data-local,0.0002,0.0014,0.0012,0.0021,9.26448979247e-06,TI64,5a4acb0e81,0.001212,0.0021,184.4088,39756.0,150,CFG_MAIN,0.001212,0.0,0.0020948285288117903,1.0024686847238722,False,False,False
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,269,212.092538093,0.79096361392,7.95278191784e-05,347.757246585,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.09904238086e-06,TI64,b40dbd8ddd,0.001212,0.0021,59.04094,,0,CFG_MAIN,0.001212,0.0,0.0013790773441448422,1.522757232519252,False,False,False
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,270,212.375773305,0.288263650586,8.35116649465e-05,312.800399692,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.67350985572e-05,TI64,bf3689621a,0.001212,0.0021,74.83116,,0,CFG_MAIN,0.001212,0.0,0.0037840358913881615,0.5549630236804179,True,True,False
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,271,218.135837307,0.411781802704,5.72773552436e-05,307.427986374,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.17152350379e-05,TI64,b40dbd8ddd,0.001212,0.0021,79.38282,,0,CFG_MAIN,0.001212,0.0,0.002648975726555107,0.7927592461298129,True,True,False
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,272,218.170294814,0.856055229722,8.4878396046e-05,374.889107005,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.63529131711e-06,TI64,73846c96ef,0.001212,0.0021,55.07801,,0,CFG_MAIN,0.001212,0.0,0.0012742168520531465,1.6480711243272828,False,False,False
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,273,218.315594294,0.70315782783,8.24115302242e-05,319.105471156,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.86065121098e-06,TI64,6c8dbbeedf,0.001212,0.0021,63.077160000000006,,0,CFG_MAIN,0.001212,0.0,0.0015512875727577322,1.353714189991749,False,False,False
P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,274,218.361623288,0.747470791734,7.1375293786e-05,300.016423613,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.45392523208e-06,TI64,a55a682ac9,0.001212,0.0021,63.18565,,0,CFG_MAIN,0.001212,0.0,0.001459321236445289,1.4390251766056104,False,False,False
