simulation_id,population_row_index,P_W,VX_m_per_s,LS_m,ST_K,has_keyhole,partition,XI_m,XF_m,XL_m,TE_s,DT_s,material,folder_hash,domain_max_x_m,observation_duration_s,max_depth_um,first_keyhole_timestep,keyhole_frame_count,configuration_group,domain_mapping_expected_m,domain_mapping_absolute_error_m,t_90pct_domain_s,observation_completion_ratio,observation_ends_before_90pct_domain_from_TE,observation_ends_before_90pct_domain,TE_vs_time_dat_flag_mismatch
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,107,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,True,new-data,0.0002,0.0014,0.0012,0.0021,1.28777232591e-05,TI64,22f5435fc5,0.001212,0.0021,302.6767,46057.0,100,CFG_MAIN,0.001212,0.0,0.002911830297577458,0.7211958752359734,True,True,False
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,108,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,True,new-data,0.0002,0.0014,0.0012,0.0021,1.60279722173e-05,TI64,1d842653b1,0.001212,0.0021,168.0292,70570.0,19,CFG_MAIN,0.001212,0.0,0.0036241449029482623,0.5794470299163916,True,True,False
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,109,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,True,new-data,0.0002,0.0014,0.0012,0.0021,1.04253209208e-05,TI64,add9572a86,0.001212,0.0021,259.0791,43020.0,127,CFG_MAIN,0.001212,0.0,0.0023573084083473254,0.8908465233330582,True,True,False
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,110,347.783460623,0.850325890926,5.3362114496e-05,354.131736173,False,new-data,0.0002,0.0014,0.0012,0.0021,5.67326086915e-06,TI64,d1ce08951f,0.001212,0.0021,95.41898,,0,CFG_MAIN,0.001212,0.0,0.0012828022898516299,1.6370410441369634,False,False,False
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,111,348.497115387,0.94790268949,7.31988762132e-05,305.038657876,False,new-data,0.0002,0.0014,0.0012,0.0021,5.08925721649e-06,TI64,1d842653b1,0.001212,0.0021,75.02064,,0,CFG_MAIN,0.001212,0.0,0.001150751033934594,1.8248951667849285,False,False,False
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,112,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,False,new-data,0.0002,0.0014,0.0012,0.0021,5.19167741481e-06,TI64,1553ff852f,0.001212,0.0021,78.63307999999999,,0,CFG_MAIN,0.001212,0.0,0.0011739096490538269,1.788894061559681,False,False,False
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,113,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,True,new-data,0.0002,0.0014,0.0012,0.0021,5.80258352291e-06,TI64,eac21b41c2,0.001212,0.0021,234.85760000000002,22977.0,44,CFG_MAIN,0.001212,0.0,0.001312043920054357,1.6005561764372935,False,False,False
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,114,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,True,new-data,0.0002,0.0014,0.0012,0.0021,1.32525237544e-05,TI64,1553ff852f,0.001212,0.0021,302.4097,45939.0,97,CFG_MAIN,0.001212,0.0,0.0029965778430619903,0.7007994151936193,True,True,False
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,115,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,True,new-data,0.0002,0.0014,0.0012,0.0021,4.9355390323e-06,TI64,4dbd940f3b,0.001212,0.0021,119.8932,22258.0,8,CFG_MAIN,0.001212,0.0,0.0011159932388644254,1.8817318303261825,False,False,False
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,116,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,True,new-data,0.0002,0.0014,0.0012,0.0021,1.21164861687e-05,TI64,3d091b92d3,0.001212,0.0021,302.3899,36660.0,120,CFG_MAIN,0.001212,0.0,0.0027397041244212714,0.7665061278993398,True,True,False
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,117,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,True,new-data,0.0002,0.0014,0.0012,0.0021,2.36951957538e-05,TI64,a3855470b8,0.001212,0.0021,305.7462,63898.0,31,CFG_MAIN,0.001212,0.0,0.00535780956888694,0.39195122055005494,True,True,False
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,118,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,True,new-data,0.0002,0.0014,0.0012,0.0021,1.07550047798e-05,TI64,f55fc58583,0.001212,0.0021,302.7273,31353.0,144,CFG_MAIN,0.001212,0.0,0.002431854462030267,0.8635385187676018,True,True,False
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,119,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,False,new-data,0.0002,0.0014,0.0012,0.0021,5.07251697056e-06,TI64,1ef68d8f61,0.001212,0.0021,111.5838,,0,CFG_MAIN,0.001212,0.0,0.0011469658341511655,1.8309176589851484,False,False,False
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,120,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,True,new-data,0.0002,0.0014,0.0012,0.0021,6.93290924348e-06,TI64,c87ffcf9e3,0.001212,0.0021,302.819,26688.0,154,CFG_MAIN,0.001212,0.0,0.0015676261074520283,1.339605145651265,False,False,False
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,121,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,True,new-data,0.0002,0.0014,0.0012,0.0021,1.02370940626e-05,TI64,1553ff852f,0.001212,0.0021,302.6773,38297.0,139,CFG_MAIN,0.001212,0.0,0.0023147477276041785,0.9072262929375686,True,True,False
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,122,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,True,new-data,0.0002,0.0014,0.0012,0.0021,7.28037384253e-06,TI64,3273b99318,0.001212,0.0021,300.7084,26825.0,159,CFG_MAIN,0.001212,0.0,0.0016461926309366253,1.275670878690044,False,False,False
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,123,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,True,new-data,0.0002,0.0014,0.0012,0.0021,6.62924277478e-06,TI64,54d2aec398,0.001212,0.0021,275.7146,25520.0,140,CFG_MAIN,0.001212,0.0,0.0014989629434666708,1.4009685890855332,False,False,False
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,124,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,True,new-data,0.0002,0.0014,0.0012,0.0021,1.53387956997e-05,TI64,c87ffcf9e3,0.001212,0.0021,302.65560000000005,42196.0,88,CFG_MAIN,0.001212,0.0,0.0034683126161470777,0.6054817521993949,True,True,False
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,125,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,True,new-data,0.0002,0.0014,0.0012,0.0021,5.66209293338e-06,TI64,c87ffcf9e3,0.001212,0.0021,157.2098,21175.0,40,CFG_MAIN,0.001212,0.0,0.0012802770660160024,1.6402699507340481,False,False,False
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,126,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,True,new-data,0.0002,0.0014,0.0012,0.0021,1.02212160082e-05,TI64,1553ff852f,0.001212,0.0021,156.01239999999999,49494.0,9,CFG_MAIN,0.001212,0.0,0.002311157481183793,0.9086356153127061,True,True,False
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,127,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,True,new-data,0.0002,0.0014,0.0012,0.0021,6.09709695819e-06,TI64,3d091b92d3,0.001212,0.0021,311.9946,25148.0,66,CFG_MAIN,0.001212,0.0,0.0013786374573295664,1.5232431041498897,False,False,False
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,128,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,True,new-data,0.0002,0.0014,0.0012,0.0021,6.25571201526e-06,TI64,8b3ff695c9,0.001212,0.0021,207.92759999999998,24770.0,86,CFG_MAIN,0.001212,0.0,0.0014145025026898984,1.484620915132013,False,False,False
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,129,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,True,new-data,0.0002,0.0014,0.0012,0.0021,6.56201180925e-06,TI64,36d24309a8,0.001212,0.0021,203.4904,25261.0,93,CFG_MAIN,0.001212,0.0,0.0014837610977335783,1.4153221857667766,False,False,False
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,130,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,True,new-data,0.0002,0.0014,0.0012,0.0021,1.76084014007e-05,TI64,c87ffcf9e3,0.001212,0.0021,302.8145,46506.0,73,CFG_MAIN,0.001212,0.0,0.003981501672220107,0.5274391857354234,True,True,False
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,131,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,True,new-data,0.0002,0.0014,0.0012,0.0021,8.81584517788e-06,TI64,dc75daed1b,0.001212,0.0021,303.1071,30062.0,178,CFG_MAIN,0.001212,0.0,0.0019933838125900088,1.0534850271867435,False,False,False
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,132,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,True,new-data,0.0002,0.0014,0.0012,0.0021,2.09815534923e-05,TI64,1553ff852f,0.001212,0.0021,302.6094,63508.0,33,CFG_MAIN,0.001212,0.0,0.004744217740972725,0.4426441016531903,True,True,False
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,133,383.924442814,0.598551929363,4.34843261877e-05,301.171019532,True,new-data,0.0002,0.0014,0.0012,0.0021,8.05965258211e-06,TI64,82800d7335,0.001212,0.0021,301.8799,28812.0,192,CFG_MAIN,0.001212,0.0,0.0018223982690371875,1.1523276967934541,False,False,False
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,134,385.522203,0.931994182449,4.05647861864e-05,365.262393292,True,new-data,0.0002,0.0014,0.0012,0.0021,5.17612737704e-06,TI64,3a5de7627d,0.001212,0.0021,139.438,21920.0,12,CFG_MAIN,0.001212,0.0,0.0011703935716998856,1.7942682280371287,False,False,False
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,135,385.792960663,0.466570238049,4.25767555058e-05,363.826454642,True,new-data,0.0002,0.0014,0.0012,0.0021,1.03395377793e-05,TI64,3d091b92d3,0.001212,0.0021,302.737,30140.0,152,CFG_MAIN,0.001212,0.0,0.002337911660549258,0.8982375319975245,True,True,False
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,136,387.363679816,0.298546823055,4.09005526538e-05,395.436254411,True,new-data,0.0002,0.0014,0.0012,0.0021,1.61586733821e-05,TI64,c87ffcf9e3,0.001212,0.0021,304.4302,45343.0,80,CFG_MAIN,0.001212,0.0,0.0036536982334561523,0.5747601103919142,True,True,False
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,137,389.770210211,0.908238681403,4.3221586392e-05,323.581279452,True,new-data,0.0002,0.0014,0.0012,0.0021,5.31151194261e-06,TI64,8b3ff695c9,0.001212,0.0021,138.2149,23077.0,11,CFG_MAIN,0.001212,0.0,0.0012010058835139996,1.748534315132288,False,False,False
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,138,391.91054261,0.798138981731,4.10405950637e-05,398.591592241,True,new-data,0.0002,0.0014,0.0012,0.0021,6.04421123819e-06,TI64,eac21b41c2,0.001212,0.0021,311.9938,24265.0,83,CFG_MAIN,0.001212,0.0,0.001366679268859013,1.5365711969518698,False,False,False
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,139,394.301389958,0.965504599187,4.1845661123e-05,386.588977515,True,new-data,0.0002,0.0014,0.0012,0.0021,4.99647604691e-06,TI64,aae9cbe76f,0.001212,0.0021,116.0247,23357.0,5,CFG_MAIN,0.001212,0.0,0.00112977193575101,1.8587822316581406,False,False,False
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,140,399.256835613,0.656366203199,4.10009761764e-05,341.515144691,True,new-data,0.0002,0.0014,0.0012,0.0021,7.34973948918e-06,TI64,3c3f1974a9,0.001212,0.0021,311.96389999999997,26272.0,194,CFG_MAIN,0.001212,0.0,0.0016618771574216575,1.2636313042885037,False,False,False
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,141,400.342090514,0.84724542505,4.08786684736e-05,395.5494372,True,new-data,0.0002,0.0014,0.0012,0.0021,5.69388805225e-06,TI64,39de960155,0.001212,0.0021,311.9905,25677.0,61,CFG_MAIN,0.001212,0.0,0.0012874663795742853,1.6311105542766775,False,False,False
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,142,404.674556304,0.544519129004,4.43635630435e-05,368.185027338,True,new-data,0.0002,0.0014,0.0012,0.0021,8.85941438245e-06,TI64,4d45e0bf17,0.001212,0.0021,302.8414,28260.0,181,CFG_MAIN,0.001212,0.0,0.002003235408818828,1.0483041537480746,False,False,False
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,143,406.350963493,0.484226878203,4.36170368492e-05,370.554621114,True,new-data,0.0002,0.0014,0.0012,0.0021,9.96252133074e-06,TI64,778de5c076,0.001212,0.0021,302.9004,31783.0,154,CFG_MAIN,0.001212,0.0,0.002252663057548634,0.9322299635371286,True,True,False
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,144,408.574656479,0.243547442248,8.65536608509e-05,318.028622224,True,new-data,0.0002,0.0014,0.0012,0.0021,1.98077243534e-05,TI64,1553ff852f,0.001212,0.0021,215.5489,68679.0,45,CFG_MAIN,0.001212,0.0,0.004478798832505323,0.46887571389878985,True,True,False
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,145,409.380479822,0.571506017722,4.19025576691e-05,383.379922389,True,new-data,0.0002,0.0014,0.0012,0.0021,8.44106702891e-06,TI64,86665dad6a,0.001212,0.0021,303.3359,26460.0,193,CFG_MAIN,0.001212,0.0,0.001908641319907505,1.1002591100258525,False,False,False
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,146,413.007329362,0.214914258115,4.25156575745e-05,342.625619244,True,new-data,0.0002,0.0014,0.0012,0.0021,2.24467219873e-05,TI64,c87ffcf9e3,0.001212,0.0021,303.3839,59294.0,38,CFG_MAIN,0.001212,0.0,0.005075512483756737,0.4137513220035753,True,True,False
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,147,413.458184039,0.35207482727,4.49853708666e-05,303.358380963,True,new-data,0.0002,0.0014,0.0012,0.0021,1.37019753455e-05,TI64,ff013f97fe,0.001212,0.0021,302.94669999999996,38444.0,104,CFG_MAIN,0.001212,0.0,0.0030982050277723622,0.6778118236771177,True,True,False
P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,148,420.548248194,0.890019823061,4.2728397196e-05,342.58191385,True,new-data,0.0002,0.0014,0.0012,0.0021,5.42023950256e-06,TI64,39de960155,0.001212,0.0021,311.9998,25337.0,11,CFG_MAIN,0.001212,0.0,0.001225590679821565,1.713459505342959,False,False,False
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,149,422.617573631,0.52186874631,4.33544604908e-05,334.849986924,True,new-data,0.0002,0.0014,0.0012,0.0021,9.24393468113e-06,TI64,eac21b41c2,0.001212,0.0021,302.6554,27961.0,174,CFG_MAIN,0.001212,0.0,0.002090180735506326,1.0046978064273926,False,False,False
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,150,423.354289604,0.98992750487,4.35270321082e-05,379.923005206,True,new-data,0.0002,0.0014,0.0012,0.0021,4.87320594618e-06,TI64,4d45e0bf17,0.001212,0.0021,111.1982,20637.0,4,CFG_MAIN,0.001212,0.0,0.001101898871012021,1.9058010269774477,False,False,False
P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,151,426.513929333,0.671876042338,4.21074124626e-05,335.829973615,True,new-data,0.0002,0.0014,0.0012,0.0021,7.18007533983e-06,TI64,ff013f97fe,0.001212,0.0021,302.6472,24482.0,182,CFG_MAIN,0.001212,0.0,0.001623513760371965,1.2934907305737073,False,False,False
P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,152,429.223744451,0.993777087019,4.49939505126e-05,337.477091824,True,new-data,0.0002,0.0014,0.0012,0.0021,4.8543286679e-06,TI64,c87ffcf9e3,0.001212,0.0021,115.89620000000001,19757.0,3,CFG_MAIN,0.001212,0.0,0.001097630458830598,1.9132122137329481,False,False,False
P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,153,433.517899565,0.4209966739,4.21798941345e-05,396.810205947,True,new-data,0.0002,0.0014,0.0012,0.0021,1.1458809302e-05,TI64,204261a8b1,0.001212,0.0021,302.8148,32776.0,133,CFG_MAIN,0.001212,0.0,0.0025909943418201435,0.8104996472222221,True,True,False
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,154,435.358668153,0.616312825798,4.12302442682e-05,330.720611029,True,new-data,0.0002,0.0014,0.0012,0.0021,7.82738960003e-06,TI64,4dbd940f3b,0.001212,0.0021,301.9033,24537.0,193,CFG_MAIN,0.001212,0.0,0.00176988041517331,1.1865208417453244,False,False,False
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,155,438.134561959,0.25154969533,4.05773405909e-05,340.985774893,True,new-data,0.0002,0.0014,0.0012,0.0021,1.91776046347e-05,TI64,dfeedce527,0.001212,0.0021,305.76939999999996,50653.0,63,CFG_MAIN,0.001212,0.0,0.004336320099966786,0.48428159166941687,True,True,False
P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,156,440.884222701,0.405879510898,4.4918885946e-05,386.365641032,True,new-data,0.0002,0.0014,0.0012,0.0021,1.18855977537e-05,TI64,410a3c6302,0.001212,0.0021,302.8026,35961.0,122,CFG_MAIN,0.001212,0.0,0.002687497079087899,0.7813961980984597,True,True,False
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,157,441.843471056,0.982124766198,4.09875344609e-05,327.495507906,False,new-data,0.0002,0.0014,0.0012,0.0021,4.91192236368e-06,TI64,f55fc58583,0.001212,0.0021,105.0848,,0,CFG_MAIN,0.001212,0.0,0.0011106531853612687,1.8907792528564356,False,False,False
P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,158,445.244311553,0.680564934933,4.06442633709e-05,341.721757622,True,new-data,0.0002,0.0014,0.0012,0.0021,7.0884060512e-06,TI64,c87ffcf9e3,0.001212,0.0021,302.4508,26118.0,181,CFG_MAIN,0.001212,0.0,0.0016027860737600106,1.3102185215981845,False,False,False
P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,159,446.579563616,0.74347743801,4.27116473193e-05,393.115972114,True,new-data,0.0002,0.0014,0.0012,0.0021,6.48859044859e-06,TI64,4a563c0a8f,0.001212,0.0021,311.9884,24979.0,144,CFG_MAIN,0.001212,0.0,0.00146715951854524,1.4313372018894388,False,False,False
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,160,446.862811862,0.39827443832,4.33402817419e-05,361.067570798,True,new-data,0.0002,0.0014,0.0012,0.0021,1.21125539047e-05,TI64,4b0ba6b8ba,0.001212,0.0021,303.489,34648.0,123,CFG_MAIN,0.001212,0.0,0.002738814985468837,0.7667549692629262,True,True,False
P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,161,447.413798058,0.91078629156,5.3177056457e-05,328.907838563,True,new-data,0.0002,0.0014,0.0012,0.0021,5.29665482201e-06,TI64,1553ff852f,0.001212,0.0021,119.14800000000001,24759.0,2,CFG_MAIN,0.001212,0.0,0.001197646484261057,1.7534389551485148,False,False,False
P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,162,449.184068185,0.980953819102,4.30284180995e-05,381.816740361,True,new-data,0.0002,0.0014,0.0012,0.0021,4.91778563789e-06,TI64,c87ffcf9e3,0.001212,0.0021,147.8212,19474.0,23,CFG_MAIN,0.001212,0.0,0.0011119789522798915,1.8885249542667764,False,False,False
