cell,model,path,subset,metric,mean_AULC,ci_low,ci_high
M3@P:M3_T3,M3,P:M3_T3@own,B1_q30,pr_auc,0.8858165728689983,0.879880287905459,0.8913149187763258
M3@P:M3_T3,M3,P:M3_T3@own,full81,accuracy,0.9618586033950617,0.9608516589506172,0.9628983651620371
M3@P:M3_T3,M3,P:M3_T3@own,full81,balanced_accuracy,0.9239349962848099,0.9209619449992834,0.9270471531092509
M3@P:M3_T3,M3,P:M3_T3@own,full81,keyhole_recall,0.8648188244047621,0.8577027064732144,0.8720521484375
M3@P:M3_T3,M3,P:M3_T3@own,full81,roc_auc,0.9900195814757383,0.9888862910635372,0.9908768129661656
M3@P:M3_T3,M3,P:M3_T3@own,full81,pr_auc,0.9583307161009026,0.9549277579463812,0.9614044125721873
M3_T2@P:M3,M3_T2,P:M3@own,B1_q20,accuracy,0.7841314338235295,0.7761901424632353,0.7921968060661765
M3_T2@P:M3,M3_T2,P:M3@own,B1_q20,balanced_accuracy,0.756019933733801,0.7454255911243703,0.7666351404509119
M3_T2@P:M3,M3_T2,P:M3@own,B1_q20,keyhole_recall,0.6434999379960317,0.6247334596664186,0.6626694111173115
M3_T2@P:M3,M3_T2,P:M3@own,B1_q20,roc_auc,0.8556755942625085,0.8453200232303504,0.8662125197447951
M3_T2@P:M3,M3_T2,P:M3@own,B1_q20,pr_auc,0.8020656567024907,0.7885779167002418,0.8159993324287816
M3_T2@P:M3,M3_T2,P:M3@own,B1_q30,accuracy,0.8349249999999999,0.8292842968749999,0.840565859375
M3_T2@P:M3,M3_T2,P:M3@own,B1_q30,balanced_accuracy,0.7947889089962487,0.7859162102904689,0.8035927129450204
M3_T2@P:M3,M3_T2,P:M3@own,B1_q30,keyhole_recall,0.6838682725694445,0.6673727008505818,0.7001171006239854
M3_T2@P:M3,M3_T2,P:M3@own,B1_q30,roc_auc,0.9003047377762524,0.8940091456909329,0.9066130574740268
M3_T2@P:M3,M3_T2,P:M3@own,B1_q30,pr_auc,0.8237637216312645,0.8131453120992653,0.8342483756080705
M3_T2@P:M3,M3_T2,P:M3@own,full81,accuracy,0.9411892361111113,0.9387827449845678,0.9435194830246914
M3_T2@P:M3,M3_T2,P:M3@own,full81,balanced_accuracy,0.8933653983027237,0.8887522030169768,0.8978948382705991
M3_T2@P:M3,M3_T2,P:M3@own,full81,keyhole_recall,0.8186904761904762,0.8098863932291668,0.8271440011160714
M3_T2@P:M3,M3_T2,P:M3@own,full81,roc_auc,0.9750489520908712,0.9733488126871053,0.9767662512106339
M3_T2@P:M3,M3_T2,P:M3@own,full81,pr_auc,0.9187513612070741,0.9137241618425239,0.9240020825132023
M3_T3@P:M3,M3_T3,P:M3@own,B1_q20,accuracy,0.8268704044117647,0.8222886029411764,0.8314935661764705
M3_T3@P:M3,M3_T3,P:M3@own,B1_q20,balanced_accuracy,0.8053703446076493,0.797374015822502,0.8131320215429101
M3_T3@P:M3,M3_T3,P:M3@own,B1_q20,keyhole_recall,0.7232820870535714,0.7074731794084822,0.739229503813244
M3_T3@P:M3,M3_T3,P:M3@own,B1_q20,roc_auc,0.8934822959158897,0.8872831806350117,0.8997974846767817
M3_T3@P:M3,M3_T3,P:M3@own,B1_q20,pr_auc,0.8390506538642191,0.8300324585098925,0.8478209634539947
M3_T3@P:M3,M3_T3,P:M3@own,B1_q30,accuracy,0.8719281249999999,0.8682872656249999,0.8754625781250001
M3_T3@P:M3,M3_T3,P:M3@own,B1_q30,balanced_accuracy,0.8442592625874527,0.8387112249802178,0.8498640200330952
M3_T3@P:M3,M3_T3,P:M3@own,B1_q30,keyhole_recall,0.7680872734036795,0.7579459434608359,0.778886703249008
M3_T3@P:M3,M3_T3,P:M3@own,B1_q30,roc_auc,0.9313655225171621,0.9272827035277962,0.9355744180846759
M3_T3@P:M3,M3_T3,P:M3@own,B1_q30,pr_auc,0.8623654368648959,0.8567492545552413,0.8675880922780829
M3_T3@P:M3,M3_T3,P:M3@own,full81,accuracy,0.958023726851852,0.9566753231095677,0.9593865981867282
M3_T3@P:M3,M3_T3,P:M3@own,full81,balanced_accuracy,0.9222709643240778,0.9195232507750917,0.9250852196063617
M3_T3@P:M3,M3_T3,P:M3@own,full81,keyhole_recall,0.866480654761905,0.8605752976190477,0.8724247767857142
M3_T3@P:M3,M3_T3,P:M3@own,full81,roc_auc,0.9848057741258535,0.9834184677936079,0.9861867687254509
M3_T3@P:M3,M3_T3,P:M3@own,full81,pr_auc,0.9434712409790926,0.9400672523683127,0.9471312182024714
