feature,threshold,direction,balanced_accuracy,keyhole_recall,conduction_recall,predicted_keyhole_fraction
max_positive_width_rate,3639.711426384015,above,0.3892857142857143,0.4714285714285714,0.30714285714285716,0.6485714285714286
max_positive_width_rate,3639.711426384015,below,0.6107142857142858,0.5285714285714286,0.6928571428571428,0.3514285714285714
max_positive_width_rate,3656.850626043039,above,0.39464285714285713,0.4714285714285714,0.31785714285714284,0.64
max_positive_width_rate,3656.850626043039,below,0.6053571428571429,0.5285714285714286,0.6821428571428572,0.36
max_positive_width_rate,3671.703387194494,above,0.4017857142857143,0.4714285714285714,0.33214285714285713,0.6285714285714286
max_positive_width_rate,3671.703387194494,below,0.5982142857142857,0.5285714285714286,0.6678571428571428,0.37142857142857144
max_positive_width_rate,3778.409162423252,above,0.39821428571428574,0.45714285714285713,0.3392857142857143,0.62
max_positive_width_rate,3778.409162423252,below,0.6017857142857143,0.5428571428571428,0.6607142857142857,0.38
max_positive_width_rate,3880.3383032083507,above,0.37857142857142856,0.4142857142857143,0.34285714285714286,0.6085714285714285
max_positive_width_rate,3880.3383032083507,below,0.6214285714285714,0.5857142857142857,0.6571428571428571,0.3914285714285714
max_positive_width_rate,3915.6438310256312,above,0.38392857142857145,0.4142857142857143,0.3535714285714286,0.6
max_positive_width_rate,3915.6438310256312,below,0.6160714285714286,0.5857142857142857,0.6464285714285715,0.4
max_positive_width_rate,3938.497821179551,above,0.3910714285714286,0.4142857142857143,0.3678571428571429,0.5885714285714285
max_positive_width_rate,3938.497821179551,below,0.6089285714285715,0.5857142857142857,0.6321428571428571,0.4114285714285714
max_positive_width_rate,4007.6717526253096,above,0.39642857142857146,0.4142857142857143,0.37857142857142856,0.58
max_positive_width_rate,4007.6717526253096,below,0.6035714285714286,0.5857142857142857,0.6214285714285714,0.42
max_positive_width_rate,4042.2190361647827,above,0.4035714285714286,0.4142857142857143,0.39285714285714285,0.5685714285714286
max_positive_width_rate,4042.2190361647827,below,0.5964285714285714,0.5857142857142857,0.6071428571428571,0.43142857142857144
max_positive_width_rate,4103.452871324703,above,0.4,0.4,0.4,0.56
max_positive_width_rate,4103.452871324703,below,0.6,0.6,0.6,0.44
max_positive_width_rate,4206.013732985912,above,0.39821428571428574,0.38571428571428573,0.4107142857142857,0.5485714285714286
max_positive_width_rate,4206.013732985912,below,0.6017857142857144,0.6142857142857143,0.5892857142857143,0.4514285714285714
max_positive_width_rate,4220.936608324787,above,0.3946428571428572,0.37142857142857144,0.41785714285714287,0.54
max_positive_width_rate,4220.936608324787,below,0.6053571428571429,0.6285714285714286,0.5821428571428572,0.46
max_positive_width_rate,4326.4738648211405,above,0.39285714285714285,0.35714285714285715,0.42857142857142855,0.5285714285714286
max_positive_width_rate,4326.4738648211405,below,0.6071428571428572,0.6428571428571429,0.5714285714285714,0.4714285714285714
max_positive_width_rate,4372.741701074773,above,0.39821428571428574,0.35714285714285715,0.4392857142857143,0.52
max_positive_width_rate,4372.741701074773,below,0.6017857142857144,0.6428571428571429,0.5607142857142857,0.48
max_positive_width_rate,4431.992920923857,above,0.39642857142857146,0.34285714285714286,0.45,0.5085714285714286
max_positive_width_rate,4431.992920923857,below,0.6035714285714286,0.6571428571428571,0.55,0.49142857142857144
max_positive_width_rate,4508.485633291435,above,0.4017857142857143,0.34285714285714286,0.4607142857142857,0.5
max_positive_width_rate,4508.485633291435,below,0.5982142857142857,0.6571428571428571,0.5392857142857143,0.5
max_positive_width_rate,4537.060528986098,above,0.39821428571428574,0.32857142857142857,0.46785714285714286,0.49142857142857144
max_positive_width_rate,4537.060528986098,below,0.6017857142857143,0.6714285714285714,0.5321428571428571,0.5085714285714286
max_positive_width_rate,4555.767133031987,above,0.38749999999999996,0.3,0.475,0.48
max_positive_width_rate,4555.767133031987,below,0.6125,0.7,0.525,0.52
max_positive_width_rate,4591.663933005994,above,0.3839285714285714,0.2857142857142857,0.48214285714285715,0.4714285714285714
max_positive_width_rate,4591.663933005994,below,0.6160714285714286,0.7142857142857143,0.5178571428571429,0.5285714285714286
max_positive_width_rate,4669.585041760662,above,0.39107142857142857,0.2857142857142857,0.49642857142857144,0.46
max_positive_width_rate,4669.585041760662,below,0.6089285714285715,0.7142857142857143,0.5035714285714286,0.54
max_positive_width_rate,4697.72217177079,above,0.3964285714285714,0.2857142857142857,0.5071428571428571,0.4514285714285714
max_positive_width_rate,4697.72217177079,below,0.6035714285714286,0.7142857142857143,0.4928571428571429,0.5485714285714286
max_positive_width_rate,4728.52488342364,above,0.4035714285714286,0.2857142857142857,0.5214285714285715,0.44
max_positive_width_rate,4728.52488342364,below,0.5964285714285714,0.7142857142857143,0.4785714285714286,0.56
max_positive_width_rate,4851.242345244201,above,0.39107142857142857,0.2571428571428571,0.525,0.43142857142857144
max_positive_width_rate,4851.242345244201,below,0.6089285714285715,0.7428571428571429,0.475,0.5685714285714286
max_positive_width_rate,4889.375973430812,above,0.3982142857142857,0.2571428571428571,0.5392857142857143,0.42
max_positive_width_rate,4889.375973430812,below,0.6017857142857143,0.7428571428571429,0.4607142857142857,0.58
max_positive_width_rate,4944.524066559559,above,0.4035714285714286,0.2571428571428571,0.55,0.4114285714285714
max_positive_width_rate,4944.524066559559,below,0.5964285714285714,0.7428571428571429,0.45,0.5885714285714285
max_positive_width_rate,4972.646180127582,above,0.4107142857142857,0.2571428571428571,0.5642857142857143,0.4
max_positive_width_rate,4972.646180127582,below,0.5892857142857143,0.7428571428571429,0.4357142857142857,0.6
max_positive_width_rate,4991.028142109822,above,0.41607142857142854,0.2571428571428571,0.575,0.3914285714285714
max_positive_width_rate,4991.028142109822,below,0.5839285714285715,0.7428571428571429,0.425,0.6085714285714285
max_positive_width_rate,5035.576114879628,above,0.40535714285714286,0.22857142857142856,0.5821428571428572,0.38
max_positive_width_rate,5035.576114879628,below,0.5946428571428571,0.7714285714285715,0.41785714285714287,0.62
max_positive_width_rate,5154.908054396246,above,0.4107142857142857,0.22857142857142856,0.5928571428571429,0.37142857142857144
max_positive_width_rate,5154.908054396246,below,0.5892857142857143,0.7714285714285715,0.40714285714285714,0.6285714285714286
max_positive_width_rate,5219.0746153805285,above,0.4089285714285714,0.21428571428571427,0.6035714285714285,0.36
max_positive_width_rate,5219.0746153805285,below,0.5910714285714286,0.7857142857142857,0.3964285714285714,0.64
max_positive_width_rate,5299.939952178118,above,0.4142857142857143,0.21428571428571427,0.6142857142857143,0.3514285714285714
max_positive_width_rate,5299.939952178118,below,0.5857142857142857,0.7857142857142857,0.38571428571428573,0.6485714285714286
max_positive_width_rate,5345.598920852993,above,0.42142857142857143,0.21428571428571427,0.6285714285714286,0.34
max_positive_width_rate,5345.598920852993,below,0.5785714285714285,0.7857142857142857,0.37142857142857144,0.66
max_positive_width_rate,5366.944864963588,above,0.4,0.17142857142857143,0.6285714285714286,0.3314285714285714
max_positive_width_rate,5366.944864963588,below,0.6000000000000001,0.8285714285714286,0.37142857142857144,0.6685714285714286
max_positive_width_rate,5501.843449886715,above,0.40714285714285714,0.17142857142857143,0.6428571428571429,0.32
max_positive_width_rate,5501.843449886715,below,0.5928571428571429,0.8285714285714286,0.35714285714285715,0.68
max_positive_width_rate,5613.466150484421,above,0.4125,0.17142857142857143,0.6535714285714286,0.31142857142857144
max_positive_width_rate,5613.466150484421,below,0.5875,0.8285714285714286,0.3464285714285714,0.6885714285714286
max_positive_width_rate,5669.530554220204,above,0.4196428571428571,0.17142857142857143,0.6678571428571428,0.3
max_positive_width_rate,5669.530554220204,below,0.5803571428571429,0.8285714285714286,0.33214285714285713,0.7
max_positive_width_rate,5740.714540323946,above,0.42500000000000004,0.17142857142857143,0.6785714285714286,0.2914285714285714
max_positive_width_rate,5740.714540323946,below,0.5750000000000001,0.8285714285714286,0.32142857142857145,0.7085714285714285
max_positive_width_rate,5820.7429117166575,above,0.43214285714285716,0.17142857142857143,0.6928571428571428,0.28
max_positive_width_rate,5820.7429117166575,below,0.5678571428571428,0.8285714285714286,0.30714285714285716,0.72
max_positive_width_rate,5859.804823696017,above,0.4375,0.17142857142857143,0.7035714285714286,0.2714285714285714
max_positive_width_rate,5859.804823696017,below,0.5625,0.8285714285714286,0.29642857142857143,0.7285714285714285
max_positive_width_rate,5901.714025641025,above,0.4357142857142857,0.15714285714285714,0.7142857142857143,0.26
max_positive_width_rate,5901.714025641025,below,0.5642857142857143,0.8428571428571429,0.2857142857142857,0.74
max_positive_width_rate,5951.072687830871,above,0.44107142857142856,0.15714285714285714,0.725,0.25142857142857145
max_positive_width_rate,5951.072687830871,below,0.5589285714285714,0.8428571428571429,0.275,0.7485714285714286
max_positive_width_rate,5988.513073154734,above,0.4392857142857143,0.14285714285714285,0.7357142857142858,0.24
max_positive_width_rate,5988.513073154734,below,0.5607142857142857,0.8571428571428571,0.2642857142857143,0.76
max_positive_width_rate,6024.973715290738,above,0.4446428571428571,0.14285714285714285,0.7464285714285714,0.23142857142857143
max_positive_width_rate,6024.973715290738,below,0.5553571428571429,0.8571428571428571,0.25357142857142856,0.7685714285714286
max_positive_width_rate,6097.001362116775,above,0.45178571428571423,0.14285714285714285,0.7607142857142857,0.22
max_positive_width_rate,6097.001362116775,below,0.5482142857142857,0.8571428571428571,0.2392857142857143,0.78
max_positive_width_rate,6163.510276707871,above,0.4392857142857143,0.11428571428571428,0.7642857142857142,0.21142857142857144
max_positive_width_rate,6163.510276707871,below,0.5607142857142857,0.8857142857142857,0.2357142857142857,0.7885714285714286
max_positive_width_rate,6199.475222913061,above,0.44642857142857145,0.11428571428571428,0.7785714285714286,0.2
max_positive_width_rate,6199.475222913061,below,0.5535714285714286,0.8857142857142857,0.22142857142857142,0.8
max_positive_width_rate,6226.158389296339,above,0.4517857142857143,0.11428571428571428,0.7892857142857143,0.19142857142857142
max_positive_width_rate,6226.158389296339,below,0.5482142857142857,0.8857142857142857,0.21071428571428572,0.8085714285714286
max_positive_width_rate,6274.2236420282425,above,0.45,0.1,0.8,0.18
max_positive_width_rate,6274.2236420282425,below,0.55,0.9,0.2,0.82
max_positive_width_rate,6297.684973192279,above,0.45535714285714285,0.1,0.8107142857142857,0.17142857142857143
max_positive_width_rate,6297.684973192279,below,0.5446428571428572,0.9,0.18928571428571428,0.8285714285714286
max_positive_width_rate,6330.449808057841,above,0.46249999999999997,0.1,0.825,0.16
max_positive_width_rate,6330.449808057841,below,0.5375,0.9,0.175,0.84
max_positive_width_rate,6407.273020212285,above,0.46785714285714286,0.1,0.8357142857142857,0.15142857142857144
max_positive_width_rate,6407.273020212285,below,0.5321428571428571,0.9,0.16428571428571428,0.8485714285714285
max_positive_width_rate,6656.913616912687,above,0.4660714285714286,0.08571428571428572,0.8464285714285714,0.14
max_positive_width_rate,6656.913616912687,below,0.5339285714285714,0.9142857142857143,0.15357142857142858,0.86
max_positive_width_rate,6750.512924668802,above,0.46249999999999997,0.07142857142857142,0.8535714285714285,0.13142857142857142
max_positive_width_rate,6750.512924668802,below,0.5375,0.9285714285714286,0.14642857142857144,0.8685714285714285
max_positive_width_rate,6801.069409917724,above,0.4517857142857143,0.04285714285714286,0.8607142857142858,0.12
max_positive_width_rate,6801.069409917724,below,0.5482142857142858,0.9571428571428572,0.1392857142857143,0.88
max_positive_width_rate,7017.365504713999,above,0.45714285714285713,0.04285714285714286,0.8714285714285714,0.11142857142857143
max_positive_width_rate,7017.365504713999,below,0.5428571428571429,0.9571428571428572,0.12857142857142856,0.8885714285714286
max_positive_width_rate,7343.688516804163,above,0.46428571428571425,0.04285714285714286,0.8857142857142857,0.1
max_positive_width_rate,7343.688516804163,below,0.5357142857142857,0.9571428571428572,0.11428571428571428,0.9
max_positive_width_rate,7517.3927670224275,above,0.46964285714285714,0.04285714285714286,0.8964285714285715,0.09142857142857143
max_positive_width_rate,7517.3927670224275,below,0.5303571428571429,0.9571428571428572,0.10357142857142858,0.9085714285714286
max_positive_width_rate,7658.490833334092,above,0.46785714285714286,0.02857142857142857,0.9071428571428571,0.08
max_positive_width_rate,7658.490833334092,below,0.5321428571428571,0.9714285714285714,0.09285714285714286,0.92
max_positive_width_rate,7700.929149738379,above,0.4732142857142857,0.02857142857142857,0.9178571428571428,0.07142857142857142
max_positive_width_rate,7700.929149738379,below,0.5267857142857143,0.9714285714285714,0.08214285714285714,0.9285714285714286
max_positive_width_rate,7785.462434271623,above,0.48035714285714287,0.02857142857142857,0.9321428571428572,0.06
max_positive_width_rate,7785.462434271623,below,0.5196428571428572,0.9714285714285714,0.06785714285714285,0.94
max_positive_width_rate,8056.068617534836,above,0.4857142857142857,0.02857142857142857,0.9428571428571428,0.05142857142857143
max_positive_width_rate,8056.068617534836,below,0.5142857142857142,0.9714285714285714,0.05714285714285714,0.9485714285714286
max_positive_width_rate,8314.698961123768,above,0.4928571428571429,0.02857142857142857,0.9571428571428572,0.04
max_positive_width_rate,8314.698961123768,below,0.5071428571428571,0.9714285714285714,0.04285714285714286,0.96
max_positive_width_rate,8751.433291862902,above,0.4982142857142857,0.02857142857142857,0.9678571428571429,0.03142857142857143
max_positive_width_rate,8751.433291862902,below,0.5017857142857143,0.9714285714285714,0.03214285714285714,0.9685714285714285
max_positive_width_rate,9113.95496123273,above,0.5053571428571428,0.02857142857142857,0.9821428571428571,0.02
max_positive_width_rate,9113.95496123273,below,0.49464285714285716,0.9714285714285714,0.017857142857142856,0.98
max_positive_width_rate,10209.54882564372,above,0.4928571428571429,0.0,0.9857142857142858,0.011428571428571429
max_positive_width_rate,10209.54882564372,below,0.5071428571428571,1.0,0.014285714285714285,0.9885714285714285
