experiment_name,has_keyhole,transition_count,max_positive_delta_W,diagnostic_argmax_delta_W_fraction,diagnostic_first_W_um,min_delta_W,median_positive_delta_W,fraction_positive_delta_W,total_positive_delta_W,max_positive_width_rate,median_positive_width_rate,fraction_positive_width_rate,population_row_index,P,VX,LS,ST,log_h,width_gain_20_um,width_gain_40_um,time_to_50pct_max_width_tau,robust_max_positive_dWdt_um_per_ms,robust_median_positive_dWdt_um_per_ms,robust_early_dWdt_20_um_per_ms,robust_early_dWdt_40_um_per_ms,robust_time_of_max_dWdt_tau,max_positive_delta_W_res51,max_positive_delta_W_res101
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,0,200,29.82806185769227,0.0,4.0,-3.639063133738091,0.35960799907569196,0.49,167.67107465980826,6139.562129529563,74.01874326043884,0.49,85,273.06384474,0.951903552318,4.77154604482e-05,314.535783501,20.559734052577472,137.75561503296703,130.14161406593405,0.03,4367.895104847606,16.075853374586192,186.95736051926855,-10.04688468213596,0.0,61.31645024615386,42.441412800000016
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,0,200,39.08261702197804,0.0,4.0,-6.349338219230802,0.39972616666665317,0.525,218.39322752786197,5899.416999414179,60.33760076552236,0.525,86,273.444240295,0.704920639812,6.35261824567e-05,347.093922324,20.28202037388559,180.11749529670328,173.61359142857145,0.04,4043.541470161088,20.728882378043306,518.0668122178294,2.222785070506808,0.0,79.42196567032971,53.57552541428575
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,1,200,19.590229746373225,0.04020100502512563,4.0,-4.05280001298344,0.6000339239820534,0.59,232.87079557071053,2438.2596091690193,74.6820481391993,0.59,87,277.972333632,0.331196372511,4.5620211888e-05,324.411035281,21.172783038710023,170.5165924309392,184.9975673555556,0.065,1908.899146338332,59.03857834529719,454.7287404843669,187.5941626537351,0.005,43.12131468508285,27.737762742541427
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,0,200,37.724273785714345,0.0,4.0,-8.486453515581914,0.5230993521978178,0.525,232.2478021201603,7737.279347048086,107.28810413169847,0.525,88,279.19481345,0.961152667742,7.84955743249e-05,372.579911887,19.83042327304219,188.2371293186813,179.4281812857143,0.03,5718.251260810499,55.812897600857525,833.2639600507703,-1.764400575227354,0.0,76.31936655469613,55.76039495604396
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,1,200,25.083407329945057,0.005025125628140704,0.0,-108.57817695555573,0.5697882927485125,0.495,387.7916612077082,2933.9784085884944,66.64750631366064,0.495,89,282.804328276,0.543976889672,5.22197252327e-05,303.777238342,20.739254881256468,176.6572675934066,174.81600633149174,0.07,2857.366098317963,21.35784824105858,358.51554028766964,4.442468758966706,0.0,75.56800042222264,48.8568542461539
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,0,200,30.607892499999977,0.0,4.0,-8.658836869780444,0.7915314171052188,0.58,286.8976391881783,3639.383107652657,94.11579280047317,0.58,90,287.102038097,0.362628106341,6.67475186474e-05,334.763632341,20.588916573963807,209.1490832967033,226.01110666666665,0.07,1910.5363008438,37.04727330632181,458.1840813226336,212.52792598409013,0.005,60.51255083076924,31.438918228571403
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,0,200,37.90414840934066,0.0,4.0,-2.7948411123625334,0.37143422412283655,0.52,230.63153998175892,4523.560235781856,44.32773606480873,0.52,91,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,20.44177933159951,197.31809571428573,195.1929789281768,0.035,3272.5328606916264,11.845255019382307,528.652533805597,7.737657227742438,0.0,78.32924003736262,54.84289575494508
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,0,200,38.236003977900594,0.0,4.0,-1.9433533775605554,0.4181525348066373,0.475,212.25379113108988,7780.819248368501,85.09177092506926,0.475,92,293.577290228,0.952339824621,7.01980103413e-05,347.682708595,20.052843504090035,179.62679004395605,170.66654804395603,0.03,5492.47169797499,25.984924110790903,801.1364454206156,0.9752450059728782,0.0,77.19176669171273,53.98150580000007
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,1,200,28.209580907966973,0.0,4.0,-5.202419348351654,0.47256176823627527,0.57,233.9843957692498,3264.3730633225805,54.68418378916461,0.57,93,293.648784497,0.426690912013,5.33940457289e-05,351.677261216,20.86494911845737,185.74371351648352,191.35833565555552,0.055,2637.758896012097,24.72110599597749,520.1147238498675,50.43425753081903,0.0,49.55646005494498,45.58919679175815
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,0,200,38.59403861593406,0.0,4.0,-3.134069285277775,0.6282787586113301,0.5,237.69341284210626,8065.703129366811,131.3029196004877,0.5,94,307.26373251,0.980958450675,7.64412572662e-05,372.845922747,19.955801015999114,194.45790718232044,182.5094,0.03,5280.989744560965,42.89583067716831,882.2257288069273,-18.141099021469035,0.0,74.88099929560445,50.53861240934066
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,0,200,38.36409367857146,0.0,4.0,-5.27361255934062,0.6137505362637796,0.515,235.2361957785042,6313.660602332693,101.0062328836805,0.515,95,307.533441342,0.76958695679,6.29715413405e-05,358.843506265,20.368775985148883,180.75072821978023,174.42655006593404,0.03,4229.424028489078,35.24802905118558,616.110422928725,-4.366903837202307,0.0,78.45132634505494,51.39903135604396
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,0,200,23.88044623461546,0.0,4.0,-11.058476705219888,0.9806007638889014,0.69,361.0902630082247,3067.035924377845,125.9414393169969,0.69,96,308.624203673,0.258745269308,8.46230110859e-05,352.536460601,20.47403647066787,194.92105570165745,261.4640544444445,0.12,2125.9547002210984,142.28910537329904,504.7759377394872,345.612116524582,0.0,51.42995475580111,33.10606603093933
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,0,200,37.26799886153839,0.0,4.0,-3.445714037362592,0.4630584855928248,0.525,234.41188404955275,6301.320196881435,78.29451209452156,0.525,97,310.791038761,0.793031296086,6.97064070297e-05,311.244290057,20.21189456381736,189.54111477348067,182.0057376353591,0.035,4461.491368877342,31.132716054435743,647.3168552843983,-9.691379726271238,0.0,79.45566611270714,52.773339573626345
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,0,200,38.00397907486194,0.0,4.0,-8.599500743406509,0.37730693667580795,0.52,224.09507344536945,6749.457693431758,67.00922557386038,0.52,98,311.847977036,0.831533579891,6.59632228328e-05,369.023839283,20.274377415779092,183.784914021978,178.91081844198897,0.035,4924.140310386125,17.38339650880367,725.7238183051609,-10.251275830499718,0.0,75.41160187692314,55.45243301538463
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,0,200,38.20647193021988,0.0,4.0,-2.2473349727581535,0.3716388903845882,0.495,211.43058961976035,7077.108040746471,68.8398704857782,0.495,99,319.96920879,0.866402209965,6.35942162539e-05,320.061265262,20.334409831646198,178.90943090109892,170.63109324861878,0.04,4734.220560096452,15.90430965727066,774.3231502818892,-2.71461862660937,0.0,77.91451747582423,51.11632149725287
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,0,200,37.272932670329695,0.0,4.0,-2.464471730769276,0.47406745039160114,0.475,226.65429066564838,6756.2240320172505,85.93114819973594,0.475,100,323.763442528,0.850556183123,6.97450047543e-05,350.102665969,20.21694267305077,189.7602307912088,181.9120946740332,0.035,4809.7492277769525,25.31248948523273,886.3641100573005,-7.634427930385201,0.0,79.63067056263736,53.069128045055
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,0,200,35.74007638736264,0.0,4.0,-3.258255961538481,0.31596462353802224,0.53,247.6389457669939,4851.720312274612,42.89224134175748,0.53,101,324.489523844,0.639524903021,7.4699050731e-05,392.096101418,20.258832870779123,214.37524725274727,211.10706483516483,0.04,3773.86066568511,18.37145004701293,622.3676601579238,6.712977402101588,0.0,84.0799701104972,55.600100494505455
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,1,200,24.462324737441605,0.05025125628140704,4.0,-16.73198727513818,0.9331424000000226,0.65,321.84863656652124,3223.7271095538204,122.972631760949,0.65,102,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,20.935920491417882,178.2720785164835,232.8044813333333,0.115,1790.886895918847,91.03723294878708,454.8826723624934,330.6510086897253,0.0,37.04622541215472,27.179258868508292
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,0,200,39.11319657458561,0.0,4.0,-2.2811140252747606,0.2806940349999394,0.5,209.71331665357337,6256.435728188259,44.89901984651591,0.5,103,328.176471421,0.746856862244,5.78341655667e-05,308.284457774,20.576388636556285,172.34649507692308,166.46924602209947,0.04,4290.878040939793,17.342082042289714,701.6644661366645,-1.0562565384163292,0.0,71.27417389230766,53.650341371428496
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,0,200,35.66803605769237,0.0,4.0,-8.888255596153869,0.5259815833332766,0.545,270.99851933975106,4035.920888165611,59.516034343229784,0.545,104,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,20.40509649732251,221.81280384615383,218.7053917127072,0.04,3152.940893041224,15.209175894880516,547.2317141023383,1.372117002522693,0.0,80.1312797802199,55.72914463736264
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,0,200,33.55425738461545,0.0,0.0,-3.1680049999999653,0.33572406515226305,0.51,202.23155242946513,6184.295795694593,61.87640813611127,0.51,105,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,20.706808861943262,164.78326923076924,153.4022055801105,0.03,4728.27092673354,13.841306947022728,645.3135399946559,-26.590465363457763,0.0,74.09751728571437,51.308548265193416
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,1,200,30.22000805248615,0.0,4.0,-83.07048723001779,0.515977334429806,0.47,288.10918295713964,4550.974713632644,77.70348034717045,0.47,106,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,20.788362968602943,169.46298933701655,204.6980949450549,0.06,3484.637016771146,15.789258326649522,509.8891381609432,-4.619782478637984,0.0,66.00089269230763,46.278331712707136
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,1,200,30.48541320824173,0.0,4.0,-7.4508583799449895,0.765359686257284,0.55,262.01637328704226,3615.8653514641364,90.77907365208293,0.55,107,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,21.019845598660854,202.9527628571429,209.65856511111116,0.065,2269.976467036287,37.12190175254665,504.4009221926609,132.0915325639207,0.0,60.67334048461534,38.27640901648343
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,1,200,30.64803322307685,0.0,4.0,-13.411104677733647,0.8230108430736323,0.63,320.9772438701212,3776.095243924837,101.40185204083116,0.63,108,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,20.672882232479186,210.63679890109893,254.29708555555555,0.1,2352.1178599145223,118.82405159235218,504.25742606409074,298.43444150932515,0.0,57.753776070718246,38.18112714780222
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,1,200,24.636890093406723,0.0,0.0,-7.973970471206982,0.5180345718232502,0.55,252.99056341030098,2787.2607117357156,58.60712954798529,0.55,109,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,20.834559404764153,207.23917142857144,212.2721288888889,0.05,2662.5945679784545,15.352721974033926,562.9654558169299,31.06559902460568,0.0,67.1587423186813,47.0699059175824
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,0,200,39.95332658461536,0.0,4.0,-2.5283701649998704,0.6468238420614085,0.49,220.16988041956557,7294.231096801333,118.08985599546071,0.49,110,347.783460623,0.850325890926,5.3362114496e-05,354.131736173,20.69026214269118,162.051554,154.79386662983424,0.035,5091.6356495140135,41.549373819096274,652.1111359233022,-19.65896213402262,0.0,68.20555234725273,55.777717830769234
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,0,200,39.90635446593407,0.0,4.0,-2.0365556221237284,0.4082492032966911,0.51,230.39190878121357,8044.293103073534,82.29456923253358,0.51,111,348.497115387,0.94790268949,7.31988762132e-05,305.038657876,20.16387740213794,196.6155862983425,182.77626112707185,0.03,5172.024344447219,47.448516146648295,893.458312586962,-16.372652435634425,0.0,76.75827380879126,51.315046369230814
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,0,200,39.786582567032944,0.0,4.0,-3.6988098230768856,0.3587257901736365,0.48,231.73633636640173,7858.205680087213,70.8515499461836,0.48,112,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,20.181396850654306,196.7157346153846,186.871362,0.035,5021.287195398732,22.67202030005812,900.3859730089735,1.789063934721389,0.0,75.25670460000005,50.84617678021978
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,1,200,29.751976288461535,0.0,4.0,-2.7128784527471907,0.36657433630114866,0.53,172.60653729507456,5348.920873134278,65.90409658793058,0.53,113,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,21.119613479665734,137.8510710769231,130.9051096923077,0.03,4308.251100179044,14.159189271826014,335.43748047036763,5.105394878785997,0.0,61.27219196923079,47.92704458241759
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,1,200,31.590355158791205,0.0,4.0,-17.963280248901142,0.5677280561403109,0.575,270.19770285276036,3779.8273705351835,67.92940550472689,0.575,114,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,21.14388311870201,197.72608461538465,209.40932844444444,0.065,1847.8595994661755,34.55349576430403,464.12608319897487,126.2755320855847,0.0,62.59337504285716,33.83855642032962
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,1,200,30.32742193186806,0.0,4.0,-4.7789311673076895,0.3638248373626425,0.485,173.55016460147567,6416.953099864056,76.98138414688312,0.485,115,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,21.07326289656434,129.96132169230768,120.9502626519337,0.035,3498.915718024872,19.56698730013369,113.55604597127578,-13.634731513663986,0.0,62.881345298342495,33.07273456208786
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,1,200,22.44253799565928,0.005025125628140704,4.0,-3.564751096172074,0.6031020738888628,0.565,225.72953476041567,2652.0039089779298,71.2677442174928,0.565,116,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,21.39140827331414,170.76087634065928,181.88058572631576,0.05,2205.357004025239,55.88214132896489,370.8369074354613,103.32260906221823,0.0,48.99292387692316,37.32559231098904
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,1,200,19.85363962069097,0.03015075376884422,0.0,-14.266981568131754,1.1441419099997745,0.665,276.856186678183,3057.1311751876956,176.17887544678658,0.665,117,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,21.84309044942947,131.11152580000004,177.0369186888889,0.14,1334.6739140862458,118.82540149377408,403.26738488884456,295.5395600495657,0.015,30.64000746373613,23.45302086930974
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,1,200,17.878668823626374,0.0,4.0,-4.760069969780204,0.500469703333323,0.53,213.67472593101593,2062.9021810556874,57.74591233516689,0.53,118,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,21.470183085589326,162.00130151381214,166.53578890526316,0.04,2043.7174621453792,21.558570184886943,331.7349810092929,64.25951083491286,0.0,44.11563753076926,35.42479911098901
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,0,200,31.982135349450573,0.0,4.0,-3.4526196197802506,0.390761999413904,0.47,187.20987885025147,6570.778741323899,80.28265188084791,0.47,119,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,21.018663328636627,139.3637123956044,131.03248816574583,0.03,4879.663793602324,14.967912651642504,474.7827179805348,-19.671433512487575,0.0,62.79025851428574,47.50184842637363
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,1,200,30.255601071270668,0.0,4.0,-2.5684498569061134,0.3663822169444302,0.515,190.64236471691393,4540.400480918829,54.98228212673764,0.515,120,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,21.15060763284449,155.549093,146.427400054945,0.035,3478.027228426459,13.002424946213038,548.6813724906178,-10.24649464891935,0.0,55.21335555604391,46.35265315494509
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,1,200,24.964147418956024,0.005025125628140704,4.0,-4.338982554655075,0.4983840216666806,0.515,244.70106725083667,2819.4977462115794,56.288428451196474,0.515,121,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,21.004846062843377,197.67076887912083,202.43789989473683,0.045,2597.698565094444,19.45558255687626,608.6061731279248,26.208143008481915,0.0,65.9949696890109,46.00062547747245
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,1,200,29.303833338461658,0.0,4.0,-4.27081800469918,0.43017462222229597,0.495,200.09349918046425,4185.437972133723,61.44142227748535,0.495,122,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,21.168366707592114,157.07683184615382,153.96361882417582,0.035,3289.292616616111,18.74847564720257,508.848305198684,2.370122135613804,0.0,51.1782502769232,46.05916192307695
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,1,200,30.17626512609891,0.0,4.0,-2.712742958791182,0.41117930666662517,0.49,190.67974277557127,4734.597161682721,64.51323151329157,0.49,123,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,21.126581916544882,154.00591848351647,146.75145236464087,0.035,3607.8923603145454,15.235952745460327,634.9229211517517,-5.45842521328091,0.0,54.70061996464081,45.99027655082874
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,1,200,22.936468478453097,0.0,4.0,-7.304332696428645,0.579191386388942,0.585,231.53268281231195,2894.322900635442,73.08740205804216,0.585,124,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,21.586379730647366,170.094147,187.30087897777776,0.075,1789.0381107519413,50.00553290912446,399.06428454769497,204.67905118502415,0.0,35.58880720845119,28.530777773835922
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,1,200,31.92575969670328,0.0,4.0,-3.095705298397206,0.34495932742960633,0.49,184.18690241742638,5873.2651646128725,63.460904932194225,0.49,125,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,21.104159996967834,140.92926654945057,131.44099407692306,0.03,4353.826513215586,16.52029180897275,522.7659606397923,-27.441848416801804,0.0,61.8836834285714,47.33286004505496
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,1,200,37.79433699999999,0.0,4.0,-2.6865141160221526,0.4562005909355946,0.565,284.3444966650285,4209.668328119746,50.81325223223367,0.565,126,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,20.53267906158613,244.5061187845304,243.37129677777776,0.055,2870.659244502267,23.466073798900617,578.4311589283985,58.07450049800523,0.0,84.85452663076923,51.54546840384615
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,1,200,31.352009959340634,0.0,4.0,-3.123883463736263,0.45488938778458987,0.475,181.57129921595345,5352.200886947192,77.65560766027498,0.475,127,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,21.125930499414125,146.46668531868133,138.731397,0.035,3939.855323741821,14.39802691080068,471.5441937488898,-14.553997065001886,0.0,59.01627259226524,46.157603556906096
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,1,200,31.339110087362677,0.0,4.0,-3.426151623076919,0.38302635745117186,0.49,185.5618115265865,5213.914240547899,63.72441891466424,0.49,128,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,21.138033768562334,146.7305804835165,138.47452912087914,0.035,3841.214377760927,14.708323463437722,574.5849237864135,-14.79468505156412,0.0,58.849498382320434,46.17653252430943
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,1,200,30.043047971153854,0.0,4.0,-3.345390659065913,0.39956490277774037,0.505,192.19297698151323,4760.761231107761,63.31691445828376,0.505,129,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,21.128233647861514,153.29404470329672,147.56626939560442,0.035,3626.9358280495753,16.12477775422913,491.9848931631234,-2.413827920311536,0.0,55.6189106659341,45.77595967569061
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,1,200,22.834130209968738,0.005025125628140704,4.0,-10.45509705880626,0.8696879179382222,0.61,253.55043051151017,3029.0213062946336,115.36691825081442,0.61,130,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,21.70247772043275,152.53193015384616,186.88001821111112,0.095,2097.6142994558822,73.41669744411927,397.4048356188105,255.90421824849756,0.0,45.146842735164775,31.62552732430929
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,1,200,30.054347785714285,0.0,4.0,-15.042373176388935,0.5587758784340622,0.52,226.09881948224313,3545.902056498434,65.92605338129732,0.52,131,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,21.337126248875027,161.83776423076924,158.6283335164835,0.035,2719.7362087185875,20.80406794006431,304.47961720377964,12.172980617010534,0.0,51.47118040659341,46.10386671703297
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,1,200,22.730559127624453,0.05025125628140704,4.0,-15.312673672928305,1.0837847943712973,0.62,333.7391292496684,3159.162653142752,150.62772662995155,0.62,132,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,21.3654993587639,159.40061275824186,216.23161900000008,0.125,2036.273029610375,134.6008934663563,422.5794874144884,303.13495028082593,0.0,44.901081689502654,29.302463710439497
