severity,reason,partition,experiment_name,week6_simulation_id,detail,source_data_removed
FAIL,extraction_failed,old-data-local,P-135p171981101_VX-0p652238458987_LS-5p89001447273e-05_ST-362p997098414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p39625291417e-06_H-01d46950f6,sim_00028,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,sim_00029,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,week6_window_instability,old-data-local,P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,sim_00029,"CV width=0.00236, length=0.0199, depth=0.198",False
WARNING,depth_bounding_box_ambiguity_candidate,old-data-local,P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,sim_00029,max-G3=60.931 µm; max/G3=1.777,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,sim_00031,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,sim_00033,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,sim_00034,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-139p278080234_VX-0p813607985113_LS-8p25985701782e-05_ST-356p830860854_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p9292935803e-06_H-6014a1f9c3,sim_00035,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,sim_00036,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,week6_window_instability,old-data-local,P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,sim_00036,"CV width=0.00423, length=0.0187, depth=0.357",False
WARNING,depth_bounding_box_ambiguity_candidate,old-data-local,P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,sim_00036,max-G3=104.718 µm; max/G3=2.342,False
FAIL,extraction_failed,old-data-local,P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,sim_00038,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-140p573028588_VX-0p551169304036_LS-6p78791919712e-05_ST-377p8442615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p16896078445e-05_H-bf889bf790,sim_00039,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,sim_00041,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,sim_00043,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-145p249113956_VX-0p501139719932_LS-7p51242767898e-05_ST-325p186450026_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62629863717e-06_H-30d8d23b36,sim_00045,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,sim_00046,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,sim_00048,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,sim_00050,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,sim_00051,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-150p924001842_VX-0p859014749555_LS-8p54585725094e-05_ST-302p841995718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p6158763345e-06_H-9bd689b964,sim_00052,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,sim_00054,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,sim_00056,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,sim_00058,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,sim_00059,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,sim_00061,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,sim_00062,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,sim_00064,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,sim_00066,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,sim_00067,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,sim_00068,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,sim_00069,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,sim_00071,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,sim_00076,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,sim_00078,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,sim_00081,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,sim_00082,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,sim_00083,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,sim_00085,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,sim_00087,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,sim_00089,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,sim_00090,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,week6_window_instability,old-data-local,P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,sim_00095,"CV width=0.0119, length=0.00458, depth=0.233",False
FAIL,extraction_failed,old-data-local,P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,sim_00096,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,sim_00097,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,sim_00098,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,sim_00100,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,extraction_warning,old-data-local,P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,sim_00101,adaptive active interior unavailable,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,sim_00101,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,sim_00102,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,sim_00103,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,week6_window_instability,old-data-local,P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,sim_00105,"CV width=0.00967, length=0.0134, depth=0.365",False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,sim_00107,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,sim_00108,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,sim_00111,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-219p728507107_VX-0p99152217595_LS-6p49667790705e-05_ST-393p045172137_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86536833974e-06_H-765e346b33,sim_00114,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-220p072225453_VX-0p425314653287_LS-7p24382024748e-05_ST-381p760927113_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1342474485e-05_H-ba17ade68b,sim_00115,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,sim_00116,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-220p462707704_VX-0p946752122114_LS-8p2300511791e-05_ST-313p968629329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p0954420807e-06_H-b41989dc4b,sim_00117,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-221p576145741_VX-0p645163458122_LS-7p3903246332e-05_ST-318p590626589_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-9p98654362553e-06_H-bf889bf790,sim_00118,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-223p185978023_VX-0p49812515056_LS-8p14092862216e-05_ST-313p14559396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p68455537246e-06_H-b40dbd8ddd,sim_00119,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-225p435545826_VX-0p86531734725_LS-6p64530039846e-05_ST-364p26873014_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p57497271764e-06_H-d9fce10048,sim_00120,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-226p380431899_VX-0p944850720806_LS-5p28066961668e-05_ST-329p382817534_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p10569606054e-06_H-5637cba0f4,sim_00121,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-227p786589532_VX-0p30483440954_LS-7p3391662288e-05_ST-359p259536614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58253807708e-05_H-180177fd7b,sim_00122,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-228p027925635_VX-0p505215249994_LS-8p46696228038e-05_ST-384p613421136_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p54864407413e-06_H-8eb307dfff,sim_00123,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,sim_00124,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,week6_window_instability,old-data-local,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,sim_00124,"CV width=0.00717, length=0.0115, depth=0.175",False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,sim_00125,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-229p39632192_VX-0p478464286668_LS-6p73160020334e-05_ST-313p601802213_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00825092644e-05_H-73ae961aa0,sim_00126,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-232p272231119_VX-0p829414389208_LS-6p88203473429e-05_ST-337p761722106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p81629721619e-06_H-24e0a43587,sim_00128,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,sim_00133,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-238p568860016_VX-0p692328357435_LS-6p05159821767e-05_ST-343p889085336_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96796621315e-06_H-eb41f0639c,sim_00134,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-240p150803131_VX-0p464417169926_LS-7p86781365033e-05_ST-312p042470117_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03874725471e-05_H-0744488b5e,sim_00135,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-242p540096613_VX-0p410466748632_LS-6p92043418329e-05_ST-378p456653244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1752768328e-05_H-f4a4199ba7,,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,sim_00137,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-244p346847818_VX-0p692297386822_LS-7p87344285445e-05_ST-312p797130588_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96827793206e-06_H-9bd689b964,sim_00138,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-244p476502118_VX-0p49526990633_LS-8p73976519147e-05_ST-336p403249939_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p74038709269e-06_H-f06f0c9a83,sim_00139,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-248p695097131_VX-0p887957223036_LS-5p04400481913e-05_ST-333p269518536_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p25592725977e-06_H-bf889bf790,sim_00142,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,sim_00143,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,sim_00144,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,sim_00145,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-59p3859586774_VX-0p222677981218_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p39680224058e-06_H-306f9d252b,sim_00146,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-67p3007401579_VX-0p639039009111_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p92592931724e-06_H-306f9d252b,sim_00148,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-71p6599397131_VX-0p537693260466_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p47741567376e-06_H-306f9d252b,sim_00149,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-71p8781037338_VX-0p56768277259_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p29371096306e-06_H-306f9d252b,sim_00150,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-74p5163352518_VX-0p201002332148_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p30229491189e-06_H-fb250c7cf9,sim_00152,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,week6_window_instability,old-data-local,P-77p1412079225_VX-0p963213148682_LS-8p58459875102e-05_ST-347p110895162_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p00836248925e-06_H-8eb307dfff,sim_00154,"CV width=0.0314, length=0.121, depth=0.103",False
FAIL,extraction_failed,old-data-local,P-77p2146242418_VX-0p855104240805_LS-5p17451748821e-05_ST-369p375740917_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p64155850575e-06_H-f404b6f8f4,sim_00155,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-77p6071708937_VX-0p433253784538_LS-7p48831675656e-05_ST-344p207921637_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11346300371e-05_H-5958772c6a,sim_00156,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-78p18378444_VX-0p804643363326_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p32374124592e-06_H-b0e5aed98c,sim_00157,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-83p4130417347_VX-0p322492976823_LS-7p74299080266e-05_ST-371p281013063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p49588392607e-05_H-b41989dc4b,sim_00161,T0 ends at recording end under the exact Week 6 min rule,False
