name,hash,P,VX,LS,ST,LS_micrometres,observed_conduction,first_observed_conduction_timestep,initial_emptiness_frame_count,screenshot_bug_frame_count,preconduction_screenshot_bug_frame_count,screenshot_bug_any,screenshot_bug_before_first_observed_conduction,first_label,first_non_initial_emptiness_label,first_non_empty_like_label,initial_empty_like_block_stored_frames,initial_empty_like_block_timestep_width,begins_initial_emptiness_then_bug,all_preconduction_bug_in_initial_empty_like_block,all_bug_frames_in_initial_empty_like_block,initial_empty_like_block_contains_bug,screenshot_bug_after_physical_regime,screenshot_bug_block_count,screenshot_bug_block_structure,stored_frame_count,label_sequence_rle,sequence_pattern_category
P-77p1412079225_VX-0p963213148682_LS-8p58459875102e-05_ST-347p110895162_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p00836248925e-06_H-8eb307dfff,8eb307dfff,77.1412079225,0.963213148682,8.58459875102e-05,347.110895162,85.8459875102,True,68359.0,1,171,39,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,40,11296.0,False,True,False,True,True,2,multiple_separated_blocks,410,Screenshot Bug × 39 → Initial Emptiness × 1 → Forming Phase × 205 → Conduction × 33 → Screenshot Bug × 132,multiple_separated_bug_blocks
P-77p2146242418_VX-0p855104240805_LS-5p17451748821e-05_ST-369p375740917_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p64155850575e-06_H-f404b6f8f4,f404b6f8f4,77.2146242418,0.855104240805,5.17451748821e-05,369.375740917,51.7451748821,True,22649.0,0,122,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,11793.0,False,True,False,True,True,2,multiple_separated_blocks,368,Screenshot Bug × 37 → Forming Phase × 34 → Conduction × 212 → Screenshot Bug × 85,multiple_separated_bug_blocks
P-77p6071708937_VX-0p433253784538_LS-7p48831675656e-05_ST-344p207921637_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11346300371e-05_H-5958772c6a,5958772c6a,77.6071708937,0.433253784538,7.48831675656e-05,344.207921637,74.88316756559999,True,44723.0,0,38,38,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,38,22658.0,False,True,True,True,False,1,one_contiguous_block,190,Screenshot Bug × 38 → Forming Phase × 35 → Conduction × 8 → Forming Phase × 1 → Conduction × 108,initial_empty_like_block_bug_only
P-78p18378444_VX-0p804643363326_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p32374124592e-06_H-b0e5aed98c,b0e5aed98c,78.18378444,0.804643363326,4.5e-05,300.0,45.0,True,8564.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,128.0,False,,False,False,False,0,none,539,Initial Emptiness × 2 → Forming Phase × 65 → Conduction × 472,no_bug
P-78p3109819881_VX-0p819836919071_LS-8p42620704062e-05_ST-359p367913591_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88424415978e-06_H-cedd8dc36d,cedd8dc36d,78.3109819881,0.819836919071,8.42620704062e-05,359.367913591,84.2620704062,True,78700.0,1,116,40,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,41,12948.0,False,True,False,True,True,2,multiple_separated_blocks,353,Screenshot Bug × 40 → Initial Emptiness × 1 → Forming Phase × 201 → Conduction × 35 → Screenshot Bug × 76,multiple_separated_bug_blocks
P-78p6311637963_VX-0p75889512334_LS-7p24228839444e-05_ST-395p823418581_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p3567684844e-06_H-9aaaba6a78,9aaaba6a78,78.6311637963,0.75889512334,7.24228839444e-05,395.823418581,72.4228839444,True,13638.0,76,0,0,False,False,Initial Emptiness,Conduction,Conduction,38,13288.0,False,,False,False,False,0,none,328,Initial Emptiness × 38 → Conduction × 252 → Initial Emptiness × 38,no_bug
P-79p1315856604_VX-0p738156089448_LS-4p61026192486e-05_ST-370p648100327_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p53536653287e-06_H-0d7d85a8f4,0d7d85a8f4,79.1315856604,0.738156089448,4.61026192486e-05,370.648100327,46.1026192486,True,25159.0,1,74,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,13661.0,False,True,False,True,True,2,multiple_separated_blocks,316,Screenshot Bug × 34 → Initial Emptiness × 1 → Forming Phase × 31 → Conduction × 210 → Screenshot Bug × 40,multiple_separated_bug_blocks
P-80p5741190929_VX-0p403249617425_LS-8p97039861056e-05_ST-397p637850573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19631126592e-05_H-6464f5e6a2,6464f5e6a2,80.5741190929,0.403249617425,8.97039861056e-05,397.637850573,89.7039861056,True,25658.0,36,0,0,False,False,Initial Emptiness,Conduction,Conduction,36,25000.0,False,,False,False,False,0,none,174,Initial Emptiness × 36 → Conduction × 138,no_bug
P-82p6239965333_VX-0p567384090403_LS-6p29636633496e-05_ST-368p216750002_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p50238962391e-06_H-e6df4d4a2d,e6df4d4a2d,82.6239965333,0.567384090403,6.29636633496e-05,368.216750002,62.9636633496,True,83769.0,0,38,38,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,38,17303.0,False,True,True,True,False,1,one_contiguous_block,248,Screenshot Bug × 38 → Forming Phase × 141 → Conduction × 69,initial_empty_like_block_bug_only
P-83p4130417347_VX-0p322492976823_LS-7p74299080266e-05_ST-371p281013063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p49588392607e-05_H-b41989dc4b,b41989dc4b,83.4130417347,0.322492976823,7.74299080266e-05,371.281013063,77.4299080266,True,60919.0,0,37,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,29618.0,False,True,True,True,False,1,one_contiguous_block,142,Screenshot Bug × 37 → Forming Phase × 37 → Conduction × 68,initial_empty_like_block_bug_only
P-85p9171141482_VX-0p437191097118_LS-7p49853263212e-05_ST-320p146293033_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p10343523343e-05_H-d4c4d1b9c0,d4c4d1b9c0,85.9171141482,0.437191097118,7.49853263212e-05,320.146293033,74.9853263212,True,42497.0,0,37,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,22454.0,False,True,True,True,False,1,one_contiguous_block,191,Screenshot Bug × 37 → Forming Phase × 32 → Conduction × 122,initial_empty_like_block_bug_only
P-88p5362444224_VX-0p501389667448_LS-5p57799721508e-05_ST-306p707884961_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62149983578e-06_H-1422635bbf,1422635bbf,88.5362444224,0.501389667448,5.57799721508e-05,306.707884961,55.7799721508,True,42879.0,1,36,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,19580.0,False,True,True,True,False,1,one_contiguous_block,219,Screenshot Bug × 36 → Initial Emptiness × 1 → Forming Phase × 43 → Conduction × 139,initial_empty_like_block_bug_only
P-89p9091669401_VX-0p254822282222_LS-4p87644701271e-05_ST-380p329545658_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p8931313859e-05_H-f4a4199ba7,f4a4199ba7,89.9091669401,0.254822282222,4.87644701271e-05,380.329545658,48.7644701271,True,73978.0,0,37,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,37493.0,False,True,True,True,False,1,one_contiguous_block,112,Screenshot Bug × 37 → Forming Phase × 34 → Conduction × 41,initial_empty_like_block_bug_only
P-90p076179662_VX-0p77719101666_LS-5p40074605054e-05_ST-384p823624425_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p20712347364e-06_H-765e346b33,765e346b33,90.076179662,0.77719101666,5.40074605054e-05,384.823624425,54.0074605054,True,25602.0,0,87,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,12292.0,False,True,False,True,True,2,multiple_separated_blocks,336,Screenshot Bug × 37 → Forming Phase × 36 → Conduction × 213 → Screenshot Bug × 50,multiple_separated_bug_blocks
P-90p3577538021_VX-0p606625134218_LS-7p79676391387e-05_ST-345p062824899_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p95239156919e-06_H-e341aeefe6,e341aeefe6,90.3577538021,0.606625134218,7.79676391387e-05,345.062824899,77.9676391387,True,81413.0,0,35,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,16185.0,False,True,True,True,False,1,one_contiguous_block,263,Screenshot Bug × 35 → Forming Phase × 148 → Conduction × 80,initial_empty_like_block_bug_only
P-91p2790923782_VX-0p717805590808_LS-4p80270969425e-05_ST-305p576577078_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72065063966e-06_H-a55a682ac9,a55a682ac9,91.2790923782,0.717805590808,4.80270969425e-05,305.576577078,48.0270969425,True,27350.0,0,65,38,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,38,13679.0,False,True,False,True,True,2,multiple_separated_blocks,311,Screenshot Bug × 38 → Forming Phase × 36 → Conduction × 210 → Screenshot Bug × 27,multiple_separated_bug_blocks
P-91p4898167395_VX-0p477122889388_LS-7p769973149e-05_ST-351p010780102_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01108555266e-05_H-b41981edcb,b41981edcb,91.4898167395,0.477122889388,7.769973149e-05,351.010780102,77.69973149,True,20575.0,37,0,0,False,False,Initial Emptiness,Conduction,Conduction,37,20019.0,False,,False,False,False,0,none,209,Initial Emptiness × 37 → Conduction × 172,no_bug
P-92p0306358058_VX-0p635786516528_LS-6p85874395416e-05_ST-348p651765165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p58764220003e-06_H-8daf8adcd4,8daf8adcd4,92.0306358058,0.635786516528,6.85874395416e-05,348.651765165,68.5874395416,True,32554.0,0,36,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,15443.0,False,True,True,True,False,1,one_contiguous_block,276,Screenshot Bug × 36 → Forming Phase × 40 → Conduction × 200,initial_empty_like_block_bug_only
P-92p2921456709_VX-0p425581954559_LS-4p53091383738e-05_ST-356p588229582_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13353504568e-05_H-765072ed36,765072ed36,92.2921456709,0.425581954559,4.53091383738e-05,356.588229582,45.309138373799996,True,23066.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,22443.0,False,,False,False,False,0,none,185,Initial Emptiness × 35 → Conduction × 150,no_bug
P-92p9578294978_VX-0p909619863772_LS-6p47386544357e-05_ST-309p507384821_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p30344685197e-06_H-765072ed36,765072ed36,92.9578294978,0.909619863772,6.47386544357e-05,309.507384821,64.7386544357,True,11086.0,137,0,0,False,False,Initial Emptiness,Conduction,Conduction,36,10794.0,False,,False,False,False,0,none,391,Initial Emptiness × 36 → Conduction × 254 → Initial Emptiness × 101,no_bug
P-93p2349412886_VX-0p318136092994_LS-6p37701091846e-05_ST-373p005608841_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51637010363e-05_H-95ed9fb76f,95ed9fb76f,93.2349412886,0.318136092994,6.37701091846e-05,373.005608841,63.770109184599995,True,59248.0,0,37,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,30024.0,False,True,True,True,False,1,one_contiguous_block,140,Screenshot Bug × 37 → Forming Phase × 34 → Conduction × 69,initial_empty_like_block_bug_only
P-93p7392388905_VX-0p76284290369_LS-5p63100861802e-05_ST-349p958485388_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p32387163816e-06_H-5cefbb31d2,5cefbb31d2,93.7392388905,0.76284290369,5.63100861802e-05,349.958485388,56.3100861802,True,13219.0,78,0,0,False,False,Initial Emptiness,Conduction,Conduction,37,12872.0,False,,False,False,False,0,none,329,Initial Emptiness × 37 → Conduction × 251 → Initial Emptiness × 41,no_bug
P-93p7887593651_VX-0p596649793105_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p13380310062e-06_H-306f9d252b,306f9d252b,93.7887593651,0.596649793105,4.5e-05,300.0,45.0,True,9653.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,400,Initial Emptiness × 1 → Forming Phase × 55 → Conduction × 344,no_bug
P-95p3163706926_VX-0p805137875644_LS-4p85393429372e-05_ST-366p295455669_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p99167018339e-06_H-270d04032e,270d04032e,95.3163706926,0.805137875644,4.85393429372e-05,366.295455669,48.5393429372,True,23725.0,0,97,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,12195.0,False,True,False,True,True,2,multiple_separated_blocks,348,Screenshot Bug × 37 → Forming Phase × 34 → Conduction × 217 → Screenshot Bug × 60,multiple_separated_bug_blocks
P-96p3048792257_VX-0p802808589305_LS-5p4654094879e-05_ST-371p269771919_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p00905454586e-06_H-24e0a43587,24e0a43587,96.3048792257,0.802808589305,5.4654094879e-05,371.269771919,54.654094879,True,26106.0,0,92,38,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,38,12231.0,False,True,False,True,True,2,multiple_separated_blocks,347,Screenshot Bug × 38 → Forming Phase × 41 → Conduction × 214 → Screenshot Bug × 54,multiple_separated_bug_blocks
P-97p5646849269_VX-0p800614374072_LS-8p74302358335e-05_ST-345p052442693_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02552334713e-06_H-b41981edcb,b41981edcb,97.5646849269,0.800614374072,8.74302358335e-05,345.052442693,87.43023583349999,True,12927.0,83,0,0,False,False,Initial Emptiness,Conduction,Conduction,38,12596.0,False,,False,False,False,0,none,348,Initial Emptiness × 38 → Conduction × 265 → Initial Emptiness × 45,no_bug
P-97p6596954152_VX-0p666705631564_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p80451054123e-06_H-b0e5aed98c,b0e5aed98c,97.6596954152,0.666705631564,4.5e-05,300.0,45.0,True,9719.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,447,Initial Emptiness × 1 → Forming Phase × 62 → Conduction × 384,no_bug
P-97p9405338961_VX-0p913267755474_LS-7p48831340213e-05_ST-390p809181728_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p28226314145e-06_H-0b12abf205,0b12abf205,97.9405338961,0.913267755474,7.48831340213e-05,390.809181728,74.88313402130001,True,11042.0,126,0,0,False,False,Initial Emptiness,Conduction,Conduction,37,10751.0,False,,False,False,False,0,none,391,Initial Emptiness × 37 → Conduction × 265 → Initial Emptiness × 89,no_bug
P-98p2720448178_VX-0p404108184606_LS-6p2082238115e-05_ST-312p013044035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19376958616e-05_H-e0ed0fec98,e0ed0fec98,98.2720448178,0.404108184606,6.2082238115e-05,312.013044035,62.082238115,True,51238.0,0,36,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,23635.0,False,True,True,True,False,1,one_contiguous_block,176,Screenshot Bug × 36 → Forming Phase × 41 → Conduction × 99,initial_empty_like_block_bug_only
P-98p5137427197_VX-0p87794698955_LS-7p93698578539e-05_ST-325p506902574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p33865836642e-06_H-bf889bf790,bf889bf790,98.5137427197,0.87794698955,7.93698578539e-05,325.506902574,79.3698578539,False,,0,28,0,True,False,Screenshot Bug,Screenshot Bug,Forming Phase,28,11303.0,False,,True,True,False,1,one_contiguous_block,171,Screenshot Bug × 28 → Forming Phase × 143,initial_empty_like_block_bug_only
P-98p6430415843_VX-0p873233253177_LS-7p66258838728e-05_ST-323p115187787_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p52443529316e-06_H-95ed9fb76f,95ed9fb76f,98.6430415843,0.873233253177,7.66258838728e-05,323.115187787,76.6258838728,True,71452.0,0,111,38,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,38,11244.0,False,True,False,True,True,2,multiple_separated_blocks,374,Screenshot Bug × 38 → Forming Phase × 197 → Conduction × 66 → Screenshot Bug × 73,multiple_separated_bug_blocks
P-99p0936052974_VX-0p300439480401_LS-4p95355776339e-05_ST-340p036700638_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60568797302e-05_H-701e6757d1,701e6757d1,99.0936052974,0.300439480401,4.95355776339e-05,340.036700638,49.5355776339,True,61856.0,0,37,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,31795.0,False,True,True,True,False,1,one_contiguous_block,132,Screenshot Bug × 37 → Forming Phase × 33 → Conduction × 62,initial_empty_like_block_bug_only
P-99p5435087092_VX-0p559592851831_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p34132747676e-06_H-306f9d252b,306f9d252b,99.5435087092,0.559592851831,4.5e-05,300.0,45.0,True,13785.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,376,Initial Emptiness × 1 → Forming Phase × 74 → Conduction × 301,no_bug
P-99p7580068976_VX-0p617169232141_LS-5p71058654975e-05_ST-337p763092798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p81652803119e-06_H-765e346b33,765e346b33,99.7580068976,0.617169232141,5.71058654975e-05,337.763092798,57.1058654975,True,37841.0,0,37,37,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,37,15478.0,False,True,True,True,False,1,one_contiguous_block,268,Screenshot Bug × 37 → Forming Phase × 51 → Conduction × 180,initial_empty_like_block_bug_only
