benchmark,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps05,classifier_uncertainty_region_fraction_eps10,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps05,classifier_uncertainty_region_fraction_q10_eps10,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps05,classifier_uncertainty_region_fraction_q20_eps10,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps05,classifier_uncertainty_region_fraction_q30_eps10
ackley,classifier_margin,0,12,0.404,0.6524,0.9332,0.49,1000,0.715,0.98,0.488,2000,0.7055,0.9695,0.47933333333333333,3000,0.712,0.9683333333333334
ackley,classifier_margin,0,13,0.3992,0.667,0.9398,0.497,1000,0.728,0.98,0.492,2000,0.717,0.9705,0.47933333333333333,3000,0.7246666666666667,0.9696666666666667
ackley,classifier_margin,0,14,0.3854,0.6779,0.9408,0.497,1000,0.729,0.98,0.489,2000,0.7205,0.9705,0.47433333333333333,3000,0.727,0.9696666666666667
ackley,classifier_margin,0,15,0.3814,0.6819,0.9442,0.502,1000,0.718,0.979,0.491,2000,0.713,0.969,0.47533333333333333,3000,0.7173333333333334,0.969
ackley,classifier_margin,0,16,0.3778,0.6712,0.9449,0.499,1000,0.704,0.979,0.489,2000,0.6955,0.969,0.47333333333333333,3000,0.7016666666666667,0.9693333333333334
ackley,classifier_margin,0,17,0.3835,0.6778,0.9389,0.492,1000,0.686,0.969,0.4825,2000,0.684,0.959,0.471,3000,0.693,0.9603333333333334
ackley,classifier_margin,0,18,0.3915,0.6393,0.9181,0.501,1000,0.648,0.954,0.4915,2000,0.6455,0.9435,0.478,3000,0.6576666666666666,0.9476666666666667
ackley,classifier_margin,0,19,0.3968,0.6169,0.9159,0.501,1000,0.626,0.952,0.489,2000,0.622,0.941,0.47933333333333333,3000,0.6336666666666667,0.9436666666666667
ackley,classifier_margin,0,20,0.3985,0.6008,0.9197,0.496,1000,0.583,0.953,0.487,2000,0.591,0.943,0.4746666666666667,3000,0.5993333333333334,0.945
ackley,classifier_margin,0,21,0.3889,0.5925,0.9214,0.495,1000,0.58,0.953,0.4815,2000,0.584,0.9435,0.471,3000,0.592,0.9456666666666667
ackley,classifier_margin,0,22,0.3477,0.5932,0.9056,0.5,1000,0.646,0.954,0.483,2000,0.6415,0.9435,0.4643333333333333,3000,0.645,0.946
ackley,classifier_margin,0,23,0.3381,0.5911,0.9082,0.49,1000,0.648,0.955,0.4765,2000,0.6425,0.944,0.45766666666666667,3000,0.6463333333333333,0.9463333333333334
ackley,classifier_margin,0,24,0.3296,0.5929,0.9095,0.489,1000,0.654,0.951,0.4735,2000,0.6505,0.942,0.454,3000,0.6513333333333333,0.9453333333333334
ackley,classifier_margin,0,25,0.333,0.5934,0.9174,0.486,1000,0.656,0.953,0.471,2000,0.6465,0.9465,0.45466666666666666,3000,0.644,0.9496666666666667
ackley,classifier_margin,0,26,0.3311,0.5848,0.9208,0.483,1000,0.632,0.953,0.4715,2000,0.6225,0.9465,0.455,3000,0.6253333333333333,0.9496666666666667
ackley,classifier_margin,0,27,0.3298,0.5722,0.9205,0.475,1000,0.626,0.953,0.468,2000,0.6145,0.9465,0.45066666666666666,3000,0.6143333333333333,0.9496666666666667
ackley,classifier_margin,0,28,0.3218,0.559,0.9107,0.477,1000,0.631,0.952,0.4665,2000,0.619,0.9455,0.44633333333333336,3000,0.6153333333333333,0.9486666666666667
ackley,classifier_margin,0,29,0.3118,0.5452,0.8936,0.479,1000,0.639,0.95,0.4655,2000,0.623,0.9455,0.44333333333333336,3000,0.6163333333333333,0.9483333333333334
ackley,classifier_margin,0,30,0.3065,0.5531,0.8998,0.479,1000,0.649,0.957,0.4625,2000,0.6345,0.952,0.43933333333333335,3000,0.6253333333333333,0.9513333333333334
ackley,classifier_margin,0,31,0.3139,0.5564,0.899,0.485,1000,0.649,0.949,0.4655,2000,0.6325,0.9425,0.44166666666666665,3000,0.628,0.944
ackley,classifier_margin,0,32,0.3146,0.5437,0.9004,0.484,1000,0.62,0.952,0.4675,2000,0.6125,0.9435,0.444,3000,0.6076666666666667,0.944
ackley,classifier_margin,0,33,0.311,0.528,0.8819,0.488,1000,0.601,0.947,0.4685,2000,0.5975,0.941,0.446,3000,0.592,0.941
ackley,classifier_margin,0,34,0.3173,0.5077,0.8593,0.5,1000,0.56,0.929,0.4775,2000,0.56,0.92,0.4523333333333333,3000,0.558,0.919
ackley,classifier_margin,0,35,0.3209,0.5126,0.8594,0.499,1000,0.562,0.924,0.478,2000,0.5605,0.914,0.454,3000,0.5623333333333334,0.9113333333333333
ackley,classifier_margin,0,36,0.3238,0.5073,0.8588,0.498,1000,0.556,0.924,0.48,2000,0.5495,0.912,0.4563333333333333,3000,0.5496666666666666,0.909
ackley,classifier_margin,0,37,0.3107,0.5024,0.8512,0.487,1000,0.574,0.931,0.4735,2000,0.567,0.919,0.451,3000,0.563,0.9153333333333333
ackley,classifier_margin,0,38,0.3056,0.5078,0.8335,0.484,1000,0.601,0.925,0.4745,2000,0.581,0.9135,0.455,3000,0.5796666666666667,0.91
ackley,classifier_margin,0,39,0.3123,0.5009,0.8245,0.473,1000,0.57,0.926,0.4715,2000,0.558,0.9135,0.45666666666666667,3000,0.565,0.911
ackley,classifier_margin,0,40,0.3132,0.4923,0.8259,0.477,1000,0.55,0.918,0.47,2000,0.535,0.909,0.454,3000,0.5413333333333333,0.9063333333333333
ackley,classifier_margin,0,41,0.3178,0.4789,0.8271,0.479,1000,0.537,0.916,0.472,2000,0.5225,0.908,0.4583333333333333,3000,0.5263333333333333,0.9046666666666666
ackley,classifier_margin,0,42,0.3048,0.4753,0.8198,0.479,1000,0.55,0.932,0.471,2000,0.5335,0.921,0.456,3000,0.5393333333333333,0.917
ackley,classifier_margin,0,43,0.2985,0.4732,0.8076,0.475,1000,0.557,0.93,0.468,2000,0.534,0.9145,0.452,3000,0.54,0.91
ackley,classifier_margin,0,44,0.2785,0.4759,0.8005,0.466,1000,0.585,0.945,0.4565,2000,0.5665,0.929,0.437,3000,0.5726666666666667,0.9246666666666666
ackley,classifier_margin,0,45,0.2699,0.476,0.7903,0.467,1000,0.615,0.945,0.453,2000,0.5905,0.929,0.42966666666666664,3000,0.5956666666666667,0.9263333333333333
ackley,classifier_margin,0,46,0.2734,0.4648,0.7808,0.478,1000,0.595,0.943,0.4555,2000,0.578,0.926,0.43266666666666664,3000,0.583,0.922
ackley,classifier_margin,0,47,0.2764,0.4665,0.7841,0.474,1000,0.594,0.944,0.458,2000,0.5735,0.926,0.43233333333333335,3000,0.5813333333333334,0.9233333333333333
ackley,classifier_margin,0,48,0.2743,0.4631,0.7806,0.476,1000,0.594,0.937,0.4555,2000,0.5765,0.9225,0.42866666666666664,3000,0.5833333333333334,0.919
ackley,classifier_margin,0,49,0.2786,0.4535,0.7697,0.484,1000,0.59,0.932,0.4575,2000,0.571,0.917,0.43533333333333335,3000,0.5773333333333334,0.913
ackley,classifier_margin,0,50,0.2733,0.4561,0.7753,0.479,1000,0.593,0.936,0.453,2000,0.5795,0.921,0.43133333333333335,3000,0.5823333333333334,0.9166666666666666
ackley,classifier_margin,0,51,0.269,0.4535,0.7754,0.472,1000,0.586,0.936,0.4505,2000,0.572,0.9205,0.42833333333333334,3000,0.5733333333333334,0.9156666666666666
ackley,classifier_margin,0,52,0.2673,0.458,0.7811,0.47,1000,0.593,0.938,0.45,2000,0.574,0.9255,0.42966666666666664,3000,0.574,0.92
ackley,classifier_margin,0,53,0.2657,0.4551,0.7679,0.463,1000,0.588,0.935,0.448,2000,0.567,0.9215,0.4266666666666667,3000,0.5706666666666667,0.9163333333333333
ackley,classifier_margin,0,54,0.267,0.4507,0.7612,0.473,1000,0.589,0.937,0.4485,2000,0.5685,0.9215,0.428,3000,0.5683333333333334,0.917
ackley,classifier_margin,0,55,0.2527,0.455,0.7646,0.473,1000,0.613,0.941,0.445,2000,0.5905,0.927,0.4216666666666667,3000,0.587,0.9216666666666666
ackley,classifier_margin,0,56,0.2498,0.4518,0.7705,0.475,1000,0.629,0.942,0.4435,2000,0.6035,0.928,0.41733333333333333,3000,0.5963333333333334,0.9223333333333333
ackley,classifier_margin,0,57,0.2465,0.4523,0.7654,0.475,1000,0.631,0.941,0.4415,2000,0.61,0.927,0.4116666666666667,3000,0.6026666666666667,0.9206666666666666
ackley,classifier_margin,0,58,0.2412,0.4507,0.7696,0.475,1000,0.64,0.942,0.4395,2000,0.6165,0.9315,0.4063333333333333,3000,0.6063333333333333,0.9246666666666666
ackley,classifier_margin,0,59,0.2374,0.4437,0.7743,0.475,1000,0.651,0.942,0.4375,2000,0.6275,0.9325,0.4033333333333333,3000,0.609,0.926
ackley,classifier_margin,0,60,0.2425,0.4399,0.7723,0.472,1000,0.619,0.938,0.439,2000,0.603,0.927,0.4046666666666667,3000,0.591,0.9173333333333333
ackley,classifier_margin,0,61,0.2476,0.4251,0.7576,0.47,1000,0.603,0.926,0.442,2000,0.592,0.9175,0.4086666666666667,3000,0.5786666666666667,0.9086666666666666
ackley,classifier_margin,0,62,0.2533,0.4177,0.7497,0.466,1000,0.584,0.921,0.443,2000,0.575,0.9125,0.4096666666666667,3000,0.5626666666666666,0.9043333333333333
ackley,classifier_margin,0,63,0.2459,0.4224,0.7438,0.465,1000,0.617,0.923,0.435,2000,0.5975,0.916,0.4013333333333333,3000,0.5863333333333334,0.91
ackley,classifier_margin,0,64,0.248,0.4151,0.7486,0.473,1000,0.595,0.925,0.4405,2000,0.5805,0.916,0.407,3000,0.571,0.9103333333333333
ackley,classifier_margin,0,65,0.2378,0.4144,0.7535,0.48,1000,0.599,0.932,0.4425,2000,0.5855,0.9235,0.4056666666666667,3000,0.5783333333333334,0.9166666666666666
ackley,classifier_margin,0,66,0.2345,0.4142,0.7518,0.483,1000,0.607,0.93,0.442,2000,0.5935,0.924,0.4036666666666667,3000,0.58,0.918
ackley,classifier_margin,0,67,0.2255,0.4155,0.7545,0.486,1000,0.619,0.93,0.44,2000,0.607,0.9255,0.39766666666666667,3000,0.5946666666666667,0.9196666666666666
ackley,classifier_margin,0,68,0.227,0.4132,0.7467,0.483,1000,0.609,0.928,0.441,2000,0.5945,0.924,0.399,3000,0.5826666666666667,0.9166666666666666
ackley,classifier_margin,0,69,0.2206,0.4207,0.7538,0.484,1000,0.633,0.936,0.441,2000,0.618,0.9315,0.395,3000,0.604,0.9266666666666666
ackley,classifier_margin,0,70,0.2259,0.4143,0.745,0.483,1000,0.621,0.927,0.4415,2000,0.604,0.923,0.39866666666666667,3000,0.5906666666666667,0.9193333333333333
ackley,classifier_margin,0,71,0.2215,0.4158,0.7495,0.484,1000,0.621,0.936,0.4415,2000,0.602,0.9295,0.39666666666666667,3000,0.5903333333333334,0.925
ackley,classifier_margin,0,72,0.2203,0.4128,0.7524,0.483,1000,0.616,0.937,0.4405,2000,0.6005,0.9315,0.3983333333333333,3000,0.5896666666666667,0.926
ackley,classifier_margin,0,73,0.223,0.4023,0.7398,0.484,1000,0.597,0.92,0.443,2000,0.5825,0.913,0.4013333333333333,3000,0.575,0.9103333333333333
ackley,classifier_margin,0,74,0.2244,0.4036,0.7357,0.486,1000,0.599,0.916,0.4455,2000,0.582,0.9065,0.402,3000,0.5753333333333334,0.9056666666666666
ackley,classifier_margin,0,75,0.2317,0.3965,0.737,0.494,1000,0.575,0.915,0.454,2000,0.555,0.904,0.4136666666666667,3000,0.5526666666666666,0.903
ackley,classifier_margin,0,76,0.2317,0.3898,0.7379,0.494,1000,0.574,0.915,0.4545,2000,0.553,0.9035,0.4146666666666667,3000,0.5466666666666666,0.9023333333333333
ackley,classifier_margin,0,77,0.2307,0.3984,0.7321,0.492,1000,0.591,0.909,0.4545,2000,0.564,0.9005,0.41233333333333333,3000,0.5576666666666666,0.8986666666666666
ackley,classifier_margin,0,78,0.2317,0.4042,0.7274,0.493,1000,0.586,0.908,0.4545,2000,0.557,0.899,0.41233333333333333,3000,0.5536666666666666,0.8963333333333333
ackley,classifier_margin,0,79,0.2258,0.408,0.7305,0.489,1000,0.614,0.909,0.451,2000,0.5785,0.9,0.4063333333333333,3000,0.5706666666666667,0.8973333333333333
ackley,classifier_margin,0,80,0.2229,0.4021,0.7342,0.483,1000,0.614,0.909,0.4465,2000,0.577,0.9005,0.40166666666666667,3000,0.569,0.8983333333333333
ackley,classifier_margin,1,12,0.4898,0.7204,0.9362,0.486,1000,0.662,0.896,0.493,2000,0.689,0.9115,0.49,3000,0.696,0.911
ackley,classifier_margin,1,13,0.4699,0.6966,0.9407,0.483,1000,0.649,0.904,0.4895,2000,0.675,0.917,0.48733333333333334,3000,0.6823333333333333,0.917
ackley,classifier_margin,1,14,0.4683,0.678,0.9393,0.494,1000,0.632,0.899,0.4875,2000,0.6555,0.9145,0.48133333333333334,3000,0.6633333333333333,0.9153333333333333
ackley,classifier_margin,1,15,0.437,0.675,0.9475,0.487,1000,0.639,0.916,0.481,2000,0.663,0.932,0.478,3000,0.6676666666666666,0.9336666666666666
ackley,classifier_margin,1,16,0.3986,0.6679,0.9412,0.494,1000,0.655,0.921,0.4865,2000,0.6755,0.936,0.477,3000,0.6803333333333333,0.9376666666666666
ackley,classifier_margin,1,17,0.4106,0.6309,0.9251,0.496,1000,0.606,0.919,0.49,2000,0.6235,0.9345,0.4816666666666667,3000,0.6316666666666667,0.9356666666666666
ackley,classifier_margin,1,18,0.4085,0.6185,0.9301,0.493,1000,0.6,0.919,0.484,2000,0.6115,0.934,0.4776666666666667,3000,0.6163333333333333,0.9356666666666666
ackley,classifier_margin,1,19,0.4003,0.6055,0.9292,0.489,1000,0.587,0.913,0.4805,2000,0.598,0.928,0.4726666666666667,3000,0.6053333333333333,0.9306666666666666
ackley,classifier_margin,1,20,0.4003,0.5793,0.9247,0.492,1000,0.563,0.914,0.48,2000,0.5765,0.929,0.475,3000,0.5816666666666667,0.9306666666666666
ackley,classifier_margin,1,21,0.3942,0.575,0.928,0.485,1000,0.551,0.914,0.4765,2000,0.564,0.928,0.469,3000,0.5716666666666667,0.9303333333333333
ackley,classifier_margin,1,22,0.3905,0.5604,0.9183,0.478,1000,0.539,0.922,0.4745,2000,0.5525,0.934,0.466,3000,0.5586666666666666,0.9373333333333334
ackley,classifier_margin,1,23,0.3926,0.5546,0.9169,0.486,1000,0.529,0.91,0.4765,2000,0.546,0.9255,0.4686666666666667,3000,0.546,0.9283333333333333
ackley,classifier_margin,1,24,0.3814,0.5598,0.9187,0.485,1000,0.543,0.908,0.4715,2000,0.5575,0.924,0.46266666666666667,3000,0.5573333333333333,0.927
ackley,classifier_margin,1,25,0.379,0.5512,0.9176,0.491,1000,0.533,0.902,0.4695,2000,0.5455,0.921,0.462,3000,0.5463333333333333,0.9246666666666666
ackley,classifier_margin,1,26,0.3701,0.5383,0.9176,0.488,1000,0.526,0.899,0.464,2000,0.5335,0.918,0.45766666666666667,3000,0.534,0.9223333333333333
ackley,classifier_margin,1,27,0.3616,0.5359,0.9209,0.483,1000,0.535,0.899,0.458,2000,0.5425,0.918,0.45166666666666666,3000,0.5436666666666666,0.9223333333333333
ackley,classifier_margin,1,28,0.3548,0.5459,0.9215,0.481,1000,0.552,0.913,0.456,2000,0.565,0.9295,0.4503333333333333,3000,0.564,0.9336666666666666
ackley,classifier_margin,1,29,0.3665,0.5156,0.9233,0.484,1000,0.508,0.91,0.455,2000,0.5205,0.927,0.44966666666666666,3000,0.5216666666666666,0.9316666666666666
ackley,classifier_margin,1,30,0.3677,0.4968,0.9143,0.483,1000,0.492,0.893,0.4585,2000,0.5045,0.9095,0.452,3000,0.5046666666666667,0.917
ackley,classifier_margin,1,31,0.3475,0.5121,0.9157,0.487,1000,0.522,0.922,0.4585,2000,0.535,0.936,0.4503333333333333,3000,0.5403333333333333,0.9406666666666667
ackley,classifier_margin,1,32,0.3394,0.527,0.9133,0.486,1000,0.539,0.93,0.456,2000,0.556,0.942,0.44633333333333336,3000,0.562,0.9456666666666667
ackley,classifier_margin,1,33,0.337,0.521,0.9102,0.482,1000,0.533,0.932,0.4555,2000,0.5505,0.94,0.446,3000,0.555,0.9423333333333334
ackley,classifier_margin,1,34,0.3426,0.504,0.911,0.481,1000,0.506,0.932,0.4585,2000,0.521,0.9395,0.4493333333333333,3000,0.5236666666666666,0.942
ackley,classifier_margin,1,35,0.3418,0.4891,0.8962,0.474,1000,0.49,0.937,0.459,2000,0.5035,0.9395,0.449,3000,0.508,0.941
ackley,classifier_margin,1,36,0.3413,0.4938,0.9031,0.481,1000,0.488,0.939,0.4565,2000,0.503,0.941,0.449,3000,0.506,0.9423333333333334
ackley,classifier_margin,1,37,0.337,0.4802,0.8931,0.485,1000,0.48,0.937,0.4605,2000,0.499,0.9415,0.4513333333333333,3000,0.49933333333333335,0.9423333333333334
ackley,classifier_margin,1,38,0.3438,0.4617,0.8909,0.487,1000,0.457,0.931,0.4635,2000,0.475,0.936,0.453,3000,0.4723333333333333,0.9363333333333334
ackley,classifier_margin,1,39,0.3186,0.4789,0.8839,0.487,1000,0.502,0.94,0.4565,2000,0.5235,0.9445,0.44466666666666665,3000,0.5216666666666666,0.9456666666666667
ackley,classifier_margin,1,40,0.3024,0.4776,0.869,0.488,1000,0.518,0.942,0.456,2000,0.5395,0.945,0.43933333333333335,3000,0.533,0.945
ackley,classifier_margin,1,41,0.2974,0.4727,0.8688,0.486,1000,0.52,0.941,0.453,2000,0.5395,0.9445,0.436,3000,0.5326666666666666,0.944
ackley,classifier_margin,1,42,0.2946,0.4648,0.8708,0.487,1000,0.511,0.941,0.4565,2000,0.532,0.945,0.43766666666666665,3000,0.526,0.9446666666666667
ackley,classifier_margin,1,43,0.2994,0.4616,0.872,0.491,1000,0.504,0.93,0.4595,2000,0.519,0.938,0.44033333333333335,3000,0.5116666666666667,0.94
ackley,classifier_margin,1,44,0.3035,0.4464,0.8694,0.496,1000,0.479,0.917,0.4665,2000,0.494,0.9265,0.445,3000,0.4866666666666667,0.9316666666666666
ackley,classifier_margin,1,45,0.2972,0.4538,0.8685,0.506,1000,0.49,0.932,0.4715,2000,0.508,0.9435,0.44633333333333336,3000,0.502,0.9436666666666667
ackley,classifier_margin,1,46,0.2826,0.46,0.8638,0.503,1000,0.53,0.949,0.47,2000,0.5435,0.9565,0.44233333333333336,3000,0.531,0.956
ackley,classifier_margin,1,47,0.2792,0.4654,0.8547,0.499,1000,0.524,0.946,0.47,2000,0.544,0.954,0.44433333333333336,3000,0.5316666666666666,0.9536666666666667
ackley,classifier_margin,1,48,0.2817,0.4594,0.8562,0.505,1000,0.517,0.939,0.468,2000,0.5285,0.95,0.44433333333333336,3000,0.5226666666666666,0.9506666666666667
ackley,classifier_margin,1,49,0.2762,0.4566,0.8581,0.506,1000,0.528,0.941,0.4655,2000,0.5335,0.9515,0.44166666666666665,3000,0.5286666666666666,0.9533333333333334
ackley,classifier_margin,1,50,0.2734,0.4541,0.8477,0.504,1000,0.522,0.94,0.463,2000,0.5385,0.95,0.43933333333333335,3000,0.528,0.9493333333333334
ackley,classifier_margin,1,51,0.2627,0.459,0.8463,0.494,1000,0.549,0.946,0.4515,2000,0.5655,0.955,0.42966666666666664,3000,0.5573333333333333,0.9543333333333334
ackley,classifier_margin,1,52,0.257,0.4637,0.8531,0.494,1000,0.571,0.951,0.4465,2000,0.5875,0.96,0.425,3000,0.5806666666666667,0.961
ackley,classifier_margin,1,53,0.2567,0.4651,0.8483,0.489,1000,0.588,0.944,0.4435,2000,0.5985,0.953,0.4216666666666667,3000,0.5893333333333334,0.9556666666666667
ackley,classifier_margin,1,54,0.2528,0.4702,0.8467,0.488,1000,0.592,0.941,0.4435,2000,0.604,0.948,0.42,3000,0.5946666666666667,0.9506666666666667
ackley,classifier_margin,1,55,0.2509,0.4601,0.8456,0.485,1000,0.592,0.94,0.441,2000,0.6065,0.948,0.41733333333333333,3000,0.595,0.951
ackley,classifier_margin,1,56,0.2484,0.4616,0.8465,0.486,1000,0.594,0.952,0.44,2000,0.6105,0.9555,0.4166666666666667,3000,0.5966666666666667,0.9563333333333334
ackley,classifier_margin,1,57,0.245,0.4655,0.8377,0.49,1000,0.612,0.947,0.441,2000,0.622,0.951,0.419,3000,0.6063333333333333,0.953
ackley,classifier_margin,1,58,0.2392,0.4661,0.8308,0.474,1000,0.626,0.955,0.436,2000,0.627,0.9565,0.4156666666666667,3000,0.614,0.9553333333333334
ackley,classifier_margin,1,59,0.2401,0.463,0.8248,0.471,1000,0.621,0.946,0.437,2000,0.6185,0.9485,0.41533333333333333,3000,0.6033333333333334,0.944
ackley,classifier_margin,1,60,0.2348,0.4658,0.8231,0.474,1000,0.624,0.96,0.4355,2000,0.6285,0.9585,0.412,3000,0.612,0.9516666666666667
ackley,classifier_margin,1,61,0.2403,0.4577,0.8225,0.482,1000,0.611,0.956,0.4425,2000,0.6175,0.9545,0.4176666666666667,3000,0.5993333333333334,0.9473333333333334
ackley,classifier_margin,1,62,0.2405,0.4534,0.8131,0.476,1000,0.607,0.952,0.4405,2000,0.6125,0.949,0.418,3000,0.5936666666666667,0.939
ackley,classifier_margin,1,63,0.2316,0.451,0.8034,0.475,1000,0.618,0.952,0.4345,2000,0.6245,0.9465,0.408,3000,0.605,0.936
ackley,classifier_margin,1,64,0.2214,0.4496,0.8008,0.468,1000,0.649,0.957,0.428,2000,0.65,0.9515,0.39866666666666667,3000,0.629,0.9436666666666667
ackley,classifier_margin,1,65,0.2128,0.4507,0.7949,0.464,1000,0.662,0.957,0.422,2000,0.6625,0.9525,0.393,3000,0.641,0.945
ackley,classifier_margin,1,66,0.2147,0.4368,0.7995,0.477,1000,0.643,0.959,0.4275,2000,0.652,0.9535,0.3973333333333333,3000,0.6303333333333333,0.946
ackley,classifier_margin,1,67,0.2142,0.4406,0.8064,0.483,1000,0.637,0.966,0.4285,2000,0.6505,0.961,0.3983333333333333,3000,0.628,0.956
ackley,classifier_margin,1,68,0.2141,0.4396,0.8103,0.474,1000,0.628,0.966,0.428,2000,0.644,0.9635,0.399,3000,0.621,0.957
ackley,classifier_margin,1,69,0.2145,0.4336,0.8102,0.473,1000,0.626,0.966,0.428,2000,0.637,0.965,0.39966666666666667,3000,0.6136666666666667,0.9586666666666667
ackley,classifier_margin,1,70,0.2103,0.4349,0.8103,0.47,1000,0.641,0.967,0.425,2000,0.645,0.9655,0.39766666666666667,3000,0.622,0.96
ackley,classifier_margin,1,71,0.2198,0.4339,0.8013,0.472,1000,0.622,0.958,0.429,2000,0.6315,0.9555,0.4053333333333333,3000,0.6096666666666667,0.95
ackley,classifier_margin,1,72,0.2252,0.4287,0.793,0.469,1000,0.607,0.96,0.428,2000,0.6185,0.957,0.4053333333333333,3000,0.601,0.951
ackley,classifier_margin,1,73,0.2298,0.4272,0.7868,0.467,1000,0.597,0.957,0.429,2000,0.6075,0.954,0.408,3000,0.5923333333333334,0.9476666666666667
ackley,classifier_margin,1,74,0.2319,0.425,0.7778,0.475,1000,0.59,0.954,0.4355,2000,0.599,0.951,0.4126666666666667,3000,0.5846666666666667,0.9446666666666667
ackley,classifier_margin,1,75,0.2362,0.4157,0.7752,0.474,1000,0.581,0.953,0.44,2000,0.59,0.9485,0.417,3000,0.5703333333333334,0.942
ackley,classifier_margin,1,76,0.2265,0.4233,0.7684,0.479,1000,0.623,0.953,0.438,2000,0.626,0.9495,0.4096666666666667,3000,0.6063333333333333,0.9443333333333334
ackley,classifier_margin,1,77,0.227,0.4248,0.7667,0.479,1000,0.619,0.956,0.4375,2000,0.6185,0.9515,0.4096666666666667,3000,0.6043333333333333,0.9453333333333334
ackley,classifier_margin,1,78,0.2178,0.427,0.7681,0.478,1000,0.631,0.959,0.433,2000,0.629,0.9535,0.4056666666666667,3000,0.6136666666666667,0.947
ackley,classifier_margin,1,79,0.2164,0.4269,0.7688,0.478,1000,0.638,0.955,0.4305,2000,0.6325,0.951,0.4043333333333333,3000,0.6156666666666667,0.9426666666666667
ackley,classifier_margin,1,80,0.2115,0.4248,0.7658,0.477,1000,0.644,0.955,0.427,2000,0.644,0.952,0.39766666666666667,3000,0.6226666666666667,0.944
ackley,classifier_margin,2,12,0.4202,0.7433,0.9358,0.504,1000,0.746,0.944,0.4955,2000,0.7505,0.947,0.49166666666666664,3000,0.7496666666666667,0.943
ackley,classifier_margin,2,13,0.4268,0.7379,0.9361,0.507,1000,0.74,0.944,0.501,2000,0.744,0.947,0.49433333333333335,3000,0.7423333333333333,0.943
ackley,classifier_margin,2,14,0.4278,0.7324,0.9362,0.508,1000,0.737,0.944,0.5025,2000,0.7395,0.947,0.49033333333333334,3000,0.7383333333333333,0.943
ackley,classifier_margin,2,15,0.4319,0.7271,0.9402,0.512,1000,0.718,0.946,0.5055,2000,0.72,0.9505,0.493,3000,0.7183333333333334,0.9463333333333334
ackley,classifier_margin,2,16,0.4278,0.7143,0.9406,0.509,1000,0.705,0.946,0.5025,2000,0.7075,0.9505,0.489,3000,0.705,0.9463333333333334
ackley,classifier_margin,2,17,0.4308,0.6951,0.9408,0.503,1000,0.675,0.945,0.497,2000,0.6785,0.9495,0.48233333333333334,3000,0.6726666666666666,0.9456666666666667
ackley,classifier_margin,2,18,0.4288,0.6824,0.9427,0.494,1000,0.664,0.948,0.488,2000,0.666,0.9515,0.475,3000,0.6596666666666666,0.9473333333333334
ackley,classifier_margin,2,19,0.4278,0.6798,0.9454,0.479,1000,0.649,0.951,0.481,2000,0.651,0.9535,0.4686666666666667,3000,0.648,0.9493333333333334
ackley,classifier_margin,2,20,0.4258,0.6695,0.9487,0.473,1000,0.638,0.955,0.4765,2000,0.6375,0.957,0.4643333333333333,3000,0.637,0.9523333333333334
ackley,classifier_margin,2,21,0.3675,0.6675,0.9404,0.461,1000,0.661,0.952,0.4615,2000,0.67,0.956,0.4483333333333333,3000,0.6693333333333333,0.952
ackley,classifier_margin,2,22,0.3598,0.6639,0.9436,0.463,1000,0.661,0.958,0.4575,2000,0.668,0.96,0.44433333333333336,3000,0.666,0.9556666666666667
ackley,classifier_margin,2,23,0.357,0.6631,0.9478,0.464,1000,0.665,0.96,0.457,2000,0.6715,0.9605,0.44166666666666665,3000,0.6643333333333333,0.9576666666666667
ackley,classifier_margin,2,24,0.3533,0.6624,0.95,0.46,1000,0.673,0.959,0.454,2000,0.674,0.9625,0.43966666666666665,3000,0.6663333333333333,0.961
ackley,classifier_margin,2,25,0.343,0.6607,0.9486,0.457,1000,0.671,0.96,0.453,2000,0.673,0.963,0.43633333333333335,3000,0.666,0.96
ackley,classifier_margin,2,26,0.349,0.6535,0.9514,0.455,1000,0.665,0.964,0.4545,2000,0.658,0.9665,0.44233333333333336,3000,0.6513333333333333,0.9616666666666667
ackley,classifier_margin,2,27,0.3081,0.6553,0.9411,0.456,1000,0.696,0.958,0.445,2000,0.694,0.9635,0.429,3000,0.6846666666666666,0.9613333333333334
ackley,classifier_margin,2,28,0.2806,0.6461,0.9283,0.459,1000,0.739,0.961,0.4495,2000,0.736,0.966,0.428,3000,0.725,0.9636666666666667
ackley,classifier_margin,2,29,0.2863,0.6337,0.932,0.461,1000,0.713,0.964,0.449,2000,0.7135,0.968,0.42766666666666664,3000,0.703,0.9646666666666667
ackley,classifier_margin,2,30,0.2925,0.614,0.9328,0.469,1000,0.692,0.963,0.458,2000,0.6855,0.967,0.436,3000,0.676,0.963
ackley,classifier_margin,2,31,0.2994,0.602,0.9311,0.472,1000,0.672,0.964,0.462,2000,0.665,0.968,0.44133333333333336,3000,0.6543333333333333,0.9623333333333334
ackley,classifier_margin,2,32,0.2735,0.6039,0.9203,0.47,1000,0.701,0.964,0.453,2000,0.6985,0.9675,0.42333333333333334,3000,0.69,0.9623333333333334
