simulation_id,source_relative_path,raw_source_relative_path,position_bounds_order,formula,internal_unit,reported_unit,valid_melt_row_count,invalid_rule,T0_observation_count,adaptive_observation_count,nonfinite_height_count,negative_height_count,minimum_height_m,median_height_m,maximum_height_m,T0_total_height_m_recomputed,Phase1_delta_z_T0_m,T0_reproduction_absolute_error_m,identity_verified,penetration_depth_not_substituted,usable_for_primary_target,pinned_revision
sim_00050,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00050.parquet,final_data_processed/sim_00050/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97597,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19523,86694,0,0,0.0,8.132476068567485e-05,8.986290049506351e-05,8.47542833071202e-05,8.475428e-05,3.3071202026890845e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00051,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00051.parquet,final_data_processed/sim_00051/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,78829,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,15766,56937,0,0,0.0,7.514170283684507e-05,8.022075053304434e-05,7.897388422861695e-05,7.897388499999999e-05,7.713830388247217e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00052,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00052.parquet,final_data_processed/sim_00052/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,96004,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11824,60456,0,0,0.0,5.9640409745043144e-05,0.00013534286699723452,6.829890480730683e-05,6.829890499999999e-05,1.9269316502666667e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00053,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00053.parquet,final_data_processed/sim_00053/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,78378,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10184,52071,0,0,0.0,5.377140041673556e-05,6.752277113264427e-05,6.658750862698071e-05,6.658751e-05,1.3730192926619117e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00054,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00054.parquet,final_data_processed/sim_00054/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,53214,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10647,43991,0,0,0.0,7.419862231472507e-05,8.585678733652458e-05,8.22878791950643e-05,8.228788000000001e-05,8.04935707931359e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00055,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00055.parquet,final_data_processed/sim_00055/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99979,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17604,90029,0,0,0.0,7.458255277015269e-05,8.637148857815191e-05,8.231964238802902e-05,8.231964e-05,2.3880290241995797e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00056,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00056.parquet,final_data_processed/sim_00056/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,88616,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11498,58791,0,0,0.0,6.115500582382083e-05,7.224955334095284e-05,7.077014379319735e-05,7.077014499999999e-05,1.2068026428429385e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00057,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00057.parquet,final_data_processed/sim_00057/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98805,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19262,88442,0,0,0.0,8.048000745475292e-05,0.00015224474191199988,8.450437962892465e-05,8.450438e-05,3.710753492675023e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00058,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00058.parquet,final_data_processed/sim_00058/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102695,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13444,68746,0,0,0.0,6.66380874463357e-05,0.00014885037671774626,0.00011921504847123288,0.00011921505,1.5287671302488537e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00059,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00059.parquet,final_data_processed/sim_00059/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,95961,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19195,84145,0,0,0.0,8.877361688064411e-05,9.948654769686982e-05,9.430929640075192e-05,9.43093e-05,3.599248083276975e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00060,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00060.parquet,final_data_processed/sim_00060/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,82849,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10591,54151,0,0,0.0,6.045927875675261e-05,6.985785876167938e-05,6.850958743598312e-05,6.850958999999999e-05,2.5640168699152255e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00061,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00061.parquet,final_data_processed/sim_00061/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,52520,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10508,42687,0,0,0.0,7.47705707908608e-05,0.00015782918490003794,0.00011867936336784624,0.000118679365,1.6321537627287871e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00062,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00062.parquet,final_data_processed/sim_00062/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,96261,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19255,84251,0,0,0.0,8.376855839742348e-05,9.567751112626866e-05,9.423254959983751e-05,9.423255e-05,4.001624877812693e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00063,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00063.parquet,final_data_processed/sim_00063/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,84012,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10764,55036,0,0,0.0,6.068109541956801e-05,7.31316176825203e-05,6.879975990159437e-05,6.879976e-05,9.840563151668202e-14,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00064,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00064.parquet,final_data_processed/sim_00064/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,51159,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10235,40466,0,0,0.0,7.916046160971746e-05,8.769638952799141e-05,8.582341979490593e-05,8.582342e-05,2.0509406618764853e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00065,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00065.parquet,final_data_processed/sim_00065/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,86115,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10893,55696,0,0,0.0,6.280006346059963e-05,7.497351907659322e-05,7.368124352069572e-05,7.368124e-05,3.520695711421544e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00066,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00066.parquet,final_data_processed/sim_00066/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97365,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19476,86018,0,0,0.0,8.6587191617582e-05,0.00015831015480216593,9.369333565700799e-05,9.3693335e-05,6.570079902215933e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00067,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00067.parquet,final_data_processed/sim_00067/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,92693,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18540,78601,0,0,0.0,8.462990081170574e-05,9.793770004762337e-05,9.502163447905332e-05,9.5021635e-05,5.209466755543013e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00068,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00068.parquet,final_data_processed/sim_00068/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,87274,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10500,53684,0,0,0.0,5.9528085330384783e-05,0.0001422873028786853,0.00010676831516320817,0.0001067683149999,1.633081690710636e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00069,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00069.parquet,final_data_processed/sim_00069/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,77664,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,15533,54092,0,0,0.0,7.458316758857109e-05,8.466601138934493e-05,8.281032933155075e-05,8.281033000000001e-05,6.684492640397083e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00070,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00070.parquet,final_data_processed/sim_00070/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,89782,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11100,56752,0,0,0.0,6.179150295793079e-05,7.365795318037271e-05,7.156308129196987e-05,7.156308e-05,1.291969867677975e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00071,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00071.parquet,final_data_processed/sim_00071/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,77294,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,15459,53416,0,0,0.0,7.44665703678038e-05,0.00011290799011476338,8.253553824033588e-05,8.253553999999999e-05,1.7596641103869576e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00072,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00072.parquet,final_data_processed/sim_00072/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,86152,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10239,52347,0,0,0.0,5.936371599091217e-05,7.431834819726646e-05,7.252206705743447e-05,7.252207e-05,2.9425655298899803e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00073,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00073.parquet,final_data_processed/sim_00073/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99885,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17630,90158,0,0,0.0,8.706816151970997e-05,9.849521302385256e-05,8.867941505741328e-05,8.8679415e-05,5.74132755226664e-14,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00074,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00074.parquet,final_data_processed/sim_00074/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103893,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13152,67248,0,0,0.0,7.044454105198383e-05,8.327398245455697e-05,8.212762622861192e-05,8.2127625e-05,1.2286119116435706e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00075,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00075.parquet,final_data_processed/sim_00075/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102606,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12949,66211,0,0,0.0,7.267955515999347e-05,8.478920790366828e-05,8.061718108365312e-05,8.061718e-05,1.0836531189528306e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00076,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00076.parquet,final_data_processed/sim_00076/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102043,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,15380,78644,0,0,0.0,7.95021333033219e-05,9.217898332281038e-05,8.710523616173305e-05,8.7105235e-05,1.161733049711601e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00077,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00077.parquet,final_data_processed/sim_00077/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,101377,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,15821,80911,0,0,0.0,8.263088966486976e-05,9.342958219349384e-05,8.644223271403462e-05,8.644223e-05,2.7140346177054187e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00078,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00078.parquet,final_data_processed/sim_00078/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,85543,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17109,66759,0,0,0.0,8.236423309426755e-05,9.371559281134978e-05,9.121659968513995e-05,9.12166e-05,3.148600493827966e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00079,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00079.parquet,final_data_processed/sim_00079/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,100806,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12896,65946,0,0,0.0,7.367180296569131e-05,8.330198033945635e-05,8.182770034181885e-05,8.18277e-05,3.418188583743931e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00080,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00080.parquet,final_data_processed/sim_00080/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,85528,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10923,55849,0,0,0.0,6.832110011600889e-05,7.732748781563714e-05,7.577778160339221e-05,7.577777999999999e-05,1.6033922236799447e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00081,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00081.parquet,final_data_processed/sim_00081/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97034,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11904,60864,0,0,0.0,6.713877519359812e-05,8.177491690730676e-05,7.990402082214132e-05,7.990402e-05,8.221413187823462e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00082,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00082.parquet,final_data_processed/sim_00082/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97258,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19455,85887,0,0,0.0,9.541620966047049e-05,0.00010544351243879646,9.854722884483635e-05,9.854723e-05,1.1551636519080768e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00083,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00083.parquet,final_data_processed/sim_00083/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,105084,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12101,61864,0,0,0.0,6.925001071067527e-05,0.00014670747623313218,8.175858965842053e-05,8.175859e-05,3.415794665347083e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00084,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00084.parquet,final_data_processed/sim_00084/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98715,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11377,58164,0,0,0.0,6.637014303123578e-05,8.014852937776595e-05,7.872773130657151e-05,7.872773e-05,1.3065715095137223e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00085,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00085.parquet,final_data_processed/sim_00085/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99956,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17877,90333,0,0,0.0,8.990201968117617e-05,0.00010102355008712038,9.223623783327639e-05,9.223624e-05,2.166723614763222e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00086,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00086.parquet,final_data_processed/sim_00086/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98231,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10951,55986,0,0,0.0,6.594078877242282e-05,0.00013553003373090178,7.74228828959167e-05,7.742288e-05,2.8959167014267276e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00087,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00087.parquet,final_data_processed/sim_00087/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,87233,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17447,69101,0,0,0.0,8.677563164383173e-05,9.86363083939068e-05,9.687153942650184e-05,9.687154e-05,5.73498158142581e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00088,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00088.parquet,final_data_processed/sim_00088/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102884,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14200,72608,0,0,0.0,7.909884516266175e-05,8.980704296845943e-05,8.824766700854525e-05,8.824766999999999e-05,2.99145474016993e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00089,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00089.parquet,final_data_processed/sim_00089/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,86760,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17352,68306,0,0,0.0,8.723343853489496e-05,9.779848187463358e-05,9.587977547198534e-05,9.5879775e-05,4.719853387248271e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00090,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00090.parquet,final_data_processed/sim_00090/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,93505,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18703,79341,0,0,0.0,9.049024083651602e-05,0.00011022295075235888,0.00010691783245420083,0.00010691783,2.45420083723729e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00091,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00091.parquet,final_data_processed/sim_00091/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,101411,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12086,61793,0,0,0.0,7.056760659907013e-05,0.000154744295286946,8.182847159332596e-05,8.182847000000001e-05,1.593325948609503e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00092,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00092.parquet,final_data_processed/sim_00092/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,86616,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10471,53536,0,0,0.0,6.547859811689705e-05,7.790618110448122e-05,7.410620310110971e-05,7.41062e-05,3.1011097146151426e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00093,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00093.parquet,final_data_processed/sim_00093/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103283,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11703,59824,0,0,0.0,6.831219070591033e-05,8.235852874349803e-05,7.994008774403483e-05,7.994009e-05,2.255965176494769e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00094,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00094.parquet,final_data_processed/sim_00094/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,95935,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11706,59849,0,0,0.0,7.05286511220038e-05,8.448815060546622e-05,8.005038034752943e-05,8.005038e-05,3.4752943253203716e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00095,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00095.parquet,final_data_processed/sim_00095/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98904,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18292,88994,0,0,0.0,0.00014361403009388596,0.00018147153605241328,9.287827924708836e-05,9.287828e-05,7.529116354898849e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00096,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00096.parquet,final_data_processed/sim_00096/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102950,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14781,75575,0,0,0.0,8.147351036313921e-05,9.378040704177693e-05,9.230428258888423e-05,9.230428e-05,2.5888842393635703e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00097,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00097.parquet,final_data_processed/sim_00097/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,79527,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,15906,55877,0,0,0.0,7.958876085467637e-05,0.00010457741154823452,8.689607057021931e-05,8.689607000000001e-05,5.702193003800232e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00098,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00098.parquet,final_data_processed/sim_00098/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,81293,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,16259,58821,0,0,0.0,8.007306314539164e-05,9.024459723150358e-05,8.826828707242385e-05,8.826829000000001e-05,2.927576163804825e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00099,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00099.parquet,final_data_processed/sim_00099/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103817,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13014,66543,0,0,0.0,7.963753887452185e-05,9.544762724544853e-05,8.612948658992536e-05,8.6129485e-05,1.5899253620480294e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
