experiment_name,has_keyhole,has_conduction,labelled_frame_count,relevant_physical_frame_count,keyhole_frame_count,keyhole_fraction_of_relevant_physical_frames,keyhole_segment_count,maximum_keyhole_segment_frames,keyhole_transient_by_sequence,keyhole_persistent_to_last_physical_frame,repeated_keyhole_episodes,keyhole_timing_relative_to_T0,keyhole_persistence_group,collapsed_physical_sequence,frames_csv_sha256,label_sequence_sha256,keyhole_negative_contains_conduction,keyhole_negative_without_conduction
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,True,True,425,238,4,0.0168067226890756,2,3,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Keyhole -> Conduction,7170c67dfabb3444d7f51bdd215f82b30935ccdc8de8c53a45371bf82ce91755,00ed13003e6a4a7816eff414462c822b0e32714a8923a07afc96b0ec1dcc8586,False,False
P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,True,True,289,230,182,0.7913043478260869,2,180,True,False,True,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Keyhole -> Conduction,0a64b71e07dfdc1b075b7e3b60a59edeb0b3db1330edfc596f08692202fb6f70,4483f96b69122330e78f6ad3bf5bd82630fb653a3714c339355567a5ae8d787a,False,False
P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,True,True,428,221,3,0.0135746606334841,2,2,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Conduction -> Keyhole -> Conduction,9a8cc6ed2e9f14079660cf2c6a37bc6ee9b3d4a78328e20efbdd3ab827a94da0,d7b83bee4626b942127d6ee773cbce5d6a643817ba0935ec37044ff31700e573,False,False
P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,True,False,184,151,133,0.8807947019867549,1,133,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,7e7a61436c5fc2e970503bd7a11c378587f72320bbcdbbfaa6d36ea48c7b43d9,2dba96e6af7145ce8c71fb2e88db5a84198e420fdee25443591747f8716553a4,False,False
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,True,False,270,216,193,0.8935185185185185,1,193,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,fbd997e265c58bdbc83b31da8a2e4ab67f2b0b74ebbfe82e783b02a4dd7ed47b,e95f8c2da669f79f9ea7a70dc945dd21918e6f63985697c3cb90af7b47557ab9,False,False
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,True,False,111,77,63,0.8181818181818182,1,63,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,f4fa0596fb508028683555608183df9d19a53c0e197fa2e8463956d4a3f4683c,c93a1b10a92c7ec4b036ccbae94cb4d510fcc172ecadb425b65abda079926b2b,False,False
P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,True,False,176,141,122,0.8652482269503546,1,122,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,2fcea33f181273b5672dc7565b5a9b687f2ac7cd9b70f10ddd87b0270f3ce5ea,110e8621ebdf33ac66de358e2528497980246b0d11c83ca2649c486f420844ad,False,False
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,False,True,423,223,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,2ef381e66bef6c478e0ade7475a2f7d40218ff6774156ad2417cd0adf0238160,24d7fc44955ba1f7f7e0a20d83d2c1c12085804f921b134fa49fb75861fbf9e2,True,False
P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,True,False,298,214,181,0.8457943925233645,1,181,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,f6f2c3343cc22cde40af89f554c34299b2d2e11f87262cc2265e7d838f448b19,7744f960785944d0e320683590fabe7ecc2ae30a2b9a27cd61c7db05acf200b0,False,False
P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,True,True,323,216,144,0.6666666666666666,9,125,False,True,True,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole,01ad312ca79f47b703ee79ebba7da7e6b7dede70ec3bee05ea2ca42b0a5a24ff,b27f175e067f0c5abb61b37371d9cce706acc1fc68a7a2bf528d713845f672f8,False,False
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,True,False,173,140,123,0.8785714285714286,1,123,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,085bf38ec7a8d1ebedab706e49ece443ed52ed5687a7051cd1aafe763644738f,cdb95dc3fb79f3b3e76d40944329e7ee9bb149f385e3901940d6fb7b6112b6c3,False,False
P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,True,True,398,225,2,0.0088888888888888,1,2,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Conduction,4fc4d35e4b3a578506538864a1fbfb9363d8ab156d3c057302177c6f9eda1fbb,18e019162ea7dbfdbe600a76a03014d9420a1557c8048772e157930747a6452b,False,False
P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,True,True,417,209,23,0.1100478468899521,2,22,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Keyhole -> Conduction,5abb0579e26ae13a9a51b78c4c2b6c64153f51716cf78cf5521652a7eae60073,38555c23b712e5b68212baacd50756ca01612785d371868ef9def75ead082dd3,False,False
P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,True,False,316,208,180,0.8653846153846154,1,180,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,292bc9cef559d0e3f6a3cfee668b55f6287447c90f02e77b07facf79e28a38f0,8fa5b513a740c2c16721dd24e8f5bf93af9cd06cafe27e720bccc543492afd31,False,False
