partition,experiment_name,segment_number,start_frame_index,end_frame_index,start_timestep,end_timestep,labelled_frame_count,followed_by_non_keyhole_physical_label,physical_time_duration_available,duration_ms
new-data,P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,1,68,89,19474,25152,22,True,False,
new-data,P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,2,92,92,25963,25963,1,True,False,
new-data,P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,1,62,241,22786,88644,180,False,False,
old-data-local,P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,1,178,198,61921,68795,21,False,False,
old-data-local,P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,1,141,150,65096,68795,10,False,False,
old-data-local,P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,1,142,171,57151,68795,30,False,False,
old-data-local,P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,1,73,240,35847,115599,168,False,False,
old-data-local,P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,1,78,227,39756,115599,150,False,False,
old-data-local,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,162,208,90647,115599,47,False,False,
old-data-local,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,1,69,111,72137,115599,43,False,False,
old-data-local,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,111,237,54016,115599,127,False,False,
old-data-remote-clean,P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,1,76,239,36703,111554,164,False,False,
old-data-remote-clean,P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,1,70,158,51471,115599,89,False,False,
