population,repeat,comparison,budget,jaccard,shared,first_path_divergence
main_364,9,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
main_364,9,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
main_364,9,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,17
main_364,9,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,17
main_364,9,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6458333333333334,62,17
main_364,10,P1_M3_MARGIN_MONO-P0,24,1.0,24,28
main_364,10,P1_M3_MARGIN_MONO-P0,40,0.8181818181818182,36,28
main_364,10,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,28
main_364,10,P1_M3_MARGIN_MONO-P0,80,0.6,60,28
main_364,10,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,10,P2_MONO_BISECTION_M3-P0,40,0.40350877192982454,23,17
main_364,10,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
main_364,10,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
main_364,10,P3_MONO_EXPECTED_GAIN_M3-P0,24,1.0,24,19
main_364,10,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7021276595744681,33,19
main_364,10,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,19
main_364,10,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6326530612244898,62,19
main_364,11,P1_M3_MARGIN_MONO-P0,24,0.8461538461538461,22,23
main_364,11,P1_M3_MARGIN_MONO-P0,40,0.7391304347826086,34,23
main_364,11,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,23
main_364,11,P1_M3_MARGIN_MONO-P0,80,0.6326530612244898,62,23
main_364,11,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,18
main_364,11,P2_MONO_BISECTION_M3-P0,40,0.45454545454545453,25,18
main_364,11,P2_MONO_BISECTION_M3-P0,60,0.7142857142857143,50,18
main_364,11,P2_MONO_BISECTION_M3-P0,80,0.6666666666666666,64,18
main_364,11,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.8461538461538461,22,23
main_364,11,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.8181818181818182,36,23
main_364,11,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6901408450704225,49,23
main_364,11,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6494845360824743,63,23
main_364,12,P1_M3_MARGIN_MONO-P0,24,1.0,24,41
main_364,12,P1_M3_MARGIN_MONO-P0,40,1.0,40,41
main_364,12,P1_M3_MARGIN_MONO-P0,60,0.6901408450704225,49,41
main_364,12,P1_M3_MARGIN_MONO-P0,80,0.6382978723404256,60,41
main_364,12,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,12,P2_MONO_BISECTION_M3-P0,40,0.45454545454545453,25,17
main_364,12,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
main_364,12,P2_MONO_BISECTION_M3-P0,80,0.6161616161616161,61,17
main_364,12,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
main_364,12,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6666666666666666,32,17
main_364,12,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7142857142857143,50,17
main_364,12,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6595744680851063,62,17
main_364,13,P1_M3_MARGIN_MONO-P0,24,1.0,24,37
main_364,13,P1_M3_MARGIN_MONO-P0,40,0.9047619047619048,38,37
main_364,13,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,37
main_364,13,P1_M3_MARGIN_MONO-P0,80,0.6526315789473685,62,37
main_364,13,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,13,P2_MONO_BISECTION_M3-P0,40,0.3793103448275862,22,17
main_364,13,P2_MONO_BISECTION_M3-P0,60,0.6216216216216216,46,17
main_364,13,P2_MONO_BISECTION_M3-P0,80,0.6,60,17
main_364,13,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
main_364,13,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7777777777777778,35,17
main_364,13,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6901408450704225,49,17
main_364,13,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6421052631578947,61,17
main_364,14,P1_M3_MARGIN_MONO-P0,24,1.0,24,40
main_364,14,P1_M3_MARGIN_MONO-P0,40,0.9512195121951219,39,40
main_364,14,P1_M3_MARGIN_MONO-P0,60,0.7647058823529411,52,40
main_364,14,P1_M3_MARGIN_MONO-P0,80,0.6808510638297872,64,40
main_364,14,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,14,P2_MONO_BISECTION_M3-P0,40,0.48148148148148145,26,17
main_364,14,P2_MONO_BISECTION_M3-P0,60,0.7391304347826086,51,17
main_364,14,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
main_364,14,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.8461538461538461,22,17
main_364,14,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7391304347826086,34,17
main_364,14,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7647058823529411,52,17
main_364,14,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6808510638297872,64,17
main_364,15,P1_M3_MARGIN_MONO-P0,24,1.0,24,46
main_364,15,P1_M3_MARGIN_MONO-P0,40,1.0,40,46
main_364,15,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,46
main_364,15,P1_M3_MARGIN_MONO-P0,80,0.65625,63,46
main_364,15,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,15,P2_MONO_BISECTION_M3-P0,40,0.42857142857142855,24,17
main_364,15,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
main_364,15,P2_MONO_BISECTION_M3-P0,80,0.6494845360824743,63,17
main_364,15,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
main_364,15,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6666666666666666,32,17
main_364,15,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7647058823529411,52,17
main_364,15,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,17
main_364,16,P1_M3_MARGIN_MONO-P0,24,1.0,24,37
main_364,16,P1_M3_MARGIN_MONO-P0,40,0.9047619047619048,38,37
main_364,16,P1_M3_MARGIN_MONO-P0,60,0.7142857142857143,50,37
main_364,16,P1_M3_MARGIN_MONO-P0,80,0.6458333333333334,62,37
main_364,16,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,16,P2_MONO_BISECTION_M3-P0,40,0.3793103448275862,22,17
main_364,16,P2_MONO_BISECTION_M3-P0,60,0.5584415584415584,43,17
main_364,16,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
main_364,16,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5483870967741935,17,17
main_364,16,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,17
main_364,16,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6901408450704225,49,17
main_364,16,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6494845360824743,63,17
main_364,17,P1_M3_MARGIN_MONO-P0,24,1.0,24,48
main_364,17,P1_M3_MARGIN_MONO-P0,40,1.0,40,48
main_364,17,P1_M3_MARGIN_MONO-P0,60,0.8181818181818182,54,48
main_364,17,P1_M3_MARGIN_MONO-P0,80,0.6666666666666666,64,48
main_364,17,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,17,P2_MONO_BISECTION_M3-P0,40,0.3559322033898305,21,17
main_364,17,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
main_364,17,P2_MONO_BISECTION_M3-P0,80,0.6,60,17
main_364,17,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
main_364,17,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,17
main_364,17,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7142857142857143,50,17
main_364,17,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6185567010309279,60,17
main_364,18,P1_M3_MARGIN_MONO-P0,24,1.0,24,25
main_364,18,P1_M3_MARGIN_MONO-P0,40,0.7777777777777778,35,25
main_364,18,P1_M3_MARGIN_MONO-P0,60,0.6666666666666666,48,25
main_364,18,P1_M3_MARGIN_MONO-P0,80,0.6224489795918368,61,25
main_364,18,P2_MONO_BISECTION_M3-P0,24,0.6,18,17
main_364,18,P2_MONO_BISECTION_M3-P0,40,0.3333333333333333,20,17
main_364,18,P2_MONO_BISECTION_M3-P0,60,0.5789473684210527,44,17
main_364,18,P2_MONO_BISECTION_M3-P0,80,0.5686274509803921,58,17
main_364,18,P3_MONO_EXPECTED_GAIN_M3-P0,24,1.0,24,18
main_364,18,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6666666666666666,32,18
main_364,18,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6216216216216216,46,18
main_364,18,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6020408163265306,59,18
main_364,19,P1_M3_MARGIN_MONO-P0,24,1.0,24,37
main_364,19,P1_M3_MARGIN_MONO-P0,40,0.9512195121951219,39,37
main_364,19,P1_M3_MARGIN_MONO-P0,60,0.7910447761194029,53,37
main_364,19,P1_M3_MARGIN_MONO-P0,80,0.6666666666666666,64,37
main_364,19,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,19,P2_MONO_BISECTION_M3-P0,40,0.40350877192982454,23,17
main_364,19,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
main_364,19,P2_MONO_BISECTION_M3-P0,80,0.6,60,17
main_364,19,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.7142857142857143,20,17
main_364,19,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6,30,17
main_364,19,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7647058823529411,52,17
main_364,19,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7021276595744681,66,17
main_364,20,P1_M3_MARGIN_MONO-P0,24,1.0,24,35
main_364,20,P1_M3_MARGIN_MONO-P0,40,0.9512195121951219,39,35
main_364,20,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,35
main_364,20,P1_M3_MARGIN_MONO-P0,80,0.65625,63,35
main_364,20,P2_MONO_BISECTION_M3-P0,24,0.6551724137931034,19,17
main_364,20,P2_MONO_BISECTION_M3-P0,40,0.45454545454545453,25,17
main_364,20,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
main_364,20,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
main_364,20,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
main_364,20,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7777777777777778,35,17
main_364,20,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7142857142857143,50,17
main_364,20,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.65625,63,17
