population_row_index,experiment_name,truth,P,VX,LS,LS_um,ST,log_h,heldout_q20_occurrences,corrected_occurrences,worsened_occurrences,mean_physics_probability,mean_residual_correction,mean_abs_residual_correction,mean_combined_probability
392,P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,1,240.318887809,0.361018894241,4.85509578057e-05,48.5509578057,398.513006139,20.890724185090264,17,0,0,0.8026423811210603,0.06853153158543168,0.1076157458592274,0.7710923652453416
119,P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,0,364.483174853,0.95103094401,4.26115279421e-05,42.6115279421,393.929813999,21.018663328636627,20,0,0,0.89806644849448,-0.10236489311448013,0.10441592560188184,0.8332722700531804
65,P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,0,240.986949999,0.621810109213,6.5255993688e-05,65.255993688,389.31118835,20.178092032435877,1,0,0,0.07517289206321924,0.10135750557049002,0.10135750557049002,0.1333224469453853
299,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,243.936893462,0.545516283598,5.6904291389e-05,56.904291389,360.082453969,20.461130569930063,20,0,0,0.23051789157789737,0.06273139206812356,0.09910739825483322,0.2737085494186829
90,P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,0,287.102038097,0.362628106341,6.67475186474e-05,66.7475186474,334.763632341,20.588916573963807,14,0,0,0.3975913570295288,-0.02977407375927637,0.09779683531925763,0.40386371206447486
297,P-238p568860016_VX-0p692328357435_LS-6p05159821767e-05_ST-343p889085336_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96796621315e-06_H-eb41f0639c,0,238.568860016,0.692328357435,6.05159821767e-05,60.5159821767,343.889085336,20.227410044774526,16,0,0,0.08519097845252999,0.048901940936379784,0.09755887242099137,0.13948881615874598
232,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0,171.382540224,0.233605939402,6.18629013601e-05,61.862901360100004,355.188153249,20.406842771371704,1,0,0,0.14450748767877675,-0.0966043419594757,0.0966043419594757,0.15595956320532878
380,P-213p87237204_VX-0p329966780459_LS-7p13970627017e-05_ST-390p008507958_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p46200190101e-05_H-765072ed36,0,213.87237204,0.329966780459,7.13970627017e-05,71.3970627017,390.008507958,20.240641834349887,10,0,0,0.07816590907685857,-0.09489031282076159,0.09647853120289054,0.11978577233579699
365,P-165p961555057_VX-0p261983014715_LS-5p47380727674e-05_ST-307p441799119_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p84138678161e-05_H-b41981edcb,0,165.961555057,0.261983014715,5.47380727674e-05,54.7380727674,307.441799119,20.500920561815374,20,0,0,0.27829985939119994,0.05707433795366803,0.09522422645962363,0.3156509106603522
178,P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,0,118.4900546,0.535113778256,4.79907961621e-05,47.9907961621,385.412174328,20.004218940254336,6,0,0,0.030733318259178122,0.09410009125307837,0.09410009125307837,0.07982740634082575
289,P-229p39632192_VX-0p478464286668_LS-6p73160020334e-05_ST-313p601802213_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00825092644e-05_H-73ae961aa0,0,229.39632192,0.478464286668,6.73160020334e-05,67.3160020334,313.601802213,20.21320689139162,15,0,0,0.08140642990230039,0.01431290256077124,0.09330852419271736,0.1287321820313461
62,P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,0,233.918914285,0.55009860706,6.76633993968e-05,67.66339939679999,363.156889773,20.155251131086057,20,0,0,0.05099541192214248,-0.06262505228203426,0.09325839549401746,0.09085434481755783
93,P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,1,293.648784497,0.426690912013,5.33940457289e-05,53.394045728900004,351.677261216,20.86494911845737,20,0,0,0.7605579899067956,0.02925657117645867,0.09195207053287373,0.7334599213236999
109,P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,1,342.674555398,0.462731136977,5.8783513777e-05,58.783513776999996,328.309527448,20.834559404764153,14,0,0,0.7206475539025201,0.07033223497671666,0.09098534400614192,0.7032406178654104
157,P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,0,441.843471056,0.982124766198,4.09875344609e-05,40.9875344609,327.495507906,21.253338006787104,20,0,0,0.98085233173784,-0.09049879875649737,0.09049886589863995,0.9285295689588849
138,P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,1,391.91054261,0.798138981731,4.10405950637e-05,41.0405950637,398.591592241,21.235193159589013,20,0,0,0.962589637480509,-0.07486984409544975,0.08238189285175057,0.9064927081812642
376,P-202p623346674_VX-0p47308497906_LS-5p69403778977e-05_ST-355p073751689_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01971544575e-05_H-b41981edcb,0,202.623346674,0.47308497906,5.69403778977e-05,56.940377897699996,355.073751689,20.345847702976037,20,0,0,0.11647303311516924,-0.02151776827399831,0.0816778745554114,0.15151286821817395
77,P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,0,260.125654688,0.378472963537,6.21275317791e-05,62.127531779099996,359.026868384,20.57645210322566,20,0,0,0.38174409706363865,-0.06722292169433888,0.07969379797846668,0.3797164865865497
377,P-205p507001181_VX-0p303336340291_LS-4p80706805647e-05_ST-333p622908766_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p59035366431e-05_H-89a38ff0e6,0,205.507001181,0.303336340291,4.80706805647e-05,48.0706805647,333.622908766,20.836193807495086,20,0,0,0.7348391119502545,0.03230011798044914,0.07897746687055439,0.711877140400081
386,P-226p648480029_VX-0p577602942666_LS-6p93800013331e-05_ST-342p653362063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p35196680396e-06_H-b4093437b1,0,226.648480029,0.577602942666,6.93800013331e-05,69.3800013331,342.653362063,20.061702415315725,20,0,0,0.030920005582688464,-0.06223071938700074,0.07879753885215848,0.06725805769459611
44,P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,0,207.432942583,0.674802143379,5.74396795379e-05,57.4396795379,382.34582068,20.17863881363804,7,0,0,0.04726401940101187,0.05146917762412518,0.0777258151808237,0.09589569312403715
236,P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,0,176.31832051,0.578189015568,5.80825678862e-05,58.0825678862,392.957182722,20.076685687550818,10,0,0,0.025626888398348653,0.07369336622450169,0.07752505205518147,0.07123717711743893
384,P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,1,223.161294482,0.578452940205,4.86833733719e-05,48.683373371900004,359.100984903,20.576853338514905,20,0,0,0.353635541446483,0.02158619707897091,0.07751330198889991,0.3735942783393675
213,P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,0,149.73987868,0.504680707931,6.9723584777e-05,69.723584777,320.536129041,19.70727218499421,1,0,0,0.0005811970148821733,-0.07457522436838224,0.07457522436838224,0.02066179154473957
41,P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,0,203.030488295,0.654564663741,6.39602473907e-05,63.9602473907,333.568221635,20.01112180948569,18,0,0,0.025432740355236527,0.04016176938728502,0.07408595592250102,0.0664738502516621
287,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,228.959503311,0.480404321045,6.0796636822e-05,60.796636821999996,336.115873803,20.3620728724715,20,0,0,0.13715485465893926,-0.0094028285568675,0.07263100184605195,0.17308507538586754
91,P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,0,292.980726174,0.558994342483,6.4603431573e-05,64.603431573,342.453415035,20.44177933159951,19,0,0,0.1994715260090169,-0.0008373725697415055,0.07239755593366064,0.23382833246591572
106,P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,1,339.704237738,0.701398887747,5.24684299583e-05,52.4684299583,300.218383071,20.788362968602943,20,0,0,0.6560287236734383,-0.02950463317522316,0.0705371553029338,0.6294927159378076
248,P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,0,190.553348142,0.571798591092,6.21059581714e-05,62.1059581714,350.091118048,20.059419372901747,20,0,0,0.03464268618160328,0.024876808261375085,0.06816811372706497,0.07602260159694083
45,P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,1,208.096600196,0.256636148953,4.52492384214e-05,45.2492384214,395.602757306,21.02303745357591,20,0,0,0.8965923412130495,-0.04715725153471075,0.06668715022261648,0.8402884244505884
63,P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,0,236.369825033,0.606859942193,6.45901770765e-05,64.5901770765,328.218563755,20.18629858440819,20,0,0,0.06202136616204366,0.03442045773513644,0.06417654942415617,0.10990189424733784
222,P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,0,159.365045029,0.465685970522,5.71815338387e-05,57.1815338387,335.270795676,20.107238648940612,20,0,0,0.045823057281844624,-0.010556657156946004,0.06214608774438264,0.08441341952257062
86,P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,0,273.444240295,0.704920639812,6.35261824567e-05,63.526182456700006,347.093922324,20.28202037388559,5,0,0,0.07340385984575103,-0.058513427463459236,0.0611209427010751,0.10932190945825368
48,P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,0,210.302841339,0.779412575788,5.86430912284e-05,58.643091228399996,304.177226769,20.089217148628133,15,0,0,0.024645467306041193,0.0020954590065397076,0.057372220576469846,0.06385595406386528
108,P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,1,341.923576441,0.300981342968,7.54559898543e-05,75.4559898543,360.882535069,20.672882232479186,20,0,2,0.49394530276721876,-0.030556455212987804,0.057199496398639506,0.4873445109428459
292,P-234p126702838_VX-0p687075747958_LS-6p17120592739e-05_ST-378p601004081_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p02123545672e-06_H-9aef4c9512,0,234.126702838,0.687075747958,6.17120592739e-05,61.7120592739,378.601004081,20.18306459484862,11,0,0,0.06305418514747038,-0.001470841869717788,0.05671644766673214,0.10923435874219029
390,P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,0,235.890696826,0.62852965691,7.09715556056e-05,70.9715556056,349.581827429,20.025401661026123,2,0,0,0.04780996743874966,0.05359756094339284,0.05359756094339284,0.10600137513171148
252,P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,0,194.036512211,0.298398024189,7.09068727373e-05,70.9068727373,343.727832606,20.203924654857502,1,0,0,0.05502669179499738,-0.04807704829717201,0.04807704829717201,0.08249343895863603
385,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0,225.511353261,0.242923031869,6.38341457094e-05,63.834145709400005,340.774386379,20.61470928564004,3,0,0,0.45875167529368754,-0.045544333762165205,0.045544333762165205,0.451122596558091
279,P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,0,220.256246323,0.736244453131,5.8651582992e-05,58.651582991999994,358.758060614,20.163732152674832,14,0,0,0.051198042003723555,0.027260900711640335,0.04447605050347432,0.1003374652993898
85,P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,0,273.06384474,0.951903552318,4.77154604482e-05,47.7154604482,314.535783501,20.559734052577472,4,0,0,0.3606160739647898,-0.04423444681355077,0.04423444681355077,0.374646894316534
262,P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,0,206.272219756,0.781444456167,4.98713368602e-05,49.8713368602,399.182507166,20.311598551862396,4,0,0,0.14542146148987062,0.01773320943442327,0.040772248571023274,0.1799273790199436
126,P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,1,375.190327887,0.471971299611,7.58652830639e-05,75.86528306390001,330.289975384,20.53267906158613,20,0,0,0.296701385772895,0.020780846072822462,0.039482584906155166,0.3258253533139424
258,P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,1,202.397397496,0.555230188132,4.52196790327e-05,45.2196790327,397.348654616,20.610386611593015,9,0,0,0.3988427141563532,-0.0011376240645778845,0.023290140885144233,0.4092969615516695
80,P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,1,264.370573209,0.395776293281,4.78236029631e-05,47.8236029631,378.311267492,20.96279175870226,1,0,0,0.9266507973495544,0.021565992197673522,0.021565992197673522,0.8705361373996539
82,P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,0,267.46239641,0.483361678819,7.67845272617e-05,76.7845272617,366.829607628,20.164235135429752,1,0,0,0.04299130958265859,-0.008302140560639354,0.008302140560639354,0.09191285741712818
239,P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,0,179.651163568,0.66389382017,6.65035978508e-05,66.5035978508,326.14019277,19.823215279356315,2,0,0,0.0070514432607821365,0.00604682712408218,0.006663953827945837,0.04292406669185311
242,P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,0,182.701235644,0.787372384637,5.07019733104e-05,50.7019733104,389.154544132,20.16169780315804,1,0,0,0.13390416025734198,0.0010353571949825247,0.0010353571949825247,0.17206882091477382
