benchmark,method,seed,budget,global_error,latent_uncertainty_region_fraction,mean_true_boundary_distance_test,near_boundary_error_q10,near_boundary_test_size_q10,near_boundary_error_q20,near_boundary_test_size_q20,near_boundary_error_q30,near_boundary_test_size_q30
ackley,random,3,62,0.3187,0.9913,1.2942599637845817,0.481,1000,0.462,2000,0.44966666666666666,3000
ackley,random,3,63,0.3182,0.99,1.2942599637845817,0.483,1000,0.4645,2000,0.4513333333333333,3000
ackley,random,3,64,0.3208,0.9889,1.2942599637845817,0.484,1000,0.466,2000,0.45266666666666666,3000
ackley,random,3,65,0.317,0.987,1.2942599637845817,0.481,1000,0.4665,2000,0.452,3000
ackley,random,3,66,0.3292,0.988,1.2942599637845817,0.481,1000,0.4695,2000,0.4583333333333333,3000
ackley,random,3,67,0.3277,0.9838,1.2942599637845817,0.481,1000,0.4685,2000,0.45666666666666667,3000
ackley,random,3,68,0.3268,0.9828,1.2942599637845817,0.484,1000,0.4705,2000,0.45766666666666667,3000
ackley,random,3,69,0.324,0.9815,1.2942599637845817,0.482,1000,0.469,2000,0.4553333333333333,3000
ackley,random,3,70,0.323,0.9823,1.2942599637845817,0.478,1000,0.4665,2000,0.4533333333333333,3000
ackley,random,3,71,0.3227,0.98,1.2942599637845817,0.478,1000,0.4665,2000,0.45366666666666666,3000
ackley,random,3,72,0.3224,0.9764,1.2942599637845817,0.48,1000,0.468,2000,0.4543333333333333,3000
ackley,random,3,73,0.3227,0.9742,1.2942599637845817,0.478,1000,0.4655,2000,0.4503333333333333,3000
ackley,random,3,74,0.3151,0.9743,1.2942599637845817,0.475,1000,0.4605,2000,0.446,3000
ackley,random,3,75,0.322,0.9856,1.2942599637845817,0.471,1000,0.4575,2000,0.44533333333333336,3000
ackley,random,3,76,0.3135,0.9854,1.2942599637845817,0.464,1000,0.4545,2000,0.44233333333333336,3000
ackley,random,3,77,0.3131,0.9825,1.2942599637845817,0.469,1000,0.4585,2000,0.446,3000
ackley,random,3,78,0.3131,0.9808,1.2942599637845817,0.471,1000,0.46,2000,0.44666666666666666,3000
ackley,random,3,79,0.3124,0.9795,1.2942599637845817,0.471,1000,0.46,2000,0.44666666666666666,3000
ackley,random,3,80,0.3084,0.9788,1.2942599637845817,0.475,1000,0.4605,2000,0.44633333333333336,3000
ackley,random,4,12,0.3999,0.9983,1.2763216763702943,0.482,1000,0.4715,2000,0.471,3000
ackley,random,4,13,0.4015,0.996,1.2763216763702943,0.49,1000,0.4775,2000,0.4716666666666667,3000
ackley,random,4,14,0.4055,0.9935,1.2763216763702943,0.488,1000,0.4775,2000,0.4726666666666667,3000
ackley,random,4,15,0.4108,0.9992,1.2763216763702943,0.508,1000,0.495,2000,0.484,3000
ackley,random,4,16,0.3957,0.9992,1.2763216763702943,0.488,1000,0.4845,2000,0.4716666666666667,3000
ackley,random,4,17,0.3902,0.9983,1.2763216763702943,0.481,1000,0.4805,2000,0.4673333333333333,3000
ackley,random,4,18,0.386,0.9986,1.2763216763702943,0.488,1000,0.4825,2000,0.4693333333333333,3000
ackley,random,4,19,0.3789,0.9959,1.2763216763702943,0.487,1000,0.481,2000,0.464,3000
ackley,random,4,20,0.3644,0.9915,1.2763216763702943,0.486,1000,0.4765,2000,0.46166666666666667,3000
ackley,random,4,21,0.3688,0.9927,1.2763216763702943,0.496,1000,0.4845,2000,0.465,3000
ackley,random,4,22,0.3477,0.995,1.2763216763702943,0.504,1000,0.484,2000,0.45766666666666667,3000
ackley,random,4,23,0.3393,0.9928,1.2763216763702943,0.5,1000,0.481,2000,0.4533333333333333,3000
ackley,random,4,24,0.3446,0.992,1.2763216763702943,0.501,1000,0.483,2000,0.4593333333333333,3000
ackley,random,4,25,0.347,0.9913,1.2763216763702943,0.499,1000,0.4835,2000,0.461,3000
ackley,random,4,26,0.3435,0.9926,1.2763216763702943,0.488,1000,0.4805,2000,0.4573333333333333,3000
ackley,random,4,27,0.3384,0.984,1.2763216763702943,0.486,1000,0.48,2000,0.458,3000
ackley,random,4,28,0.3341,0.9809,1.2763216763702943,0.49,1000,0.481,2000,0.45666666666666667,3000
ackley,random,4,29,0.3374,0.9851,1.2763216763702943,0.491,1000,0.4865,2000,0.4613333333333333,3000
ackley,random,4,30,0.3342,0.9765,1.2763216763702943,0.49,1000,0.4865,2000,0.46166666666666667,3000
ackley,random,4,31,0.3332,0.9678,1.2763216763702943,0.489,1000,0.485,2000,0.4603333333333333,3000
ackley,random,4,32,0.3326,0.9568,1.2763216763702943,0.488,1000,0.4845,2000,0.4603333333333333,3000
ackley,random,4,33,0.3263,0.9552,1.2763216763702943,0.486,1000,0.4865,2000,0.4593333333333333,3000
ackley,random,4,34,0.309,0.9486,1.2763216763702943,0.486,1000,0.4775,2000,0.44966666666666666,3000
ackley,random,4,35,0.3091,0.9363,1.2763216763702943,0.488,1000,0.4775,2000,0.44966666666666666,3000
ackley,random,4,36,0.2993,0.9435,1.2763216763702943,0.491,1000,0.48,2000,0.447,3000
ackley,random,4,37,0.3367,0.9873,1.2763216763702943,0.496,1000,0.4905,2000,0.466,3000
ackley,random,4,38,0.3251,0.9891,1.2763216763702943,0.499,1000,0.489,2000,0.46166666666666667,3000
ackley,random,4,39,0.325,0.9882,1.2763216763702943,0.497,1000,0.488,2000,0.46166666666666667,3000
ackley,random,4,40,0.3231,0.9819,1.2763216763702943,0.499,1000,0.489,2000,0.4613333333333333,3000
ackley,random,4,41,0.321,0.9846,1.2763216763702943,0.493,1000,0.4875,2000,0.4633333333333333,3000
ackley,random,4,42,0.3186,0.9796,1.2763216763702943,0.495,1000,0.489,2000,0.4633333333333333,3000
ackley,random,4,43,0.3152,0.9821,1.2763216763702943,0.493,1000,0.489,2000,0.4613333333333333,3000
ackley,random,4,44,0.3123,0.9751,1.2763216763702943,0.494,1000,0.487,2000,0.45866666666666667,3000
ackley,random,4,45,0.3079,0.9806,1.2763216763702943,0.492,1000,0.483,2000,0.45866666666666667,3000
ackley,random,4,46,0.3044,0.9787,1.2763216763702943,0.487,1000,0.4775,2000,0.4553333333333333,3000
ackley,random,4,47,0.3037,0.9736,1.2763216763702943,0.488,1000,0.478,2000,0.4553333333333333,3000
ackley,random,4,48,0.3122,0.972,1.2763216763702943,0.489,1000,0.48,2000,0.45766666666666667,3000
ackley,random,4,49,0.3078,0.9719,1.2763216763702943,0.49,1000,0.4795,2000,0.455,3000
ackley,random,4,50,0.3058,0.9658,1.2763216763702943,0.493,1000,0.481,2000,0.4553333333333333,3000
ackley,random,4,51,0.3052,0.9551,1.2763216763702943,0.492,1000,0.48,2000,0.454,3000
ackley,random,4,52,0.305,0.9546,1.2763216763702943,0.492,1000,0.481,2000,0.458,3000
ackley,random,4,53,0.304,0.9769,1.2763216763702943,0.483,1000,0.471,2000,0.4513333333333333,3000
ackley,random,4,54,0.3169,0.9972,1.2763216763702943,0.491,1000,0.47,2000,0.45266666666666666,3000
ackley,random,4,55,0.3133,0.9949,1.2763216763702943,0.494,1000,0.4715,2000,0.4563333333333333,3000
ackley,random,4,56,0.3113,0.9943,1.2763216763702943,0.493,1000,0.4675,2000,0.45366666666666666,3000
ackley,random,4,57,0.3137,0.9954,1.2763216763702943,0.496,1000,0.467,2000,0.4523333333333333,3000
ackley,random,4,58,0.3109,0.9908,1.2763216763702943,0.498,1000,0.4675,2000,0.45166666666666666,3000
ackley,random,4,59,0.2976,0.9917,1.2763216763702943,0.494,1000,0.463,2000,0.447,3000
ackley,random,4,60,0.2956,0.9879,1.2763216763702943,0.491,1000,0.463,2000,0.44533333333333336,3000
ackley,random,4,61,0.2902,0.9833,1.2763216763702943,0.492,1000,0.4645,2000,0.442,3000
ackley,random,4,62,0.2889,0.9791,1.2763216763702943,0.494,1000,0.465,2000,0.444,3000
ackley,random,4,63,0.2819,0.9786,1.2763216763702943,0.494,1000,0.463,2000,0.442,3000
ackley,random,4,64,0.2789,0.9761,1.2763216763702943,0.492,1000,0.461,2000,0.44033333333333335,3000
ackley,random,4,65,0.2835,0.9789,1.2763216763702943,0.496,1000,0.4645,2000,0.44233333333333336,3000
ackley,random,4,66,0.2804,0.9817,1.2763216763702943,0.491,1000,0.464,2000,0.43866666666666665,3000
ackley,random,4,67,0.2775,0.9794,1.2763216763702943,0.492,1000,0.4675,2000,0.44166666666666665,3000
ackley,random,4,68,0.2778,0.978,1.2763216763702943,0.489,1000,0.466,2000,0.44133333333333336,3000
ackley,random,4,69,0.2768,0.975,1.2763216763702943,0.491,1000,0.4665,2000,0.441,3000
ackley,random,4,70,0.2722,0.9769,1.2763216763702943,0.485,1000,0.4625,2000,0.438,3000
ackley,random,4,71,0.2733,0.9775,1.2763216763702943,0.49,1000,0.464,2000,0.44033333333333335,3000
ackley,random,4,72,0.2727,0.9759,1.2763216763702943,0.489,1000,0.4645,2000,0.43866666666666665,3000
ackley,random,4,73,0.2771,0.9746,1.2763216763702943,0.492,1000,0.4665,2000,0.44166666666666665,3000
ackley,random,4,74,0.2767,0.9717,1.2763216763702943,0.489,1000,0.465,2000,0.44,3000
ackley,random,4,75,0.2765,0.9746,1.2763216763702943,0.502,1000,0.47,2000,0.445,3000
ackley,random,4,76,0.2655,0.9776,1.2763216763702943,0.502,1000,0.467,2000,0.43866666666666665,3000
ackley,random,4,77,0.2615,0.9756,1.2763216763702943,0.499,1000,0.4665,2000,0.43766666666666665,3000
ackley,random,4,78,0.2592,0.9732,1.2763216763702943,0.496,1000,0.467,2000,0.43766666666666665,3000
ackley,random,4,79,0.2573,0.9714,1.2763216763702943,0.494,1000,0.465,2000,0.434,3000
ackley,random,4,80,0.2567,0.9676,1.2763216763702943,0.491,1000,0.4625,2000,0.43266666666666664,3000
ackley,smallest_abs_mu,0,12,0.3981,0.8983,1.3061357716661417,0.493,1000,0.492,2000,0.4776666666666667,3000
ackley,smallest_abs_mu,0,13,0.3948,0.8779,1.3061357716661417,0.491,1000,0.493,2000,0.477,3000
ackley,smallest_abs_mu,0,14,0.4103,0.8763,1.3061357716661417,0.478,1000,0.49,2000,0.47733333333333333,3000
ackley,smallest_abs_mu,0,15,0.3974,0.9098,1.3061357716661417,0.489,1000,0.4945,2000,0.4786666666666667,3000
ackley,smallest_abs_mu,0,16,0.3836,0.9123,1.3061357716661417,0.495,1000,0.492,2000,0.475,3000
ackley,smallest_abs_mu,0,17,0.3826,0.9053,1.3061357716661417,0.486,1000,0.485,2000,0.4723333333333333,3000
ackley,smallest_abs_mu,0,18,0.3823,0.9011,1.3061357716661417,0.486,1000,0.485,2000,0.471,3000
ackley,smallest_abs_mu,0,19,0.3862,0.9101,1.3061357716661417,0.483,1000,0.482,2000,0.4683333333333333,3000
ackley,smallest_abs_mu,0,20,0.3788,0.9104,1.3061357716661417,0.471,1000,0.4795,2000,0.4646666666666667,3000
ackley,smallest_abs_mu,0,21,0.377,0.8971,1.3061357716661417,0.475,1000,0.4805,2000,0.464,3000
ackley,smallest_abs_mu,0,22,0.3724,0.9036,1.3061357716661417,0.471,1000,0.478,2000,0.463,3000
ackley,smallest_abs_mu,0,23,0.3705,0.905,1.3061357716661417,0.474,1000,0.482,2000,0.4623333333333333,3000
ackley,smallest_abs_mu,0,24,0.3618,0.9072,1.3061357716661417,0.472,1000,0.478,2000,0.4583333333333333,3000
ackley,smallest_abs_mu,0,25,0.3569,0.8914,1.3061357716661417,0.479,1000,0.477,2000,0.45566666666666666,3000
ackley,smallest_abs_mu,0,26,0.3558,0.8492,1.3061357716661417,0.476,1000,0.474,2000,0.454,3000
ackley,smallest_abs_mu,0,27,0.3451,0.8387,1.3061357716661417,0.482,1000,0.4725,2000,0.452,3000
ackley,smallest_abs_mu,0,28,0.3472,0.8442,1.3061357716661417,0.481,1000,0.47,2000,0.45366666666666666,3000
ackley,smallest_abs_mu,0,29,0.338,0.8622,1.3061357716661417,0.472,1000,0.4625,2000,0.443,3000
ackley,smallest_abs_mu,0,30,0.3409,0.908,1.3061357716661417,0.471,1000,0.469,2000,0.446,3000
ackley,smallest_abs_mu,0,31,0.335,0.921,1.3061357716661417,0.466,1000,0.4635,2000,0.442,3000
ackley,smallest_abs_mu,0,32,0.3253,0.9168,1.3061357716661417,0.467,1000,0.4605,2000,0.43766666666666665,3000
ackley,smallest_abs_mu,0,33,0.33,0.8756,1.3061357716661417,0.476,1000,0.469,2000,0.44266666666666665,3000
ackley,smallest_abs_mu,0,34,0.328,0.862,1.3061357716661417,0.475,1000,0.4645,2000,0.438,3000
ackley,smallest_abs_mu,0,35,0.3271,0.8518,1.3061357716661417,0.476,1000,0.469,2000,0.43933333333333335,3000
ackley,smallest_abs_mu,0,36,0.32,0.9268,1.3061357716661417,0.471,1000,0.4625,2000,0.43766666666666665,3000
ackley,smallest_abs_mu,0,37,0.3248,0.9203,1.3061357716661417,0.481,1000,0.4675,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,0,38,0.3252,0.9149,1.3061357716661417,0.481,1000,0.4705,2000,0.44466666666666665,3000
ackley,smallest_abs_mu,0,39,0.3147,0.9158,1.3061357716661417,0.476,1000,0.467,2000,0.439,3000
ackley,smallest_abs_mu,0,40,0.3181,0.895,1.3061357716661417,0.477,1000,0.468,2000,0.43866666666666665,3000
ackley,smallest_abs_mu,0,41,0.3215,0.9248,1.3061357716661417,0.475,1000,0.4675,2000,0.44,3000
ackley,smallest_abs_mu,0,42,0.3218,0.9241,1.3061357716661417,0.48,1000,0.4685,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,0,43,0.32,0.9474,1.3061357716661417,0.473,1000,0.464,2000,0.43733333333333335,3000
ackley,smallest_abs_mu,0,44,0.32,0.9621,1.3061357716661417,0.469,1000,0.4635,2000,0.43866666666666665,3000
ackley,smallest_abs_mu,0,45,0.3137,0.9661,1.3061357716661417,0.472,1000,0.4635,2000,0.43766666666666665,3000
ackley,smallest_abs_mu,0,46,0.2926,0.9601,1.3061357716661417,0.473,1000,0.462,2000,0.434,3000
ackley,smallest_abs_mu,0,47,0.2959,0.9578,1.3061357716661417,0.478,1000,0.468,2000,0.438,3000
ackley,smallest_abs_mu,0,48,0.3029,0.9652,1.3061357716661417,0.472,1000,0.463,2000,0.437,3000
ackley,smallest_abs_mu,0,49,0.302,0.9765,1.3061357716661417,0.473,1000,0.46,2000,0.434,3000
ackley,smallest_abs_mu,0,50,0.2981,0.9697,1.3061357716661417,0.469,1000,0.455,2000,0.42966666666666664,3000
ackley,smallest_abs_mu,0,51,0.2894,0.9738,1.3061357716661417,0.466,1000,0.4505,2000,0.423,3000
ackley,smallest_abs_mu,0,52,0.29,0.9827,1.3061357716661417,0.468,1000,0.45,2000,0.422,3000
ackley,smallest_abs_mu,0,53,0.2914,0.9913,1.3061357716661417,0.48,1000,0.4575,2000,0.4266666666666667,3000
ackley,smallest_abs_mu,0,54,0.2891,0.983,1.3061357716661417,0.468,1000,0.4525,2000,0.42133333333333334,3000
ackley,smallest_abs_mu,0,55,0.2904,0.9836,1.3061357716661417,0.468,1000,0.4555,2000,0.424,3000
ackley,smallest_abs_mu,0,56,0.287,0.9803,1.3061357716661417,0.464,1000,0.4475,2000,0.4186666666666667,3000
ackley,smallest_abs_mu,0,57,0.2881,0.9869,1.3061357716661417,0.466,1000,0.449,2000,0.4176666666666667,3000
ackley,smallest_abs_mu,0,58,0.2882,0.9824,1.3061357716661417,0.467,1000,0.45,2000,0.41833333333333333,3000
ackley,smallest_abs_mu,0,59,0.2841,0.9862,1.3061357716661417,0.467,1000,0.448,2000,0.41633333333333333,3000
ackley,smallest_abs_mu,0,60,0.2942,0.9963,1.3061357716661417,0.474,1000,0.455,2000,0.4266666666666667,3000
ackley,smallest_abs_mu,0,61,0.2826,0.9963,1.3061357716661417,0.475,1000,0.4545,2000,0.4236666666666667,3000
ackley,smallest_abs_mu,0,62,0.2795,0.996,1.3061357716661417,0.473,1000,0.4505,2000,0.4216666666666667,3000
ackley,smallest_abs_mu,0,63,0.276,0.9942,1.3061357716661417,0.469,1000,0.4465,2000,0.419,3000
ackley,smallest_abs_mu,0,64,0.2767,0.9939,1.3061357716661417,0.468,1000,0.4475,2000,0.4196666666666667,3000
ackley,smallest_abs_mu,0,65,0.271,0.9936,1.3061357716661417,0.463,1000,0.444,2000,0.4156666666666667,3000
ackley,smallest_abs_mu,0,66,0.273,0.9937,1.3061357716661417,0.463,1000,0.443,2000,0.417,3000
ackley,smallest_abs_mu,0,67,0.2653,0.9936,1.3061357716661417,0.471,1000,0.447,2000,0.419,3000
ackley,smallest_abs_mu,0,68,0.2613,0.9938,1.3061357716661417,0.472,1000,0.448,2000,0.419,3000
ackley,smallest_abs_mu,0,69,0.2551,0.9941,1.3061357716661417,0.467,1000,0.4475,2000,0.41933333333333334,3000
ackley,smallest_abs_mu,0,70,0.2559,0.9946,1.3061357716661417,0.465,1000,0.449,2000,0.42,3000
ackley,smallest_abs_mu,0,71,0.2529,0.9946,1.3061357716661417,0.464,1000,0.447,2000,0.417,3000
ackley,smallest_abs_mu,0,72,0.2465,0.9933,1.3061357716661417,0.457,1000,0.44,2000,0.411,3000
ackley,smallest_abs_mu,0,73,0.2429,0.9935,1.3061357716661417,0.462,1000,0.444,2000,0.414,3000
ackley,smallest_abs_mu,0,74,0.2436,0.9934,1.3061357716661417,0.459,1000,0.441,2000,0.4116666666666667,3000
ackley,smallest_abs_mu,0,75,0.2362,0.9907,1.3061357716661417,0.448,1000,0.4345,2000,0.405,3000
ackley,smallest_abs_mu,0,76,0.2284,0.9881,1.3061357716661417,0.45,1000,0.4345,2000,0.4033333333333333,3000
ackley,smallest_abs_mu,0,77,0.2253,0.9869,1.3061357716661417,0.444,1000,0.4285,2000,0.3993333333333333,3000
ackley,smallest_abs_mu,0,78,0.2102,0.9453,1.3061357716661417,0.444,1000,0.4235,2000,0.39066666666666666,3000
ackley,smallest_abs_mu,0,79,0.2098,0.9196,1.3061357716661417,0.447,1000,0.427,2000,0.39266666666666666,3000
ackley,smallest_abs_mu,0,80,0.2118,0.9142,1.3061357716661417,0.447,1000,0.429,2000,0.3933333333333333,3000
ackley,smallest_abs_mu,1,12,0.4759,0.5917,1.306824449253322,0.488,1000,0.4885,2000,0.486,3000
ackley,smallest_abs_mu,1,13,0.4784,0.6031,1.306824449253322,0.491,1000,0.4895,2000,0.4836666666666667,3000
ackley,smallest_abs_mu,1,14,0.4698,0.571,1.306824449253322,0.487,1000,0.485,2000,0.48733333333333334,3000
ackley,smallest_abs_mu,1,15,0.422,0.8089,1.306824449253322,0.484,1000,0.481,2000,0.4746666666666667,3000
ackley,smallest_abs_mu,1,16,0.4296,0.8161,1.306824449253322,0.489,1000,0.4855,2000,0.476,3000
ackley,smallest_abs_mu,1,17,0.4381,0.8628,1.306824449253322,0.498,1000,0.492,2000,0.48333333333333334,3000
ackley,smallest_abs_mu,1,18,0.4125,0.9233,1.306824449253322,0.498,1000,0.4965,2000,0.48533333333333334,3000
ackley,smallest_abs_mu,1,19,0.4279,0.9244,1.306824449253322,0.5,1000,0.5035,2000,0.49066666666666664,3000
ackley,smallest_abs_mu,1,20,0.4224,0.9114,1.306824449253322,0.498,1000,0.496,2000,0.4836666666666667,3000
ackley,smallest_abs_mu,1,21,0.407,0.9145,1.306824449253322,0.491,1000,0.4855,2000,0.4766666666666667,3000
ackley,smallest_abs_mu,1,22,0.3669,0.9101,1.306824449253322,0.495,1000,0.483,2000,0.47333333333333333,3000
ackley,smallest_abs_mu,1,23,0.3794,0.9072,1.306824449253322,0.503,1000,0.4865,2000,0.48033333333333333,3000
ackley,smallest_abs_mu,1,24,0.3583,0.9418,1.306824449253322,0.487,1000,0.476,2000,0.466,3000
ackley,smallest_abs_mu,1,25,0.3525,0.9415,1.306824449253322,0.496,1000,0.4735,2000,0.46366666666666667,3000
ackley,smallest_abs_mu,1,26,0.3509,0.9397,1.306824449253322,0.494,1000,0.474,2000,0.4656666666666667,3000
ackley,smallest_abs_mu,1,27,0.3395,0.9409,1.306824449253322,0.494,1000,0.475,2000,0.46166666666666667,3000
ackley,smallest_abs_mu,1,28,0.3339,0.9163,1.306824449253322,0.496,1000,0.4695,2000,0.4563333333333333,3000
ackley,smallest_abs_mu,1,29,0.3341,0.9157,1.306824449253322,0.49,1000,0.465,2000,0.451,3000
ackley,smallest_abs_mu,1,30,0.3173,0.8808,1.306824449253322,0.471,1000,0.457,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,1,31,0.3188,0.8976,1.306824449253322,0.475,1000,0.467,2000,0.44733333333333336,3000
ackley,smallest_abs_mu,1,32,0.3506,0.9392,1.306824449253322,0.488,1000,0.4805,2000,0.4703333333333333,3000
ackley,smallest_abs_mu,1,33,0.3579,0.944,1.306824449253322,0.493,1000,0.482,2000,0.47333333333333333,3000
ackley,smallest_abs_mu,1,34,0.3463,0.9444,1.306824449253322,0.489,1000,0.477,2000,0.4686666666666667,3000
ackley,smallest_abs_mu,1,35,0.3421,0.9466,1.306824449253322,0.483,1000,0.4715,2000,0.46,3000
ackley,smallest_abs_mu,1,36,0.3418,0.948,1.306824449253322,0.491,1000,0.4755,2000,0.46166666666666667,3000
ackley,smallest_abs_mu,1,37,0.3292,0.9455,1.306824449253322,0.49,1000,0.4715,2000,0.457,3000
ackley,smallest_abs_mu,1,38,0.3247,0.9088,1.306824449253322,0.487,1000,0.4675,2000,0.45366666666666666,3000
ackley,smallest_abs_mu,1,39,0.3216,0.9004,1.306824449253322,0.49,1000,0.467,2000,0.455,3000
ackley,smallest_abs_mu,1,40,0.3218,0.9068,1.306824449253322,0.496,1000,0.474,2000,0.4623333333333333,3000
ackley,smallest_abs_mu,1,41,0.3003,0.886,1.306824449253322,0.481,1000,0.461,2000,0.44866666666666666,3000
ackley,smallest_abs_mu,1,42,0.2791,0.8731,1.306824449253322,0.474,1000,0.4495,2000,0.434,3000
ackley,smallest_abs_mu,1,43,0.2713,0.8632,1.306824449253322,0.473,1000,0.4475,2000,0.431,3000
ackley,smallest_abs_mu,1,44,0.2898,0.9399,1.306824449253322,0.474,1000,0.4565,2000,0.444,3000
ackley,smallest_abs_mu,1,45,0.2847,0.9441,1.306824449253322,0.473,1000,0.4545,2000,0.44233333333333336,3000
ackley,smallest_abs_mu,1,46,0.2838,0.9449,1.306824449253322,0.48,1000,0.454,2000,0.442,3000
ackley,smallest_abs_mu,1,47,0.2844,0.9474,1.306824449253322,0.475,1000,0.4545,2000,0.44266666666666665,3000
ackley,smallest_abs_mu,1,48,0.2786,0.9449,1.306824449253322,0.477,1000,0.4515,2000,0.43966666666666665,3000
ackley,smallest_abs_mu,1,49,0.2904,0.9657,1.306824449253322,0.475,1000,0.454,2000,0.44466666666666665,3000
ackley,smallest_abs_mu,1,50,0.2933,0.9728,1.306824449253322,0.478,1000,0.4605,2000,0.448,3000
ackley,smallest_abs_mu,1,51,0.2868,0.9725,1.306824449253322,0.479,1000,0.456,2000,0.44266666666666665,3000
ackley,smallest_abs_mu,1,52,0.2866,0.973,1.306824449253322,0.476,1000,0.4545,2000,0.44033333333333335,3000
ackley,smallest_abs_mu,1,53,0.287,0.9738,1.306824449253322,0.481,1000,0.4555,2000,0.44033333333333335,3000
ackley,smallest_abs_mu,1,54,0.283,0.9739,1.306824449253322,0.484,1000,0.455,2000,0.439,3000
ackley,smallest_abs_mu,1,55,0.2751,0.974,1.306824449253322,0.488,1000,0.455,2000,0.43733333333333335,3000
ackley,smallest_abs_mu,1,56,0.2826,0.9801,1.306824449253322,0.487,1000,0.456,2000,0.43833333333333335,3000
ackley,smallest_abs_mu,1,57,0.2832,0.9689,1.306824449253322,0.487,1000,0.4575,2000,0.441,3000
ackley,smallest_abs_mu,1,58,0.2836,0.9696,1.306824449253322,0.487,1000,0.457,2000,0.441,3000
ackley,smallest_abs_mu,1,59,0.2788,0.9689,1.306824449253322,0.489,1000,0.456,2000,0.43866666666666665,3000
ackley,smallest_abs_mu,1,60,0.2865,0.9645,1.306824449253322,0.495,1000,0.4615,2000,0.44333333333333336,3000
ackley,smallest_abs_mu,1,61,0.2869,0.9716,1.306824449253322,0.493,1000,0.4615,2000,0.44333333333333336,3000
ackley,smallest_abs_mu,1,62,0.2853,0.9655,1.306824449253322,0.487,1000,0.4585,2000,0.441,3000
ackley,smallest_abs_mu,1,63,0.275,0.9521,1.306824449253322,0.494,1000,0.4595,2000,0.439,3000
ackley,smallest_abs_mu,1,64,0.2729,0.9427,1.306824449253322,0.492,1000,0.46,2000,0.43966666666666665,3000
ackley,smallest_abs_mu,1,65,0.2788,0.9317,1.306824449253322,0.498,1000,0.4655,2000,0.44566666666666666,3000
ackley,smallest_abs_mu,1,66,0.2783,0.9316,1.306824449253322,0.493,1000,0.4605,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,1,67,0.2855,0.9645,1.306824449253322,0.493,1000,0.4625,2000,0.44266666666666665,3000
ackley,smallest_abs_mu,1,68,0.2845,0.965,1.306824449253322,0.492,1000,0.4585,2000,0.44066666666666665,3000
ackley,smallest_abs_mu,1,69,0.2914,0.9646,1.306824449253322,0.503,1000,0.465,2000,0.44566666666666666,3000
ackley,smallest_abs_mu,1,70,0.2961,0.9685,1.306824449253322,0.505,1000,0.4655,2000,0.4493333333333333,3000
ackley,smallest_abs_mu,1,71,0.291,0.9691,1.306824449253322,0.501,1000,0.463,2000,0.44666666666666666,3000
ackley,smallest_abs_mu,1,72,0.2884,0.9692,1.306824449253322,0.501,1000,0.4605,2000,0.445,3000
ackley,smallest_abs_mu,1,73,0.2928,0.966,1.306824449253322,0.501,1000,0.4625,2000,0.44866666666666666,3000
ackley,smallest_abs_mu,1,74,0.2947,0.9648,1.306824449253322,0.503,1000,0.4655,2000,0.44966666666666666,3000
ackley,smallest_abs_mu,1,75,0.2967,0.966,1.306824449253322,0.5,1000,0.469,2000,0.45266666666666666,3000
ackley,smallest_abs_mu,1,76,0.2976,0.9628,1.306824449253322,0.495,1000,0.467,2000,0.45,3000
ackley,smallest_abs_mu,1,77,0.2951,0.9579,1.306824449253322,0.497,1000,0.467,2000,0.44966666666666666,3000
ackley,smallest_abs_mu,1,78,0.2933,0.9572,1.306824449253322,0.496,1000,0.4635,2000,0.448,3000
ackley,smallest_abs_mu,1,79,0.2807,0.959,1.306824449253322,0.497,1000,0.463,2000,0.446,3000
ackley,smallest_abs_mu,1,80,0.2736,0.9419,1.306824449253322,0.497,1000,0.46,2000,0.44233333333333336,3000
ackley,smallest_abs_mu,2,12,0.4141,0.878,1.3100941310865688,0.497,1000,0.5,2000,0.49033333333333334,3000
ackley,smallest_abs_mu,2,13,0.4265,0.8438,1.3100941310865688,0.505,1000,0.5025,2000,0.49466666666666664,3000
ackley,smallest_abs_mu,2,14,0.4167,0.8276,1.3100941310865688,0.498,1000,0.504,2000,0.49,3000
ackley,smallest_abs_mu,2,15,0.4043,0.8382,1.3100941310865688,0.485,1000,0.496,2000,0.484,3000
ackley,smallest_abs_mu,2,16,0.3983,0.9232,1.3100941310865688,0.499,1000,0.5015,2000,0.48533333333333334,3000
ackley,smallest_abs_mu,2,17,0.3931,0.9453,1.3100941310865688,0.493,1000,0.487,2000,0.477,3000
ackley,smallest_abs_mu,2,18,0.388,0.9439,1.3100941310865688,0.486,1000,0.482,2000,0.472,3000
ackley,smallest_abs_mu,2,19,0.3877,0.9511,1.3100941310865688,0.498,1000,0.491,2000,0.4736666666666667,3000
ackley,smallest_abs_mu,2,20,0.3946,0.943,1.3100941310865688,0.499,1000,0.491,2000,0.472,3000
ackley,smallest_abs_mu,2,21,0.3897,0.9447,1.3100941310865688,0.502,1000,0.4925,2000,0.47333333333333333,3000
ackley,smallest_abs_mu,2,22,0.384,0.9477,1.3100941310865688,0.501,1000,0.492,2000,0.4746666666666667,3000
ackley,smallest_abs_mu,2,23,0.3526,0.9408,1.3100941310865688,0.49,1000,0.48,2000,0.46266666666666667,3000
