experiment_name,partition,dataset_revision,P,VX,LS,ST,observed_depth_um,T0_depth_cv,T0_depth_valid_sample_count,T0_sample_count,flag_primary_window_unstable_week6_rule,flag_depth_bounding_box_ambiguity_candidate,recording_ends_before_90pct_domain,has_keyhole,keyhole_frame_count,keyhole_frames_before_T0,keyhole_frames_inside_T0,keyhole_frames_after_T0,keyhole_overlaps_T0,keyhole_timing_relative_to_T0,G3_persistent_depth_um,R3_persistent_depth_width_ratio,G3_event_row_index,max_depth_um,max_depth_minus_G3_um,max_depth_over_G3,max_depth_relative_to_T0,T0_start_row_index,T0_end_row_index,T0_start_time_s,T0_end_time_s,prediction__matern32_no_nugget,residual__matern32_no_nugget,absolute_residual__matern32_no_nugget,squared_error__matern32_no_nugget,residual_rank__matern32_no_nugget,prediction__matern32_learned_nugget,residual__matern32_learned_nugget,absolute_residual__matern32_learned_nugget,squared_error__matern32_learned_nugget,residual_rank__matern32_learned_nugget,prediction__matern52_no_nugget,residual__matern52_no_nugget,absolute_residual__matern52_no_nugget,squared_error__matern52_no_nugget,residual_rank__matern52_no_nugget,top20_configuration_count,consensus_mean_residual_rank,consensus_max_residual_rank,consensus_hard_case,mean_absolute_residual_across_models,keyhole_segment_count,maximum_keyhole_segment_frames,keyhole_transient_by_sequence,keyhole_persistent_to_last_physical_frame,repeated_keyhole_episodes
P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,164.607131174,0.867199563125,53.2762751968,314.058214573,50.78344,0.0291177525169774,11694.0,11694.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,50.9183,0.4061760070379339,43855.0,51.07507,0.1567700000000016,1.0030788537716302,before_T0,57533.0,69226.0,0.001045479,0.001257833,53.54309215561605,-2.7596521556160454,2.7596521556160454,7.615680019996286,117,52.618715628632906,-1.8352756286329068,1.8352756286329068,3.3682366330539115,130,55.311130031687085,-4.527690031687087,4.527690031687087,20.49997702303861,102,0,116.33333333333333,130.0,False,3.0408726053120128,0,0,False,False,False
P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,166.111836501,0.454755470987,71.3150844087,303.391516497,66.5654,0.0332171415303588,19204.0,19204.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,66.77135,0.3551075679309898,78037.0,66.837,0.0656500000000051,1.0009832061205892,before_T0,96396.0,115599.0,0.001751262,0.002100003,61.42821735121909,5.137182648780907,5.137182648780907,26.390645566935618,79,61.74267333456781,4.822726665432185,4.822726665432185,23.258692489470643,79,61.42248751050538,5.14291248949462,5.14291248949462,26.44954887459975,93,0,83.66666666666667,93.0,False,5.034273934569238,0,0,False,False,False
P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,167.350234557,0.509305540745,77.92842608950001,367.465417979,58.61101,0.0584914859921914,19645.0,19645.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,62.8944,0.3318238874115577,76797.0,62.98711000000001,0.0927100000000109,1.0014740581037422,before_T0,95955.0,115599.0,0.001743253,0.002100003,62.0496257856669,-3.4386157856668973,3.4386157856668973,11.824078521437574,101,61.34599930616939,-2.734989306169389,2.734989306169389,7.480166504860916,108,63.52782804549135,-4.916818045491347,4.916818045491347,24.17509969246935,95,0,101.33333333333333,108.0,False,3.6968077124425442,0,0,False,False,False
P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,168.279672268,0.662944494492,85.1138696034,361.222757169,50.79968,0.0222149433580575,15425.0,15425.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,54.4569,0.3040168393741906,58761.0,54.55363,0.0967300000000008,1.001776267102975,before_T0,75142.0,90566.0,0.001365272,0.001645384,51.97539385290157,-1.1757138529015665,1.1757138529015665,1.382303063904646,142,51.13430652758357,-0.3346265275835662,0.3346265275835662,0.1119749129626352,154,53.507569548986986,-2.707889548986984,2.707889548986984,7.33266580951293,125,0,140.33333333333334,154.0,False,1.4060766431573724,0,0,False,False,False
P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,172.471893954,0.300060565388,54.5268436948,394.546009672,70.71863,0.0010652356660618,17099.0,17099.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,70.68087,0.3645790871017664,106423.0,71.23713000000001,0.5562600000000089,1.0078700219734138,before_T0,98501.0,115599.0,0.00178949,0.002100003,54.20492482144711,16.513705178552897,16.513705178552897,272.7024587241648,35,54.923370411353325,15.79525958864668,15.79525958864668,249.4902254727349,38,52.59751722414234,18.121112775857668,18.121112775857668,328.374728235352,39,0,37.333333333333336,39.0,False,16.810025847685747,0,0,False,False,False
P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,173.043282634,0.866796851528,69.63906836139999,349.021338305,50.6536,0.0283045471527907,11753.0,11753.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,50.8306,0.3454613632740394,62866.0,51.38208,0.551479999999998,1.0108493702612205,before_T0,57506.0,69258.0,0.001044989,0.001258414,49.8090931768544,0.8445068231456005,0.8445068231456005,0.7131917743394747,147,50.27164126212072,0.3819587378792732,0.3819587378792732,0.1458924774423274,152,49.32897950451968,1.3246204954803176,1.3246204954803176,1.754619457046522,145,0,148.0,152.0,False,0.8503620188350638,0,0,False,False,False
P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,173.906668607,0.677544388934,86.2016404031,334.396108383,50.79225,0.0140873755100351,15104.0,15104.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,54.67042,0.3043156567761311,61809.0,54.75972,0.0893000000000014,1.0016334244368343,before_T0,73510.0,88613.0,0.001335634,0.001609916,50.311628596515405,0.4806214034845979,0.4806214034845979,0.2309969334875046,152,51.01091601796388,-0.2186660179638764,0.2186660179638764,0.0478148274121783,160,49.215262648901096,1.5769873510989072,1.5769873510989072,2.486889105525948,139,0,150.33333333333334,160.0,False,0.7587582575157938,0,0,False,False,False
P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,177.821134596,0.63969291749,87.6195222961,320.228793407,54.66565,0.0355161351706386,16020.0,16020.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,54.82933,0.299618577144974,60727.0,55.06646,0.2371300000000005,1.0043248750258302,inside_T0,77840.0,93859.0,0.00141427,0.001705188,53.13343412429771,1.532215875702292,1.532215875702292,2.347685489754141,134,53.0807736240349,1.584876375965095,1.584876375965095,2.5118331270922534,134,53.54208612304562,1.1235638769543783,1.1235638769543783,1.2623957855967534,147,0,138.33333333333334,147.0,False,1.4135520428739217,0,0,False,False,False
P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,185.872045369,0.416268682161,71.55646921440001,371.982346013,74.77214000000001,0.0052679123770211,18926.0,18926.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,74.83095,0.3640569196330215,92615.0,75.07011,0.2391599999999982,1.0031960037925485,inside_T0,96674.0,115599.0,0.00175631,0.002100003,61.40930140048454,13.36283859951547,13.36283859951547,178.56545543670055,43,61.88087502342054,12.891264976579464,12.891264976579464,166.18471269638434,43,59.95017760565997,14.821962394340034,14.821962394340034,219.69056921923016,42,0,42.666666666666664,43.0,False,13.692021990144989,0,0,False,False,False
P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,187.255870651,0.828194463092,46.4611349328,375.783913497,58.45098,0.0332614828381724,12238.0,12238.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,58.84376,0.4773342534492181,46511.0,63.52674,4.682980000000001,1.0795832897150013,after_T0,60251.0,72488.0,0.00109484,0.001317074,48.37687586547944,10.074104134520567,10.074104134520567,101.48757411316438,52,49.46543628467514,8.985543715324859,8.985543715324859,80.73999586001406,54,45.63040832086133,12.820571679138672,12.820571679138672,164.36705817993263,52,0,52.666666666666664,54.0,False,10.6267398429947,0,0,False,False,False
P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,198.376734591,0.636800402216,84.0585875992,361.411435367,60.69527,0.042973686164657,16143.0,16143.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.86118999999999,0.3332902834169033,59301.0,63.06052,0.1993300000000104,1.0031709549246524,before_T0,78143.0,94285.0,0.001419773,0.001712924,59.10083639089857,1.5944336091014293,1.5944336091014293,2.542218533832209,132,59.64947108188432,1.045798918115686,1.045798918115686,1.0936953771319395,143,57.97719716332396,2.7180728366760434,2.7180728366760434,7.3879199454761535,124,0,133.0,143.0,False,1.7861017879643863,0,0,False,False,False
P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,199.601335125,0.449852506485,57.030843283,364.706449651,82.340345,0.042470106641446,19150.0,19150.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,82.60052,0.4504632729256989,107646.0,82.90426,0.3037399999999906,1.0036772165598955,inside_T0,96450.0,115599.0,0.001752242,0.002100003,81.86317762813808,0.477167371861924,0.477167371861924,0.2276887007696157,153,83.58155014502117,-1.2412051450211692,1.2412051450211692,1.5405902120270216,139,79.77714229831798,2.563202701682016,2.563202701682016,6.570008089909986,128,0,140.0,153.0,False,1.427191739521703,0,0,False,False,False
P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,203.030488295,0.654564663741,63.9602473907,333.568221635,65.373875,0.056157954868144,15634.0,15634.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,70.39099,0.4315692023875674,64451.0,70.64577,0.2547799999999967,1.0036194973248709,before_T0,76093.0,91726.0,0.001382543,0.001666451,63.80192626063701,1.5719487393629876,1.5719487393629876,2.471022839184886,133,62.75203548832561,2.621839511674388,2.621839511674388,6.8740424249769925,111,65.0311778460239,0.3426971539761041,0.3426971539761041,0.1174413393433216,160,0,134.66666666666666,160.0,False,1.5121618016711598,0,0,False,False,False
P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,203.317554156,0.724937635215,54.0301996917,325.306920736,62.7824,0.0471859051509733,14056.0,14056.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,66.66340499999998,0.4665106605077347,51852.0,66.93857,0.2751650000000154,1.0041276769465948,before_T0,68763.0,82818.0,0.001249425,0.001504675,59.68695693367632,3.095443066323682,3.095443066323682,9.58176777685136,110,59.853794457976825,2.9286055420231776,2.9286055420231776,8.57673042076887,103,59.58851454920208,3.193885450797921,3.193885450797921,10.200904272818642,121,0,111.33333333333333,121.0,False,3.0726446863815937,0,0,False,False,False
P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,204.071587815,0.957219619336,88.582220221,334.090301355,46.86536,0.0024954522077882,10708.0,10708.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,46.9141,0.2867389524042357,56411.0,47.24953,0.3354300000000023,1.0071498760500577,inside_T0,52005.0,62712.0,0.0009450861,0.001139534,50.789081300349416,-3.923721300349413,3.923721300349413,15.395588842815693,92,50.00145017389116,-3.136090173891155,3.136090173891155,9.835061578776656,100,52.57466523416423,-5.709305234164226,5.709305234164226,32.59616625685503,83,0,91.66666666666667,100.0,False,4.256372236134932,0,0,False,False,False
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,207.432942583,0.674802143379,57.4396795379,382.34582068,66.114745,0.0425571163823884,15134.0,15134.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,70.658965,0.459789100620578,51444.0,70.88922,0.2302549999999996,1.0032586806217725,before_T0,73841.0,88974.0,0.001341645,0.001616472,57.36519986390364,8.749545136096359,8.749545136096359,76.55454008858744,55,58.44944689936906,7.665298100630942,7.665298100630942,58.75679497153632,58,55.67434850548549,10.44039649451451,10.44039649451451,109.00187896267084,56,0,56.333333333333336,58.0,False,8.951746577080604,0,0,False,False,False
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,208.096600196,0.256636148953,45.2492384214,395.602757306,74.71056,0.0013486360071989,16007.0,16007.0,False,False,True,True,14,14.0,0.0,0.0,False,before_T0,152.34725,0.8587055769270728,71831.0,158.3638,6.016549999999995,1.0394923439707642,before_T0,99593.0,115599.0,0.001809322,0.002100003,117.97611779021577,-43.26555779021575,43.26555779021575,1871.908490898499,12,118.3131442736363,-43.602584273636296,43.602584273636296,1901.1853553395551,12,116.88115669850912,-42.17059669850913,42.17059669850913,1778.359225908309,11,3,11.666666666666666,12.0,True,43.01291292078705,1,14,True,False,False
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,209.47686991,0.866693950214,69.0699464413,369.570871734,58.44805,0.029858273069385,11809.0,11809.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,58.79409,0.3791392090163074,44502.0,59.03557,0.2414800000000028,1.0041072155381603,before_T0,57458.0,69266.0,0.001044117,0.00125856,54.90264897895488,3.545401021045123,3.545401021045123,12.5698684000278,98,54.3246483119348,4.123401688065201,4.123401688065201,17.002441481138945,84,55.00274033636637,3.44530966363363,3.44530966363363,11.870158678327275,118,0,100.0,118.0,False,3.7047041242479843,0,0,False,False,False
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,210.211145159,0.921242046338,82.31260604849999,311.238003519,50.795955,0.0016395420505646,11132.0,11132.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,50.91613,0.3189933954844505,37444.0,51.40045,0.4843199999999967,1.0095121133518985,before_T0,54032.0,65163.0,0.000981898,0.001184046,46.71290277882706,4.083052221172942,4.083052221172942,16.671315440825293,89,48.032794376115966,2.7631606238840334,2.7631606238840334,7.635056633383201,107,43.69984239707252,7.096112602927477,7.096112602927477,50.35481407342617,73,0,89.66666666666667,107.0,False,4.647441815994817,0,0,False,False,False
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,210.302841339,0.779412575788,58.6430912284,304.177226769,62.51617999999999,0.0321562743484506,13099.0,13099.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.90071,0.4376306309693392,38988.0,63.04418,0.1434699999999935,1.0022808963523622,before_T0,63929.0,77027.0,0.001161635,0.001399505,60.45218518428991,2.063994815710082,2.063994815710082,4.260074599278094,125,60.16780277294063,2.348377227059366,2.348377227059366,5.514875600571037,120,60.48598647568203,2.0301935243179585,2.0301935243179585,4.121685746182573,134,0,126.33333333333333,134.0,False,2.147521855695802,0,0,False,False,False
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,210.331349445,0.877062157481,58.8084341536,346.930868597,58.68051,0.0280834685911425,11634.0,11634.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,58.91895,0.4122499894871715,57715.0,59.11381,0.1948599999999913,1.0033072551360809,before_T0,56814.0,68447.0,0.001032421,0.001243686,58.40442353896346,0.2760864610365345,0.2760864610365345,0.0762237339676779,158,58.64110279749384,0.0394072025061618,0.0394072025061618,0.0015529276093616,163,58.21384350496563,0.4666664950343673,0.4666664950343673,0.2177776175876611,158,0,159.66666666666666,163.0,False,0.2607200528590212,0,0,False,False,False
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,211.964201781,0.31026524833,82.2948660567,308.041416816,74.73733,0.0009484903774901,17763.0,17763.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,74.80826499999999,0.3076234017344907,100159.0,75.01098,0.2027150000000119,1.0027097941651235,inside_T0,97837.0,115599.0,0.001777431,0.002100003,94.23787766087564,-19.50054766087564,19.50054766087564,380.2713590740824,31,94.672677382216,-19.93534738221601,19.93534738221601,397.41807524962667,32,93.52902097069315,-18.79169097069316,18.79169097069316,353.1276495380306,36,0,33.0,36.0,False,19.40919533792827,0,0,False,False,False
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,212.474685749,0.445530901525,80.1654967217,390.176194232,78.665605,0.02109989541313,19328.0,19328.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,78.83944,0.361931088256386,106386.0,78.89913,0.0596900000000033,1.0007571083711402,inside_T0,96272.0,115599.0,0.00174901,0.002100003,75.41571961842693,3.249885381573065,3.249885381573065,10.56175499336231,108,75.34636873739638,3.3192362626036243,3.3192362626036243,11.017329366982876,97,74.80880671063873,3.856798289361265,3.856798289361265,14.87489304481998,111,0,105.33333333333333,111.0,False,3.4753066445126515,0,0,False,False,False
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,212.944274192,0.351323873231,48.0439392259,351.894554175,78.70302,0.0013593215483366,17956.0,17956.0,False,False,True,True,7,7.0,0.0,0.0,False,before_T0,114.5273,0.6341750377176019,65454.0,119.0752,4.547899999999999,1.039710182637677,before_T0,97644.0,115599.0,0.001773926,0.002100003,113.94224182646072,-35.239221826460735,35.239221826460735,1241.8027549345068,15,114.13477880987338,-35.431758809873386,35.431758809873386,1255.4095323610404,15,111.2341711145957,-32.5311511145957,32.5311511145957,1058.275792840661,20,3,16.666666666666668,20.0,True,34.400710583643274,1,7,True,False,False
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,213.315910834,0.426447159191,86.0684535809,346.722503996,78.75622,0.0011337485532515,19203.0,19203.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,78.77935,0.3407551431036969,102666.0,78.93777,0.1584200000000066,1.0020109330681202,inside_T0,96397.0,115599.0,0.00175128,0.002100003,75.01494492610647,3.741275073893533,3.741275073893533,13.99713917853706,95,75.74326140402034,3.0129585959796543,3.0129585959796543,9.07791950108769,102,74.09998956932267,4.656230430677326,4.656230430677326,21.68048182356556,98,0,98.33333333333333,102.0,False,3.8034880335168375,0,0,False,False,False
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,217.682945702,0.631899079757,71.74598830689999,324.134516573,67.46731,0.0496595985387411,16255.0,16255.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,74.38219,0.4131706483824879,71657.0,74.68508,0.302890000000005,1.0040720769313192,before_T0,78763.0,95017.0,0.001431033,0.001726218,65.35445385326952,2.112856146730479,2.112856146730479,4.464161096776768,122,64.78642587056629,2.680884129433707,2.680884129433707,7.187139715449526,110,66.07089149854949,1.396418501450512,1.396418501450512,1.949984631193293,143,0,125.0,143.0,False,2.0633862592048993,0,0,False,False,False
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,222.079289377,0.741891960581,87.27994447900001,335.366959171,58.95031,0.0272479969166906,13889.0,13889.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.617895,0.3351277312286675,61070.0,62.83974,0.2218449999999947,1.0035428370755677,before_T0,67036.0,80924.0,0.001218061,0.001470278,61.01432614348062,-2.0640161434806217,2.0640161434806217,4.260162640548618,124,60.76395895593723,-1.813648955937225,1.813648955937225,3.2893225353721864,131,61.34136623916696,-2.391056239166957,2.391056239166957,5.717149938859233,129,0,128.0,131.0,False,2.089573779528268,0,0,False,False,False
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,225.007853492,0.825221323097,87.0957490335,338.940755161,58.68753,0.0248816379117563,12478.0,12478.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,58.85763,0.3276051192780102,63924.0,58.96711,0.1094799999999978,1.0018600816920422,before_T0,60272.0,72749.0,0.001095221,0.001321814,55.36375056483654,3.323779435163459,3.323779435163459,11.047509733615524,104,55.54022168346624,3.14730831653376,3.14730831653376,9.905549639322569,99,54.95704082712347,3.7304891728765313,3.7304891728765313,13.916549468949029,113,0,105.33333333333333,113.0,False,3.4005256415245833,0,0,False,False,False
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,227.095146149,0.485569900572,46.1845747353,309.475761642,138.5759,0.164985350762409,19355.0,19355.0,True,False,True,True,143,106.0,37.0,0.0,True,spans_multiple_T0_regions,187.6205,1.1760164980876044,44338.0,207.3806,19.760099999999994,1.1053195146585797,before_T0,96245.0,115599.0,0.001748519,0.002100003,103.89967165342684,34.676228346573154,34.676228346573154,1202.4408123436835,16,104.61153304551404,33.96436695448595,33.96436695448595,1153.5782226189774,16,102.11645318876744,36.45944681123255,36.45944681123255,1329.2912617810955,12,3,14.666666666666666,16.0,True,35.033347370763884,1,143,False,True,False
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,230.324353521,0.227660683076,86.8191306555,386.564919231,74.64661000000001,0.0008137905978264,16063.0,16063.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,74.60725500000001,0.2874873959209154,103505.0,74.786,0.1787449999999921,1.0023958125788168,inside_T0,99537.0,115599.0,0.001808305,0.002100003,78.01029141416097,-3.3636814141609648,3.3636814141609648,11.314352655971907,103,76.0781925877073,-1.4315825877072967,1.4315825877072967,2.04942870542672,138,83.8422050187889,-9.195595018788891,9.195595018788891,84.5589677495751,60,0,100.33333333333333,138.0,False,4.663619673552384,0,0,False,False,False
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,231.081894821,0.850370876493,55.190986405,302.777484886,62.65886999999999,0.0256634509281214,12002.0,12002.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.800715,0.4395123597190725,39563.0,66.55402000000001,3.753305000000012,1.0597653227355772,after_T0,58596.0,70597.0,0.001064784,0.001282732,60.87050719298648,1.7883628070135131,1.7883628070135131,3.198241529509252,129,59.55773871423193,3.101131285768062,3.101131285768062,9.617015251569477,101,61.974281268170905,0.6845887318290877,0.6845887318290877,0.4686617317473586,155,0,128.33333333333334,155.0,False,1.8580276082035543,0,0,False,False,False
