target,target_label,target_unit,grid_index,P,VX,predicted_mean,predictive_std,nearest_training_distance_standardized,inside_pairwise_convex_hull,within_observed_support,plot_value_masked_outside_support,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
depth,T0 penetration depth,um,569,230.10069725793335,0.675392767946,72.00109354087549,19.965544988079024,0.586656831586327,True,True,72.00109354087549,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,570,241.6618382342,0.675392767946,75.17019422314486,21.24830672725565,0.644529112590356,True,True,75.17019422314486,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,571,253.22297921046666,0.675392767946,78.61494454552127,22.29523979447521,0.715363401784923,True,True,78.61494454552127,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,572,264.78412018673333,0.675392767946,82.42644491160965,23.097531250963655,0.795705534074801,True,True,82.42644491160965,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,573,276.34526116300003,0.675392767946,86.68602005329184,23.692324644731038,0.8194342961708334,True,True,86.68602005329184,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,574,287.9064021392667,0.675392767946,91.45420545054294,24.15094388562156,0.8049403051513647,True,True,91.45420545054294,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,575,299.4675431155333,0.675392767946,96.76096983223493,24.556881631360252,0.8058912486685388,True,True,96.76096983223493,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,576,311.0286840918,0.675392767946,102.59870504758487,24.983403714809075,0.8222335405534628,True,True,102.59870504758487,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,577,322.5898250680667,0.675392767946,108.91936915298194,25.47887702933021,0.8530830946917253,True,True,108.91936915298194,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,578,334.15096604433336,0.675392767946,115.6359365310349,26.06345324469243,0.896944267161411,True,True,115.6359365310349,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,579,345.7121070206,0.675392767946,122.62705468529401,26.73488848923796,0.9520203522224783,True,True,122.62705468529401,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,580,357.27324799686664,0.675392767946,129.74354077577848,27.478050780827623,1.0164900217931725,True,True,129.74354077577848,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,581,368.83438897313334,0.675392767946,136.81602163223235,28.273590938310306,1.0886857482632624,True,True,136.81602163223235,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,582,380.3955299494,0.675392767946,143.66383573776403,29.10404863304332,1.161923271477016,True,True,143.66383573776403,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,583,391.9566709256667,0.675392767946,150.10560278714843,29.957611327341798,1.1150746149209365,True,True,150.10560278714843,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,584,403.5178119019333,0.675392767946,155.97144422475358,30.830112965283185,1.0778648271418272,True,True,155.97144422475358,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,585,415.0789528782,0.675392767946,161.11591281439024,31.72543039632868,1.0513178658450868,True,True,161.11591281439024,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,586,426.64009385446667,0.675392767946,165.4296951457115,32.65413574427776,1.0362535429169046,True,True,165.4296951457115,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,587,438.20123483073337,0.675392767946,168.8476413411912,33.63047500357048,1.0331742525236425,True,True,168.8476413411912,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,588,449.762375807,0.675392767946,171.35112505286662,34.668299295285514,1.0421862346312774,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,589,102.928146519,0.7016039960229999,45.556089786445305,19.280293305207202,0.48458190634841836,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,590,114.48928749526667,0.7016039960229999,46.60712101859283,16.189992435805642,0.3859397072907044,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,591,126.05042847153334,0.7016039960229999,48.0540706352601,13.15823739255947,0.29690869316034446,True,True,48.0540706352601,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,592,137.61156944779998,0.7016039960229999,49.844356101190165,10.661270364356769,0.22898813766637385,True,True,49.844356101190165,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,593,149.17271042406668,0.7016039960229999,51.90946165291803,9.63541001068985,0.2044305334748859,True,True,51.90946165291803,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,594,160.73385140033332,0.7016039960229999,54.177659415147794,10.523697178936631,0.23711516094277987,True,True,54.177659415147794,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,595,172.2949923766,0.7016039960229999,56.5856555967008,12.43469061060294,0.3094040025406847,True,True,56.5856555967008,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,596,183.85613335286666,0.7016039960229999,59.08192250866299,14.476982366455289,0.4003917515816895,True,True,59.08192250866299,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,597,195.41727432913333,0.7016039960229999,61.63029513326835,16.343489224157885,0.4999717525903762,True,True,61.63029513326835,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,598,206.9784153054,0.7016039960229999,64.21702200896726,18.02140570774908,0.5602736301176662,True,True,64.21702200896726,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,599,218.53955628166668,0.7016039960229999,66.85655674226794,19.554541218423566,0.578797994226369,True,True,66.85655674226794,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,600,230.10069725793335,0.7016039960229999,69.59182050687306,20.948257596966798,0.6174003371742602,True,True,69.59182050687306,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,601,241.6618382342,0.7016039960229999,72.48806408952103,22.167521237902594,0.6726326748474935,True,True,72.48806408952103,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,602,253.22297921046666,0.7016039960229999,75.62293364982007,23.172731938466967,0.7407845401392226,True,True,75.62293364982007,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,603,264.78412018673333,0.7016039960229999,79.07578367579629,23.950662929281958,0.818635593688209,True,True,79.07578367579629,56.179604265950005,335.460786154,matern32_no_nugget,40,True
