name,hash,P,VX,LS,ST,reaches_conduction,first_conduction_timestep,first_conduction_frame_index_0based,total_frames,conduction_frames,conduction_fraction,screenshot_bug_any,screenshot_bug_before_first_conduction,keyhole_any,label_change_count,conduction_entry_count,unexpected_start,return_to_forming_or_initial_after_conduction,suspicious_transition,transition_pattern,bug_free_field,correctly_finished_field,first_observed_conduction_timestep,first_observed_conduction_frame_index_0based,screenshot_bug_frames_before_first_observed_conduction,latest_valid_preconduction_timestep,latest_valid_preconduction_label,first_screenshot_bug_timestep_before_first_observed_conduction,last_screenshot_bug_timestep_before_first_observed_conduction,observational_ambiguity_interval_lower_bound,observational_ambiguity_interval_upper_bound,observational_ambiguity_interval_width,observational_ambiguity_lower_bound_exists,first_persistent_conduction_timestep,first_persistent_conduction_frame_index_0based,persistent_onset_exists,persistent_onset_differs_from_first_observed,persistent_minus_first_observed_timestep,intervening_reversion_count,intervening_reversion_frame_count,final_observed_timestep,final_stored_frame_index_0based,final_observed_label,final_valid_non_bug_timestep,final_valid_label,right_censored_no_conduction,exact_clean_observed_target,interval_ambiguous_due_to_pretransition_bug,other_transition_ambiguity,target_status_primary
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,24e0a43587,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,True,39619.0,83.0,246,163,0.6626016260162602,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,39619,83,33,39152,Forming Phase,0,15844,39152,39619,467,True,39619,83,True,False,0,0,0,115599,245,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-145p249113956_VX-0p501139719932_LS-7p51242767898e-05_ST-325p186450026_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62629863717e-06_H-30d8d23b36,30d8d23b36,145.249113956,0.501139719932,7.51242767898e-05,325.186450026,True,42370.0,80.0,220,140,0.6363636363636364,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,42370,80,35,41840,Forming Phase,0,18002,41840,42370,530,True,42370,80,True,False,0,0,0,115599,219,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,f404b6f8f4,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,True,72340.0,85.0,137,52,0.3795620437956204,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,72340,85,34,71489,Forming Phase,0,28064,71489,72340,851,True,72340,85,True,False,0,0,0,115599,136,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,c321cc4e90,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,True,22504.0,81.0,416,233,0.5600961538461539,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,22504,81,35,22233,Forming Phase,0,9763,22233,22504,271,True,22504,81,True,False,0,0,0,115599,415,Screenshot Bug,86560,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,b40dbd8ddd,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,True,93913.0,73.0,91,18,0.1978021978021978,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,93913,73,35,92626,Forming Phase,0,43722,92626,93913,1287,True,93913,73,True,False,0,0,0,115599,90,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,306f9d252b,149.254341218,0.887957223036,4.5e-05,300.0,True,8108.0,70.0,595,525,0.8823529411764706,False,False,False,2,1,False,False,False,Initial Emptiness → Forming Phase → Conduction,1,1,8108,70,0,7992,Forming Phase,,,7992,8108,116,True,8108,70,True,False,0,0,0,68795,594,Conduction,68795,Conduction,False,True,False,False,exact_clean_observed_target
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,95ed9fb76f,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,True,48389.0,90.0,219,129,0.589041095890411,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,48389,90,33,47863,Forming Phase,0,17876,47863,48389,526,True,48389,90,True,False,0,0,0,115599,218,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,6af407d4ba,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,True,84449.0,80.0,111,31,0.27927927927927926,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,84449,80,35,83393,Forming Phase,0,35871,83393,84449,1056,True,84449,80,True,False,0,0,0,115599,110,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-150p924001842_VX-0p859014749555_LS-8p54585725094e-05_ST-302p841995718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p6158763345e-06_H-9bd689b964,9bd689b964,150.924001842,0.859014749555,8.54585725094e-05,302.841995718,True,66450.0,212.0,370,129,0.34864864864864864,True,True,False,4,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug,1,1,66450,212,32,66141,Forming Phase,0,10503,66141,66450,309,True,66450,212,True,False,0,0,0,115599,369,Screenshot Bug,106650,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,73846c96ef,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,True,23719.0,88.0,422,236,0.5592417061611374,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23719,88,36,23452,Forming Phase,0,9329,23452,23719,267,True,23719,88,True,False,0,0,0,115599,421,Screenshot Bug,87754,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,bf889bf790,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,True,35047.0,58.0,116,58,0.5,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,35047,58,26,34453,Forming Phase,0,15444,34453,35047,594,True,35047,58,True,False,0,0,0,68795,115,Conduction,68795,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,8daf8adcd4,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,True,46270.0,94.0,247,153,0.6194331983805668,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,46270,94,29,45811,Forming Phase,0,15571,45811,46270,459,True,46270,94,True,False,0,0,0,115599,246,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,cda596b3bb,155.56408626,0.882684317254,6.13538276829e-05,315.150952839,True,27953.0,92.0,379,233,0.6147757255936676,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,27953,92,36,27652,Forming Phase,0,10522,27652,27953,301,True,27953,92,True,False,0,0,0,115599,378,Screenshot Bug,98974,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,fa25be35ef,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,True,47493.0,93.0,231,138,0.5974025974025974,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,47493,93,32,46993,Forming Phase,0,16492,46993,47493,500,True,47493,93,True,False,0,0,0,115599,230,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,0d7d85a8f4,158.77294915,0.755822601012,5.98686493415e-05,315.3922311,True,31948.0,89.0,326,234,0.7177914110429447,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,31948,89,33,31596,Forming Phase,0,11938,31596,31948,352,True,31948,89,True,False,0,0,0,115599,325,Screenshot Bug,114889,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,312d3c9a86,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,True,44458.0,75.0,201,126,0.6268656716417911,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,44458,75,32,43887,Forming Phase,0,19372,43887,44458,571,True,44458,75,True,False,0,0,0,115599,200,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,0590129dfb,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,True,23005.0,81.0,406,245,0.603448275862069,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23005,81,34,22728,Forming Phase,0,9703,22728,23005,277,True,23005,81,True,False,0,0,0,115599,405,Screenshot Bug,92377,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,bf889bf790,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,True,41809.0,65.0,109,44,0.4036697247706422,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,41809,65,25,41175,Forming Phase,0,15833,41175,41809,634,True,41809,65,True,False,0,0,0,68795,108,Conduction,68795,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,45d75eceb5,163.117472792,0.458171151631,7.76324682791e-05,309.146066051,True,53304.0,90.0,197,107,0.5431472081218274,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,53304,90,32,52725,Forming Phase,0,19110,52725,53304,579,True,53304,90,True,False,0,0,0,115599,196,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,b40dbd8ddd,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,True,23661.0,83.0,404,244,0.6039603960396039,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23661,83,35,23379,Forming Phase,0,9861,23379,23661,282,True,23661,83,True,False,0,0,0,115599,403,Screenshot Bug,93880,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,bf889bf790,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,True,39951.0,56.0,99,43,0.43434343434343436,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,39951,56,24,39262,Forming Phase,0,17216,39262,39951,689,True,39951,56,True,False,0,0,0,68795,98,Conduction,68795,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,0744488b5e,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,True,23633.0,82.0,402,252,0.6268656716417911,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23633,82,35,23348,Forming Phase,0,9968,23348,23633,285,True,23633,82,True,False,0,0,0,115599,401,Screenshot Bug,95755,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,31e40e99ef,167.36850481,0.484912828283,7.82623244153e-05,326.173250025,True,50363.0,92.0,213,121,0.568075117370892,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,50363,92,34,49815,Forming Phase,0,18057,49815,50363,548,True,50363,92,True,False,0,0,0,115599,212,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,73ae961aa0,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,True,60495.0,87.0,170,83,0.48823529411764705,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,60495,87,32,59814,Forming Phase,0,22416,59814,60495,681,True,60495,87,True,False,0,0,0,115599,169,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,7931c20f4a,171.239447318,0.969583751496,7.40725617215e-05,384.912438459,True,23532.0,83.0,418,265,0.6339712918660287,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23532,83,32,23259,Forming Phase,0,9305,23259,23532,273,True,23532,83,True,False,0,0,0,115599,417,Screenshot Bug,96676,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,ba17ade68b,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,True,87522.0,77.0,103,26,0.2524271844660194,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,87522,77,34,86385,Forming Phase,0,37490,86385,87522,1137,True,87522,77,True,False,0,0,0,115599,102,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,30d8d23b36,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,True,26909.0,90.0,390,244,0.6256410256410256,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,26909,90,33,26619,Forming Phase,0,9840,26619,26909,290,True,26909,90,True,False,0,0,0,115599,389,Screenshot Bug,99626,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,eb41f0639c,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,True,89809.0,78.0,102,24,0.23529411764705882,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,89809,78,34,88657,Forming Phase,0,37976,88657,89809,1152,True,89809,78,True,False,0,0,0,115599,101,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,6705b84f8a,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,True,23478.0,85.0,425,264,0.6211764705882353,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23478,85,32,23211,Forming Phase,0,9073,23211,23478,267,True,23478,85,True,False,0,0,0,115599,424,Screenshot Bug,95329,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,568de84222,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,True,38557.0,84.0,253,169,0.6679841897233202,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,38557,84,35,38098,Forming Phase,0,15604,38098,38557,459,True,38557,84,True,False,0,0,0,115599,252,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,5731c00627,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,True,27721.0,81.0,337,256,0.7596439169139466,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,27721,81,35,27378,Forming Phase,0,11639,27378,27721,343,True,27721,81,True,False,0,0,0,115599,336,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,fa25be35ef,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,True,29412.0,86.0,339,249,0.7345132743362832,True,True,False,4,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug,1,1,29412,86,34,29073,Forming Phase,0,11496,29073,29412,339,True,29412,86,True,False,0,0,0,115599,338,Screenshot Bug,114366,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,f77f7c89dc,179.651163568,0.66389382017,6.65035978508e-05,326.14019277,True,34375.0,86.0,290,204,0.7034482758620689,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,34375,86,34,33975,Forming Phase,0,13191,33975,34375,400,True,34375,86,True,False,0,0,0,115599,289,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,6014a1f9c3,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,True,33818.0,80.0,280,200,0.7142857142857143,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,33818,80,33,33405,Forming Phase,0,14022,33405,33818,413,True,33818,80,True,False,0,0,0,115599,279,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,e6df4d4a2d,181.214517461,0.293157847988,6.39704529171e-05,391.855294349,True,71548.0,79.0,129,50,0.3875968992248062,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,71548,79,34,70642,Forming Phase,0,29867,70642,71548,906,True,71548,79,True,False,0,0,0,115599,128,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,d9be003c20,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,True,27967.0,82.0,339,247,0.7286135693215339,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,27967,82,34,27630,Forming Phase,0,11459,27630,27967,337,True,27967,82,True,False,0,0,0,115599,338,Screenshot Bug,112309,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,95ed9fb76f,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,True,22306.0,78.0,401,254,0.6334164588528678,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,22306,78,36,22020,Forming Phase,0,10011,22020,22306,286,True,22306,78,True,False,0,0,0,115599,400,Screenshot Bug,95598,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,0011cc30ec,184.554601264,0.855768445974,6.11854963854e-05,316.977306706,True,30385.0,97.0,365,242,0.663013698630137,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,30385,97,34,30075,Forming Phase,0,10543,30075,30385,310,True,30385,97,True,False,0,0,0,115599,364,Screenshot Bug,107676,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,b40dbd8ddd,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,True,49373.0,90.0,211,121,0.5734597156398105,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,49373,90,34,48824,Forming Phase,0,18096,48824,49373,549,True,49373,90,True,False,0,0,0,115599,210,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,f404b6f8f4,186.850960621,0.845582390035,8.39602076571e-05,354.289806443,True,29495.0,92.0,364,272,0.7472527472527473,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,29495,92,32,29181,Forming Phase,0,10356,29181,29495,314,True,29495,92,True,False,0,0,0,115599,363,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,cedd8dc36d,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,True,24531.0,81.0,387,282,0.7286821705426356,True,True,False,4,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug,1,1,24531,81,32,24235,Forming Phase,0,9755,24235,24531,296,True,24531,81,True,False,0,0,0,115599,386,Screenshot Bug,108569,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,30d8d23b36,190.553348142,0.571798591092,6.21059581714e-05,350.091118048,True,37595.0,80.0,249,169,0.678714859437751,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,37595,80,33,37130,Forming Phase,0,15314,37130,37595,465,True,37595,80,True,False,0,0,0,115599,248,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,4852b0403a,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,True,24700.0,85.0,406,293,0.7216748768472906,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,24700,85,32,24416,Forming Phase,0,9371,24416,24700,284,True,24700,85,True,False,0,0,0,115599,405,Screenshot Bug,107701,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,5731c00627,193.440626378,0.303697281962,7.07136561297e-05,354.067159473,True,76936.0,88.0,134,46,0.34328358208955223,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,76936,88,33,76062,Forming Phase,0,27955,76062,76936,874,True,76936,88,True,False,0,0,0,115599,133,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
