policy,reference,run_id,repeat,fold,budget,jaccard,first_path_divergence_budget
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,24,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,32,0.6842105263157895,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,40,0.7391304347826086,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,24,0.2631578947368421,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,32,0.3617021276595745,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,40,0.48148148148148145,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,80,0.8823529411764706,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,24,0.6,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,32,0.7777777777777778,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,40,0.9512195121951219,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,24,0.45454545454545453,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,32,0.6,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,40,0.6666666666666666,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,24,0.37142857142857144,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,32,0.3617021276595745,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,40,0.42857142857142855,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,24,0.17073170731707318,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,32,0.2549019607843137,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,40,0.3333333333333333,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,80,0.7582417582417582,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,24,0.4117647058823529,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,32,0.3617021276595745,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,40,0.42857142857142855,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,80,0.9512195121951219,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,24,0.17073170731707318,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,32,0.23076923076923078,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,40,0.3793103448275862,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,80,0.7582417582417582,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,24,0.2972972972972973,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,32,0.4883720930232558,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,40,0.48148148148148145,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,24,0.06666666666666667,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,32,0.10344827586206896,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,40,0.21212121212121213,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,80,0.7204301075268817,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,24,0.45454545454545453,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,32,0.4883720930232558,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,40,0.5094339622641509,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,24,0.14285714285714285,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,32,0.3617021276595745,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,40,0.40350877192982454,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,24,0.3333333333333333,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,32,0.5238095238095238,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,40,0.7021276595744681,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,24,0.02127659574468085,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,32,0.015873015873015872,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,40,0.02564102564102564,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,80,0.4953271028037383,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,24,0.6,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,32,0.7777777777777778,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,40,0.9512195121951219,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,24,0.09090909090909091,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,32,0.20754716981132076,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,40,0.3114754098360656,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,80,0.7777777777777778,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,24,0.5,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,32,0.6410256410256411,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,40,0.6326530612244898,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,24,0.0,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,32,0.12280701754385964,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,40,0.19402985074626866,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,80,0.7204301075268817,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,24,0.7142857142857143,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,32,0.8823529411764706,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,40,0.9047619047619048,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,24,0.11627906976744186,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,32,0.28,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,40,0.3793103448275862,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,80,0.7582417582417582,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,24,0.2,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,32,0.2549019607843137,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,40,0.42857142857142855,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,24,0.02127659574468085,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,32,0.18518518518518517,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,40,0.3793103448275862,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,24,0.6,10.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,32,0.9393939393939394,10.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,40,0.9047619047619048,10.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,80,0.9753086419753086,10.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,24,0.14285714285714285,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,32,0.3333333333333333,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,40,0.5384615384615384,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,24,0.5,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,32,0.6410256410256411,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,40,0.6666666666666666,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,24,0.4117647058823529,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,32,0.5609756097560976,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,40,0.6326530612244898,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,24,0.37142857142857144,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,32,0.6842105263157895,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,40,0.8604651162790697,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,80,0.9753086419753086,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,24,0.23076923076923078,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,32,0.4883720930232558,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,40,0.6,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,24,0.23076923076923078,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,32,0.20754716981132076,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,40,0.3333333333333333,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,80,0.8181818181818182,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,24,0.5483870967741935,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,32,0.6,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,40,0.5384615384615384,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,24,0.7777777777777778,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,32,0.8823529411764706,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,40,0.7777777777777778,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,80,0.927710843373494,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,24,0.09090909090909091,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,32,0.10344827586206896,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,40,0.21212121212121213,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,80,0.6842105263157895,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,24,0.37142857142857144,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,32,0.45454545454545453,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,40,0.6326530612244898,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,24,0.11627906976744186,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,32,0.12280701754385964,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,40,0.3114754098360656,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,80,0.8181818181818182,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,24,0.6,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,32,0.7297297297297297,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,40,0.8604651162790697,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,24,0.2972972972972973,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,32,0.391304347826087,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,40,0.5384615384615384,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,24,0.5483870967741935,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,32,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,40,0.7021276595744681,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,24,0.45454545454545453,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,32,0.5609756097560976,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,40,0.6666666666666666,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,24,0.6551724137931034,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,32,0.8285714285714286,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,40,0.9512195121951219,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,24,0.2972972972972973,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,32,0.5238095238095238,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,40,0.6,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,24,0.3333333333333333,10.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,32,0.45454545454545453,10.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,40,0.5384615384615384,10.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,80,0.8604651162790697,10.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,24,0.23076923076923078,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,32,0.391304347826087,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,40,0.48148148148148145,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,80,0.7777777777777778,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,24,0.4117647058823529,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,32,0.45454545454545453,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,40,0.5384615384615384,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,80,0.9753086419753086,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,24,0.23076923076923078,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,32,0.30612244897959184,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,40,0.40350877192982454,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,80,0.7777777777777778,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,24,0.3333333333333333,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,32,0.4883720930232558,9.0
