population,candidate_id,unit,descriptive_direction,descriptive_threshold,band_half_width,band_semantics,within_band_count,within_band_keyhole_positive_count,within_band_keyhole_negative_count,negative_edge_score,positive_edge_score,class_gap_in_positive_direction,empty_class_gap,threshold_inside_empty_gap,nearest_below_experiment,nearest_below_value,nearest_below_distance,nearest_above_experiment,nearest_above_value,nearest_above_distance
all-old,T0_depth,um,higher,78.59645499999999,5.0,micrometre band,28,4,24,86.77511,70.55308500000001,-16.222024999999988,False,False,P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,78.57048999999999,0.02596499999999935,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,78.62241999999999,0.02596499999999935
all-old,T0_depth,um,higher,78.59645499999999,10.0,micrometre band,48,7,41,86.77511,70.55308500000001,-16.222024999999988,False,False,P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,78.57048999999999,0.02596499999999935,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,78.62241999999999,0.02596499999999935
all-combined,G3,um,higher,100.9587625,2.0,micrometre band,0,0,0,98.565725,78.00963999999999,-20.55608500000001,False,False,P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,98.565725,2.3930375000000055,P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,103.3518,2.3930374999999913
all-combined,G3,um,higher,100.9587625,5.0,micrometre band,5,2,3,98.565725,78.00963999999999,-20.55608500000001,False,False,P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,98.565725,2.3930375000000055,P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,103.3518,2.3930374999999913
all-combined,G3,um,higher,100.9587625,10.0,micrometre band,14,6,8,98.565725,78.00963999999999,-20.55608500000001,False,False,P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,98.565725,2.3930375000000055,P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,103.3518,2.3930374999999913
all-combined,R3,dimensionless,higher,0.5519829667262584,0.02,ratio analogue,4,1,3,0.6922254374489708,0.4322778508524462,-0.2599475865965246,False,False,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,0.5463307204053665,0.005652246320891896,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,0.5576352130471504,0.005652246320892007
all-combined,R3,dimensionless,higher,0.5519829667262584,0.05,ratio analogue,9,1,8,0.6922254374489708,0.4322778508524462,-0.2599475865965246,False,False,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,0.5463307204053665,0.005652246320891896,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,0.5576352130471504,0.005652246320892007
all-combined,R3,dimensionless,higher,0.5519829667262584,0.1,ratio analogue,40,6,34,0.6922254374489708,0.4322778508524462,-0.2599475865965246,False,False,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,0.5463307204053665,0.005652246320891896,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,0.5576352130471504,0.005652246320892007
all-combined,max_depth,um,higher,108.601,2.0,micrometre band,0,0,0,111.5838,111.1982,-0.3855999999999966,False,False,P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,106.0038,2.597200000000001,P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,111.1982,2.597200000000001
all-combined,max_depth,um,higher,108.601,5.0,micrometre band,5,2,3,111.5838,111.1982,-0.3855999999999966,False,False,P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,106.0038,2.597200000000001,P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,111.1982,2.597200000000001
all-combined,max_depth,um,higher,108.601,10.0,micrometre band,10,4,6,111.5838,111.1982,-0.3855999999999966,False,False,P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,106.0038,2.597200000000001,P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,111.1982,2.597200000000001
all-combined,T0_depth,um,higher,77.778445,2.0,micrometre band,20,7,13,94.62022,70.55308500000001,-24.067134999999993,False,False,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,77.66257,0.11587500000000261,P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,77.89432,0.1158749999999884
all-combined,T0_depth,um,higher,77.778445,5.0,micrometre band,66,17,49,94.62022,70.55308500000001,-24.067134999999993,False,False,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,77.66257,0.11587500000000261,P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,77.89432,0.1158749999999884
all-combined,T0_depth,um,higher,77.778445,10.0,micrometre band,102,22,80,94.62022,70.55308500000001,-24.067134999999993,False,False,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,77.66257,0.11587500000000261,P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,77.89432,0.1158749999999884
