experiment_name,population_row_index,has_keyhole,full_trace_duration_ms,max_positive_delta_W_p02,observed_ms_p02,transitions_used_p02,max_positive_delta_W_p05,observed_ms_p05,transitions_used_p05,max_positive_delta_W_p10,observed_ms_p10,transitions_used_p10,max_positive_delta_W_p20,observed_ms_p20,transitions_used_p20,max_positive_delta_W_p40,observed_ms_p40,transitions_used_p40,max_positive_delta_W_p100,observed_ms_p100,transitions_used_p100,P,VX,LS,ST,log_h
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,0,1.2611953,39.890147468508296,0.025223906,4,39.890147468508296,0.063059765,10,39.890147468508296,0.12611953,20,39.890147468508296,0.25223906,40,39.890147468508296,0.50447812,80,39.890147468508296,1.2611953,200,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,19.571895082360218
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,0,1.1330332,35.54990092857139,0.0226606639999999,4,35.54990092857139,0.0566516599999999,10,35.54990092857139,0.1133033199999999,20,35.54990092857139,0.2266066399999999,40,35.54990092857139,0.4532132799999999,80,35.54990092857139,1.1330332,200,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,19.5349408564302
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,1,1.7575073,27.91057327857144,0.035150146,4,27.91057327857144,0.087875365,10,27.91057327857144,0.17575073,20,27.91057327857144,0.35150146,40,27.91057327857144,0.7030029200000001,80,27.91057327857144,1.7575073,200,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,20.760882131994514
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,0,1.458529,22.973347008287316,0.02917058,4,22.973347008287316,0.07292645,10,22.973347008287316,0.1458529,20,22.973347008287316,0.2917058,40,22.973347008287316,0.5834116,80,22.973347008287316,1.458529,200,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,20.206963385500995
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,0,1.0898253999999998,25.11930247802196,0.0217965079999999,4,25.11930247802196,0.0544912699999999,10,25.11930247802196,0.1089825399999999,20,25.11930247802196,0.2179650799999999,40,25.11930247802196,0.4359301599999999,80,25.11930247802196,1.0898253999999998,200,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,20.230879882083443
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,0,1.6004011,19.711244031868283,0.032008022,4,19.711244031868283,0.080020055,10,22.65689846922305,0.16004011,20,22.65689846922305,0.32008022,40,22.65689846922305,0.64016044,80,22.65689846922305,1.6004011,200,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,20.46828353868822
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,0,0.9814965,39.89619564697804,0.01962993,4,39.89619564697804,0.049074825,10,39.89619564697804,0.09814965,20,39.89619564697804,0.1962993,40,39.89619564697804,0.3925986000000001,80,39.89619564697804,0.9814965,200,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,19.909562419185228
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,0,1.6977782,39.87185503956047,0.033955564,4,39.87185503956047,0.08488891,10,39.87185503956047,0.16977782,20,39.87185503956047,0.33955564,40,39.87185503956047,0.67911128,80,39.87185503956047,1.6977782,200,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,20.155251131086057
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,0,1.5367491999999998,39.92046934945048,0.0307349839999999,4,39.92046934945048,0.07683746,10,39.92046934945048,0.15367492,20,39.92046934945048,0.30734984,40,39.92046934945048,0.61469968,80,39.92046934945048,1.5367491999999998,200,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,20.18629858440819
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,64,0,1.3570243,23.85905657978874,0.027140486,4,23.85905657978874,0.067851215,10,23.85905657978874,0.13570243,20,23.85905657978874,0.27140486,40,23.85905657978874,0.54280972,80,23.85905657978874,1.3570243,200,238.364831187,0.683428278389,5.30391716287e-05,377.396343519,20.43083892981622
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,65,0,1.5006567,39.71500158397782,0.030013134,4,39.71500158397782,0.075032835,10,39.71500158397782,0.15006567,20,39.71500158397782,0.30013134,40,39.71500158397782,0.60026268,80,39.71500158397782,1.5006567,200,240.986949999,0.621810109213,6.5255993688e-05,389.31118835,20.178092032435877
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,66,0,1.7118507,24.665702901923083,0.034237014,4,24.665702901923083,0.085592535,10,24.665702901923083,0.17118507,20,24.665702901923083,0.34237014,40,24.665702901923083,0.6847402800000001,80,24.665702901923083,1.7118507,200,241.526098173,0.390351171714,7.60309896784e-05,322.459160533,20.18388609937647
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,67,0,1.2425766000000005,31.017202494505483,0.024851532,4,31.017202494505483,0.06212883,10,31.017202494505483,0.12425766,20,31.017202494505483,0.24851532,40,31.017202494505483,0.4970306400000001,80,31.017202494505483,1.2425766000000005,200,242.307622127,0.748861384084,6.09484851001e-05,306.16946129,20.19303111072375
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,68,1,1.443576,24.75875558241758,0.02887152,4,24.75875558241758,0.0721788,10,24.75875558241758,0.1443576,20,24.75875558241758,0.2887152,40,24.75875558241758,0.5774304,80,24.75875558241758,1.443576,200,243.042265843,0.642372627708,5.19118052277e-05,314.809567363,20.513475223999947
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,69,0,0.9722585,39.800266225274704,0.01944517,4,39.800266225274704,0.048612925,10,39.800266225274704,0.09722585,20,39.800266225274704,0.1944517,40,39.800266225274704,0.3889034,80,39.800266225274704,0.9722585,200,250.363893775,0.962117015407,8.16921850603e-05,395.976068127,19.661053355833136
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,70,0,1.6251119,39.9754847532967,0.032502238,4,39.9754847532967,0.081255595,10,39.9754847532967,0.16251119,20,39.9754847532967,0.32502238,40,39.9754847532967,0.6500447600000001,80,39.9754847532967,1.6251119,200,250.760727959,0.576945875618,7.55521762294e-05,375.926323236,20.035533216152782
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,71,0,1.3239091,39.89750830384614,0.026478182,4,39.89750830384614,0.066195455,10,39.89750830384614,0.13239091,20,39.89750830384614,0.26478182,40,39.89750830384614,0.52956364,80,39.89750830384614,1.3239091,200,251.6022239,0.703685008905,6.09329521029e-05,391.344263507,20.26216625678256
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,72,0,1.6231411,32.81599030823044,0.032462822,4,32.81599030823044,0.081157055,10,32.81599030823044,0.16231411,20,32.81599030823044,0.32462822,40,32.81599030823044,0.64925644,80,32.81599030823044,1.6231411,200,252.710023356,0.579349155213,8.35702038612e-05,362.250166341,19.889902926321984
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,73,0,1.0538603,39.14404255302195,0.021077206,4,39.14404255302195,0.052693015,10,39.14404255302195,0.10538603,20,39.14404255302195,0.21077206,40,39.14404255302195,0.42154412,80,39.14404255302195,1.0538603,200,255.411547814,0.885409904065,6.83114026847e-05,348.701073765,19.99087922657056
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,74,0,1.5372264000000002,36.30739530109011,0.030744528,4,36.30739530109011,0.07686132,10,36.30739530109011,0.15372264,20,36.30739530109011,0.30744528,40,36.30739530109011,0.6148905600000001,80,36.30739530109011,1.5372264000000002,200,255.66284442,0.61175678634,8.38548151022e-05,392.782565278,19.869205273399675
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,75,0,1.3695528,39.250210148066266,0.027391056,4,39.250210148066266,0.06847764,10,39.250210148066266,0.13695528,20,39.250210148066266,0.27391056,40,39.250210148066266,0.54782112,80,39.250210148066266,1.3695528,200,256.84590034,0.686841697171,8.87652204691e-05,323.817390946,19.730575484367332
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,76,0,0.9565953,30.244830863186806,0.019131906,4,30.244830863186806,0.0478297649999999,10,30.244830863186806,0.0956595299999999,20,30.244830863186806,0.1913190599999999,40,30.244830863186806,0.3826381199999999,80,30.244830863186806,0.9565953,200,258.098094226,0.965907163653,4.72561688305e-05,378.378118453,20.510574532402405
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,77,0,1.6893134,30.758781031868168,0.033786268,4,30.758781031868168,0.08446567,10,30.758781031868168,0.16893134,20,30.758781031868168,0.33786268,40,30.758781031868168,0.67572536,80,30.758781031868168,1.6893134,200,260.125654688,0.378472963537,6.21275317791e-05,359.026868384,20.57645210322566
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,78,0,1.7416821,39.71870255521976,0.034833642,4,39.71870255521976,0.087084105,10,39.71870255521976,0.17416821,20,39.71870255521976,0.34833642,40,39.71870255521976,0.6966728400000001,80,39.71870255521976,1.7416821,200,261.886347681,0.412060740992,8.23359668267e-05,378.690023731,20.11825666477434
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,79,0,1.7949239,39.73409457829664,0.035898478,4,39.73409457829664,0.089746195,10,39.73409457829664,0.17949239,20,39.73409457829664,0.35898478,40,39.73409457829664,0.71796956,80,39.73409457829664,1.7949239,200,263.723264659,0.501861307944,7.03164616445e-05,399.080626763,20.2633729873063
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,80,1,1.6884221,22.750471620329662,0.033768442,4,22.750471620329662,0.084421105,10,22.750471620329662,0.16884221,20,22.750471620329662,0.33768442,40,22.750471620329662,0.67536884,80,22.750471620329662,1.6884221,200,264.370573209,0.395776293281,4.78236029631e-05,378.311267492,20.96279175870226
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,81,0,1.5920653,21.04588631112324,0.031841306,4,21.04588631112324,0.079603265,10,26.181526640883746,0.15920653,20,26.181526640883746,0.31841306,40,26.181526640883746,0.63682612,80,26.181526640883746,1.5920653,200,265.432977562,0.293015283246,7.41925746724e-05,326.902943993,20.45839735218944
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,82,0,1.7891213,35.037506670054846,0.035782426,4,35.037506670054846,0.089456065,10,35.037506670054846,0.17891213,20,35.037506670054846,0.35782426,40,35.037506670054846,0.71564852,80,35.037506670054846,1.7891213,200,267.46239641,0.483361678819,7.67845272617e-05,366.829607628,20.164235135429752
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,83,0,1.266553,39.29487778571429,0.02533106,4,39.29487778571429,0.06332765,10,39.29487778571429,0.1266553,20,39.29487778571429,0.2533106,40,39.29487778571429,0.5066212,80,39.29487778571429,1.266553,200,267.660345133,0.739236683111,7.20061497304e-05,322.433694738,20.048925919555792
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,84,1,1.7744057,31.543888874725305,0.035488114,4,31.543888874725305,0.088720285,10,31.543888874725305,0.17744057,20,31.543888874725305,0.35488114,40,31.543888874725305,0.7097622800000001,80,31.543888874725305,1.7744057,200,270.660461155,0.506275452772,4.55363433165e-05,392.157982605,20.936702011785304
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,85,0,0.9716674,29.82806185769227,0.019433348,4,29.82806185769227,0.04858337,10,29.82806185769227,0.09716674,20,29.82806185769227,0.19433348,40,29.82806185769227,0.38866696,80,29.82806185769227,0.9716674,200,273.06384474,0.951903552318,4.77154604482e-05,314.535783501,20.559734052577472
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,86,0,1.3249654,39.08261702197804,0.026499308,4,39.08261702197804,0.06624827,10,39.08261702197804,0.13249654,20,39.08261702197804,0.26499308,40,39.08261702197804,0.52998616,80,39.08261702197804,1.3249654,200,273.444240295,0.704920639812,6.35261824567e-05,347.093922324,20.28202037388559
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,87,1,1.6069027000000002,19.436351955524863,0.032138054,4,19.590229746373225,0.080345135,10,19.590229746373225,0.16069027,20,19.590229746373225,0.32138054,40,19.590229746373225,0.6427610800000001,80,19.590229746373225,1.6069027000000002,200,277.972333632,0.331196372511,4.5620211888e-05,324.411035281,21.172783038710023
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,88,0,0.9751302,37.724273785714345,0.019502604,4,37.724273785714345,0.04875651,10,37.724273785714345,0.09751302,20,37.724273785714345,0.19502604,40,37.724273785714345,0.39005208,80,37.724273785714345,0.9751302,200,279.19481345,0.961152667742,7.84955743249e-05,372.579911887,19.83042327304219
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,89,1,1.7098563000000002,25.083407329945057,0.034197126,4,25.083407329945057,0.085492815,10,25.083407329945057,0.17098563,20,25.083407329945057,0.34197126,40,25.083407329945057,0.6839425200000001,80,25.083407329945057,1.7098563000000002,200,282.804328276,0.543976889672,5.22197252327e-05,303.777238342,20.739254881256468
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,90,0,1.6820374,30.607892499999977,0.033640748,4,30.607892499999977,0.08410187,10,30.607892499999977,0.16820374,20,30.607892499999977,0.33640748,40,30.607892499999977,0.6728149600000001,80,30.607892499999977,1.6820374,200,287.102038097,0.362628106341,6.67475186474e-05,334.763632341,20.588916573963807
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,91,0,1.6758547,37.90414840934066,0.033517094,4,37.90414840934066,0.083792735,10,37.90414840934066,0.16758547,20,37.90414840934066,0.33517094,40,37.90414840934066,0.6703418800000001,80,37.90414840934066,1.6758547,200,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,20.44177933159951
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,92,0,0.9828272,38.236003977900594,0.019656544,4,38.236003977900594,0.04914136,10,38.236003977900594,0.09828272,20,38.236003977900594,0.19656544,40,38.236003977900594,0.39313088,80,38.236003977900594,0.9828272,200,293.577290228,0.952339824621,7.01980103413e-05,347.682708595,20.052843504090035
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,93,1,1.7283307,28.209580907966973,0.0345666139999999,4,28.209580907966973,0.086416535,10,28.209580907966973,0.17283307,20,28.209580907966973,0.34566614,40,28.209580907966973,0.69133228,80,28.209580907966973,1.7283307,200,293.648784497,0.426690912013,5.33940457289e-05,351.677261216,20.86494911845737
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,94,0,0.9569913,38.59403861593406,0.019139826,4,38.59403861593406,0.047849565,10,38.59403861593406,0.09569913,20,38.59403861593406,0.19139826,40,38.59403861593406,0.38279652,80,38.59403861593406,0.9569913,200,307.26373251,0.980958450675,7.64412572662e-05,372.845922747,19.955801015999114
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,95,0,1.2152725999999998,38.36409367857146,0.0243054519999999,4,38.36409367857146,0.0607636299999999,10,38.36409367857146,0.1215272599999999,20,38.36409367857146,0.2430545199999999,40,38.36409367857146,0.4861090399999999,80,38.36409367857146,1.2152725999999998,200,307.533441342,0.76958695679,6.29715413405e-05,358.843506265,20.368775985148883
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,96,0,1.5572329,23.88044623461546,0.031144658,4,23.88044623461546,0.077861645,10,23.88044623461546,0.15572329,20,23.88044623461546,0.31144658,40,23.88044623461546,0.6228931600000001,80,23.88044623461546,1.5572329,200,308.624203673,0.258745269308,8.46230110859e-05,352.536460601,20.47403647066787
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,97,0,1.1828632,37.26799886153839,0.0236572639999999,4,37.26799886153839,0.05914316,10,37.26799886153839,0.11828632,20,37.26799886153839,0.23657264,40,37.26799886153839,0.47314528,80,37.26799886153839,1.1828632,200,310.791038761,0.793031296086,6.97064070297e-05,311.244290057,20.21189456381736
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,98,0,1.1261343,38.00397907486194,0.022522686,4,38.00397907486194,0.056306715,10,38.00397907486194,0.11261343,20,38.00397907486194,0.22522686,40,38.00397907486194,0.45045372,80,38.00397907486194,1.1261343,200,311.847977036,0.831533579891,6.59632228328e-05,369.023839283,20.274377415779092
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,99,0,1.0797199,38.20647193021988,0.021594398,4,38.20647193021988,0.053985995,10,38.20647193021988,0.10797199,20,38.20647193021988,0.21594398,40,38.20647193021988,0.43188796,80,38.20647193021988,1.0797199,200,319.96920879,0.866402209965,6.35942162539e-05,320.061265262,20.334409831646198
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,100,0,1.1033658000000002,37.272932670329695,0.022067316,4,37.272932670329695,0.05516829,10,37.272932670329695,0.11033658,20,37.272932670329695,0.22067316,40,37.272932670329695,0.44134632,80,37.272932670329695,1.1033658000000002,200,323.763442528,0.850556183123,6.97450047543e-05,350.102665969,20.21694267305077
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,101,0,1.4732949999999998,35.74007638736264,0.0294658999999999,4,35.74007638736264,0.0736647499999999,10,35.74007638736264,0.1473294999999999,20,35.74007638736264,0.2946589999999999,40,35.74007638736264,0.5893179999999999,80,35.74007638736264,1.4732949999999998,200,324.489523844,0.639524903021,7.4699050731e-05,392.096101418,20.258832870779123
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,102,1,1.5176424000000002,20.918443995580123,0.030352848,4,20.918443995580123,0.07588212,10,24.462324737441605,0.15176424,20,24.462324737441605,0.30352848,40,24.462324737441605,0.6070569600000001,80,24.462324737441605,1.5176424000000002,200,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,20.935920491417882
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,103,0,1.2503348,39.11319657458561,0.025006696,4,39.11319657458561,0.06251674,10,39.11319657458561,0.12503348,20,39.11319657458561,0.25006696,40,39.11319657458561,0.50013392,80,39.11319657458561,1.2503348,200,328.176471421,0.746856862244,5.78341655667e-05,308.284457774,20.576388636556285
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,104,0,1.767529,35.66803605769237,0.03535058,4,35.66803605769237,0.08837645,10,35.66803605769237,0.1767529,20,35.66803605769237,0.3535058,40,35.66803605769237,0.7070116000000001,80,35.66803605769237,1.767529,200,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,20.40509649732251
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,105,0,1.085144,33.55425738461545,0.0217028799999999,4,33.55425738461545,0.0542572,10,33.55425738461545,0.1085144,20,33.55425738461545,0.2170288,40,33.55425738461545,0.4340576,80,33.55425738461545,1.085144,200,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,20.706808861943262
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,106,1,1.3280674999999995,30.22000805248615,0.0265613499999999,4,30.22000805248615,0.0664033749999999,10,30.22000805248615,0.1328067499999999,20,30.22000805248615,0.2656134999999999,40,30.22000805248615,0.5312269999999999,80,30.22000805248615,1.3280674999999995,200,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,20.788362968602943
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,107,1,1.6862029,30.48541320824173,0.033724058,4,30.48541320824173,0.084310145,10,30.48541320824173,0.16862029,20,30.48541320824173,0.33724058,40,30.48541320824173,0.67448116,80,30.48541320824173,1.6862029,200,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,21.019845598660854
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,108,1,1.6232658999999998,30.64803322307685,0.032465318,4,30.64803322307685,0.081163295,10,30.64803322307685,0.16232659,20,30.64803322307685,0.32465318,40,30.64803322307685,0.64930636,80,30.64803322307685,1.6232658999999998,200,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,20.672882232479186
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,109,1,1.767821,24.636890093406723,0.03535642,4,24.636890093406723,0.08839105,10,24.636890093406723,0.1767821,20,24.636890093406723,0.3535642,40,24.636890093406723,0.7071284000000001,80,24.636890093406723,1.767821,200,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,20.834559404764153
